title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"4-комн. кв., 120 м2",Бишкек,$ 130 000,11 024 000 сом,$ 1 083/м2,91 867 сом/м2,Добавлено 2 месяца назад,Поднято 13 часов назад,430,от агента,кирпичный,8 этаж из 10,,120 м2,,элитка,центральное,евроремонт,,,раздельный,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
!! ПО ТЕЛЕФОНУ НЕ ТОРГУЮСЬ !! 
Если вы в поиске комфортной квартиры то вы пришли по адресу 
Продаётся Квартира в одном из лучших районов города , а именно Эркиндик Бульвары/Жибек Жолу. 
Просторная 4 комнатная квартира. Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Застройщик Бишкек Курулуш

☑ 8 из 10 тёплая и уютная квартира .

☑ 120 м2/СК Бишкек Курулуш

☑ Евроремонт

☑ сан.узел раздельный 100% кафель 

☑ полный пакет документов 

Вам повезло с ценой!
 130.000USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.8845""","""74.6077""",https://www.house.kg/details/59240905ffebe76814a88-83285092
"Дом, 5-комн., 89 м2","Бишкек, Ак-Ордо ж/м",$ 52 000,4 409 600 сом,$ 584/м2,49 546 сом/м2,Добавлено 12 дней назад,Поднято 13 часов назад,201,от собственника,другое,,1,89 м2,5.3 соток,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю дом в ж/м Ак-Ордо. Есть красная книга, так же тех.паспорт, дом состоит из 5-ти комнат. 
Общая площадь дома 89 м2
Размеры дома 12 на 8
Тип строения - саманный (сокмо) снаружи штукатурка
Сан узел в доме, -  совмещённый
Центральная канализация
Центральное водоснабжение.
Отопление водяное - твёрдое топливо, котёл.
Газ магистральный 
Участок 5,3 соток, на участке имеются хоз.постройки (кладовая, баня, курятник, очоккана, тапчан) двор брусчатка, под навесом
В шаговой доступности школа №84, школа для девочек Илим Нур
.
Стоимость 52 000тыс $
Те.0509999001.0995885558
","""42.8448""","""74.4969""",https://www.house.kg/details/2922386604c74f50a45c0-54469090
"2-комн. кв., 43 м2","Бишкек, 4 м-н",$ 42 500,3 604 000 сом,$ 988/м2,83 814 сом/м2,Добавлено 16 дней назад,Поднято 13 часов назад,109,от агента,панельный,2 этаж из 4,,43 м2,,104 серия,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2-комнатная Квартира в 4 мкр
104 серия
Общая площадь-43 м2
Этаж-2/4
Не угловая
Балкон Застеклен
Частично мебель 
Тихий район, всё в шаговой доступности, отличная транспортная развязка!
Цена: 42500$
Торг при осмотре
","""42.8392""","""74.6278""",https://www.house.kg/details/225117860470f50838921-37449717
"1-комн. кв., 45 м2","Бишкек, Аламедин-1 м-н",$ 30 999,2 628 715 сом,$ 689/м2,58 416 сом/м2,Добавлено 12 дней назад,Поднято 13 часов назад,110,от собственника,панельный,7 этаж из 9,,45 м2,,106 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 1ком кв 106  серии полноценная не угловая от собственика.
Район Аламедин 1 дом 43 7этаж из 9
Дом кооперативный НЕ МАЛОСЕМЕЙКА имеется видео охрана, лифт всегда работает, проводиться уборка подъездов, территории.
На данный момент проживают квартиранты оплачивают 13000с в мес.
Мебель, техника имеется окна пластиковые.
Цена 30999$
","""42.8767""","""74.6848""",https://www.house.kg/details/35414604c73ca03da14-70021756
"1-комн. кв., 34 м2","Бишкек, 4 м-н",$ 30 000,2 544 000 сом,$ 882/м2,74 824 сом/м2,Добавлено 12 дней назад,Поднято 13 часов назад,180,от агента,кирпичный,7 этаж из 9,,34 м2,,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1х квартиру в 4 мкр
Индивидуальная серия
Общая площадь:34м²
Этаж:7/9
Не угловая
Коммуникации все центральные
Документы на руках
Цена:30.000$ БЕЗ ТОРГА!!!!!

Контакты:0509999001.0995885558

Мебель вся что на фото остаётся
","""42.8386""","""74.6236""",https://www.house.kg/details/755161604c6ac8574dd2-91950587
"3-комн. кв., 58 м2",Бишкек,$ 43 500,3 688 800 сом,$ 750/м2,63 600 сом/м2,Добавлено 16 дней назад,Поднято 13 часов назад,104,от агента,панельный,4 этаж из 5,,58 м2,,104 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 3-комнатная Квартира в Гоголя\Московская
104 серия
Общая площадь-58м2
Этаж-4/5
Не угловая
Лоджия утеплена
Частично мебель 
Тихий район, всё в шаговой доступности, отличная транспортная развязка!
Цена: 43500$
Торг при осмотре
","""42.8679""","""74.6169""",https://www.house.kg/details/608852060475286630518-98562703
"Коммерческая недвижимость, 70.6 м2","Бишкек, Бакаева 227/Он-Арча",$ 22 000,1 865 600 сом,$ 312/м2,26 425 сом/м2,Добавлено 4 месяца назад,Поднято 13 часов назад,1080,от собственника,"монолитный, 2014 г.",,2,70.6 м2,,,на газе,свободная планировка,,,,,,,,,,,,,,,,,3 м.,,нет,,,,"""42.823""","""74.5763""",https://www.house.kg/details/30646875fab7145319673-73980112
"Коммерческая недвижимость, 70.6 м2","Бишкек, Бакаева 227/Он-Арча",$ 22 000,1 865 600 сом,$ 312/м2,26 425 сом/м2,Добавлено 4 месяца назад,Поднято 13 часов назад,1082,от собственника,"монолитный, 2014 г.",,2,70.6 м2,,,на газе,свободная планировка,,,,,,,,,,,,,,,,,3 м.,,нет,,,,"""42.823""","""74.5763""",https://www.house.kg/details/30646875fab7145319673-73980112
"1-комн. кв., 46 м2","Бишкек, Средний Джал м-н",$ 37 500,3 180 000 сом,$ 815/м2,69 130 сом/м2,Добавлено 16 дней назад,Поднято 13 часов назад,94,от агента,кирпичный,5 этаж из 10,,46 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаётся 1-комнатная.
Квартира с евроремонтом! Джал.  «Эмарк строй »..
5/10
Дом утеплён, двор огорожен, детская площадка, парковка.
В шаговой доступности детские сады, магазины, школа, аптеки, супермаркеты. Вся мебель остаётся.
46м2
Кирпичный
Тех паспорт на руках.кватира не угловая
37500$
","""42.839""","""74.5661""",https://www.house.kg/details/6089635604718a15be2f9-56260462
"2-комн. кв., 52 м2","Бишкек, 12 м-н",$ 46 000,3 900 800 сом,$ 885/м2,75 015 сом/м2,Добавлено 3 дня назад,Поднято 13 часов назад,29,от агента,панельный,6 этаж из 9,,52 м2,,106 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2-комнатная Квартира в 12 мкр
106 серия
Общая площадь-52 м2
Этаж-6/9
Не угловая
Лоджия/Утеплена
Частично мебель
Тихий район, всё в шаговой доступности.
Цена: 46.000$
Торг при осмотре
","""42.8147""","""74.6366""",https://www.house.kg/details/1900883605970ee08e6e2-56596090
"5-комн. кв., 115 м2",Бишкек,$ 90 000,7 632 000 сом,$ 783/м2,66 365 сом/м2,Добавлено 2 дня назад,Поднято 13 часов назад,14,от агента,кирпичный,5 этаж из 6,,115 м2,,индивид. планировка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 5-комнатная квартира
Индивидуальный проект
Район ; золотой квадрат Токтогула/ Исанова
Общая площадь-115 м2
Этаж-5/6
Без мебель,4 балкона,2 санузла комнаты изолированные
Все комуникации центральные
Тихий район, всё в шаговой доступности.
Цена: 90000$
","""42.8717""","""74.591""",https://www.house.kg/details/72577796059a6f86baf81-99691626
"1-комн. кв., 48.16 м2","Бишкек, Ибраимова",$ 26 500,2 247 200 сом,$ 550/м2,46 661 сом/м2,Добавлено 22 часа назад,Поднято 13 часов назад,53,от собственника,"кирпичный, 2021 г.",4 этаж из 14,,48.16 м2,,элитка,центральное,под самоотделку (псо),,,,лоджия,бронированная,паркинг,,,,,,магистральный,,,,,,,есть,есть,,"

                                    Описание от продавца                            
Продаю 1-комн кв в центре города!
Площадь 48,16м2
Этаж 4 из 14
Псо
Окна на юг
Стены из кирпича
Центральные коммуникации
Газ, отопление от ТЭЦ
Участок Красная книга
Детская площадка
Подземный автопаркинг
 
Ибраимова (Правды)/Л.Толстого
 550$ за м2

0550 600 222 wa
0706 777 979
","""42.8639""","""74.6177""",https://www.house.kg/details/8766203605b92058e0d54-24739657
"2-комн. кв., 88 м2",Бишкек,$ 72 000,6 105 600 сом,$ 818/м2,69 382 сом/м2,Добавлено 26 дней назад,Поднято 13 часов назад,185,от агента,монолитный,6 этаж из 13,,88 м2,,элитка,центральное,евроремонт,возможно подключение,оптика,раздельный,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",полностью меблирована,ламинат,3 м.,"улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно! 2 комнатная Элитка Панфилова-Фрунзе!
Застройщик Борсан
-Площадь 88м2
-Свежий евроремонт
-Вся мебель, ковры и бытовая техника останутся у покупателя.
-Шикарный двор: Бассейн, футбольное поле, спорткомплекс для детей, беседки.
В шаговой доступности супермаркет Фрунзе, парк Панфилова, школы, детские сады.
Торг уместен!
0550 422 336
0700 422 336
","""42.8826""","""74.6004""",https://www.house.kg/details/82608386039dbd818e994-89465044
"1-комн. кв., 45 м2","Бишкек, Московская/Советская",$ 42 500,3 604 000 сом,$ 944/м2,80 089 сом/м2,Добавлено 1 месяц назад,Поднято 13 часов назад,243,от агента,"кирпичный, 2016 г.",9 этаж из 10,,45 м2,,элитка,центральное,евроремонт,возможно подключение,оптика,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             комнаты изолированы,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно! Продается 1 комнатная элитка с евроремонтом недалеко от Моссовета. 
-Площадь 45м 
-Свежий евроремонт
-Панорамные окна
-Центральные коммуникации
-Видеонаблюдение
-Итальянская ванна
-Год постройки 2016
Все в шаговой доступности: ГУМ, ЦУМ, детские сады, школы и многое другое. 
заходи и живи.
Стоимость: 42500$ 
0550 422 336 
0700 422 336
","""42.8701""","""74.6122""",https://www.house.kg/details/8956668602b7040ee0ce8-00669328
"1-комн. кв., 45 м2","Бишкек, Матросова",$ 25 000,2 120 000 сом,$ 556/м2,47 111 сом/м2,Добавлено 8 дней назад,Поднято 13 часов назад,109,от собственника,"кирпичный, 2021 г.",10 этаж из 14,,45 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,магистральный,,,,,,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢

Продаю 1-к.кв  45,5м2
Район Правды/Боконбаева

✅ ПСО
✅ Красная книга
✅ Все центральные коммуникации
✅ Газ, отопление от ТЭЦ

💲 Цена 25000$ 

Для более подробной информации обращайтесь по номерам
📲 0550 600 222 
📲 0706 777 979
","""42.8669""","""74.6113""",https://www.house.kg/details/73904456051cbe5e28835-09764783
"2-комн. кв., 68 м2","Бишкек, 7 апреля",$ 35 000,2 968 000 сом,$ 515/м2,43 647 сом/м2,Добавлено 19 дней назад,Поднято 14 часов назад,233,от собственника,"панельный, 2016 г.",9 этаж из 9,,68 м2,,106 серия улучшенная,на газе,под самоотделку (псо),,,раздельный,лоджия,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2комн в Южных мкр
Площадь 68м²
9 этаж из 9 + 10тех этаж
Лифт работает, идёт до 9 этажа!
ПСО
СК ""Аю-Курулуш""
Очень теплые дома!
Техпаспорт на руках 
Дом заселен
Южная магистраль/Алматинка

35000$ торг

0550 600 222 wa
0706 777 979
","""42.8151""","""74.6478""",https://www.house.kg/details/20768246043ab28b50151-40335573
"2-комн. кв., 78 м2","Бишкек, Матросова/Льва Толстого",$ 42 900,3 637 920 сом,$ 550/м2,46 640 сом/м2,Добавлено 1 месяц назад,Поднято 14 часов назад,389,от собственника,"кирпичный, 2021 г.",7 этаж из 14,,78 м2,,элитка,центральное,под самоотделку (псо),,,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,,,,3 м.,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
🔥 Последние 2-комн квартиры в Жилом комплексе ""Пионер"" !!! 🔥🔥🔥
Планировки:
59,95м2; 64м2; 78м2

❤️ Участок - красная книга, 30 соток 
❤️ 14 этажей, лифты с генераторами
❤️ Все коммуникации центральные
(отопление от ТЭЦ, газ)
❤️ Удобное расположение в центре города (рядом гипермаркеты, школы, садики, рестораны)
❤️ Качественное строительство 
❤️ Стены из кирпича
❤️ Безопасная детская площадка
❤️ Подземный паркинг
❤️ Завершающая стадия строительства
❤️ Продано 90% квартир!

Условия 
📍Бартер на авто и недвижимость
📍Рассрочка 
📍Стоимость 550-600$ за кв.м
📍Сдача в эксплуатацию - июнь 2021года! 

Расположение 📌
Ибраимова / Льва Толстого

Чтобы уточнить планировки и этаж
обращайтесь по номерам:
Звонки, What'sapp
📲 0550 600 222
📲 0706 777 979
","""42.8641""","""74.6196""",https://www.house.kg/details/2545722602a31d372b0a0-12935414
"1-комн. кв., 52.86 м2","Бишкек, Матросова/Льва Толстого",$ 29 073,2 465 390 сом,$ 550/м2,46 640 сом/м2,Добавлено 1 месяц назад,Поднято 14 часов назад,403,от собственника,кирпичный,6 этаж из 14,,"52.86 м2, кухня: 11.5 м2",,элитка,центральное,под самоотделку (псо),,,,лоджия,бронированная,паркинг,,,,,,магистральный,,,,,3 м.,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
🔥 Последние 1-комн квартиры в Жилом комплексе ""Пионер"" !!! 🔥🔥🔥
Планировки:
43,11м2; 50,74м2; 52,86м2; 53,32м2

❤️ Участок - красная книга, 30 соток 
❤️ 14 этажей, лифты с генераторами
❤️ Все коммуникации центральные
(отопление от ТЭЦ, газ)
❤️ Удобное расположение в центре города (рядом гипермаркеты, школы, садики, рестораны)
❤️ Качественное строительство 
❤️ Стены из кирпича
❤️ Безопасная детская площадка
❤️ Подземный паркинг
❤️ Завершающая стадия строительства
❤️ Продано 90% квартир!

Условия 
📍Бартер на авто и недвижимость
📍Рассрочка 
📍Стоимость 550-600$ за кв.м
📍Сдача в эксплуатацию - июнь 2021года! 

Расположение 📌
Ибраимова / Льва Толстого

Чтобы уточнить планировку и этаж
обращайтесь по номерам:
Звонки, What'sapp
📲 0550 600 222
📲 0706 777 979
","""42.8639""","""74.6184""",https://www.house.kg/details/1770870602a288fa45ee8-40293826
"3-комн. кв., 101.7 м2","Бишкек, Ибраимова",$ 55 935,4 743 288 сом,$ 550/м2,46 640 сом/м2,Добавлено 5 месяцев назад,Поднято 14 часов назад,1012,от собственника,кирпичный,3 этаж из 14,,"101.7 м2, кухня: 11.5 м2",,элитка,центральное,под самоотделку (псо),,,2 с/у и более,лоджия,,паркинг,,,,,,магистральный,,,,,,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 3-комн 101,07кв 
3 этаж из 14
Коммуникации все центральные
Красная книга
Можно в рассрочку

550$ за квадратный метр

0550600222
0706777979
","""42.8642""","""74.6173""",https://www.house.kg/details/40349095f97e3261a1895-26672674
"2-комн. кв., 59.95 м2","Бишкек, Матросова",$ 32 973,2 796 068 сом,$ 550/м2,46 640 сом/м2,Добавлено 1 месяц назад,Поднято 14 часов назад,505,от собственника,кирпичный,10 этаж из 14,,59.95 м2,,элитка,центральное,под самоотделку (псо),,,,,бронированная,паркинг,,,,,,магистральный,,,,,3 м.,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 2-комн кв в центре
Правда/Л.Толстого
59,95м2 удобная планировка
Коммуникации все центральные
Есть рассрочка и ипотека
Бартер на авто и квартиру
Красная книга
550$ за квадратный метр

0550 600 222
0706 777 979
","""42.8631""","""74.6201""",https://www.house.kg/details/5163322602543bc5b72b1-41036369
"Коммерческая недвижимость, 100 м2","Бишкек, Ибраимова",$ 100 000,8 480 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 21 день назад,Поднято 14 часов назад,190,от собственника,"кирпичный, 2021 г.",,14,100 м2,30 соток,,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,4.95 м.,,есть,есть,с доплатой покупателя,"

                                    Описание от продавца                            
Продаю коммерческие помещения в центре города! 

Под самоотделку
Коммуникации все центральные
Участок Красная книга

Квадратуры : 
От 100 до 380 м2
Высота потолков - 4,45 - 4,95 м

Перспективный район
Льва Толстого перес. Ибраимова (Правды)
Хорошая проходимость и развязка дорог

Рассмотрим бартер на авто и недвижимость
Возможность рассрочки!

Цена: 1000$ за квадратный метр

0550 600 222
0706 777 979
","""42.8639""","""74.6167""",https://www.house.kg/details/6700711604087744ffb65-37336692
"4-комн. кв., 137 м2","Бишкек, Парк Панфилова/Спартак, Логвиненко 55/Фрунзе",$ 125 000,10 600 000 сом,$ 912/м2,77 372 сом/м2,Добавлено 2 месяца назад,Поднято 14 часов назад,233,от собственника,"монолитный, 2018 г.",11 этаж из 16,,137 м2,,элитка,центральное,евроремонт,нет,проводной,2 с/у и более,застекленный балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"охрана,                                             видеонаблюдение",частично меблирована,ламинат,3.2 м.,"пластиковые окна,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             кладовка",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно, продается 4-х комнатная квартира в центре города в ЖК Панфилов, застройщик Борсан (Borsan).

В квартире сделан качественный ремонт, имеется четыре комнаты в том числе просторная гостиная площадью 42 кв м, две лоджии и остекленный балкон, три санузла и гардеробная.

Из техники установлены 3 кондиционера и 2 аристона на 80 литров, вся техника новая.

Установлены теплые полы во всех санузлах, на кухне, а также в лоджиях.

Окна выходят как на восток (во двор), так и на запад (ул. Логвиненко).

На лестничной площадке всего два соседа.

Во дворе распложена детская площадка, а в самом здании работает супермаркет ""Фрунзе"", также имеются различные кафе, салоны красоты и др.

Дом находится в хорошем районе с развитой инфраструктурой, рядом парк панфилова, детский сад, школа, стадион ""Спартак"".

Тех. Паспорт имеется, торг приветствуется.
","""42.8822""","""74.6003""",https://www.house.kg/details/12580686017e5ce6c0e95-19061541
"Дом, 4-комн., 120 м2","Бишкек, Политех, Табалдиева 126",$ 105 000,8 904 000 сом,$ 875/м2,74 200 сом/м2,Добавлено 2 месяца назад,Поднято 14 часов назад,267,от собственника,кирпичный,,1,120 м2,4.57 соток,,смешанное,среднее,есть,оптика,совмещенный,,,,,,септик,центральное водоснабжение,есть,магистральный,,решетки на окнах,полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             сад,                                             хозпостройки,                                             навес,                                             гараж,                                             3 фазы",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно, продается участок с домом общей площадью 4.57 сотки. Площадь дома 120 кв м. В доме четыре комнаты, кухня, санузел.

На участке по мимо дома имеется небольшой сад, гараж, сарай.

Участок находится неподалеку от пересечения улиц Табалдиева и Сухомлинова, в очень спокойном районе.

Имеются тех. паспорт и красная книга.

Торг при осмотре.
","""42.8459""","""74.5905""",https://www.house.kg/details/85217436017e6c0973ab1-19825147
"Участок, 11 соток","Бишкек, Садырбаева 35а 35в/Гагарина",$ 299 000,25 355 200 сом,,,Добавлено 4 месяца назад,Поднято 14 часов назад,860,от собственника,,,,,11 соток,,,,,,,,,,,,,,,,,,,,,,,нет,обмен не предлагать,,"""42.8499""","""74.5583""",https://www.house.kg/details/92370565fcf9c6c686335-53776343
"3-комн. кв., 58 м2","Бишкек, 10 м-н",$ 43 500,3 688 800 сом,$ 750/м2,63 600 сом/м2,Добавлено 12 дней назад,Поднято 14 часов назад,228,от собственника,панельный,3 этаж из 5,,58 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х квартиру в 10мкр
Серия 104
Общая площадь:58м²
Этаж:3/5
Не угловая
Состояние отличное
Коммуникации все центральные
Балкон застеклён и утеплен
Документы на руках

Цена:43.500$

Контакты:050999001.0995885558
","""42.8312""","""74.6039""",https://www.house.kg/details/9046753604c69e7b70614-54348822
"3-комн. кв., 103 м2","Бишкек, Юг-2 м-н",$ 90 000,7 632 000 сом,$ 874/м2,74 097 сом/м2,Добавлено 12 дней назад,Поднято 14 часов назад,92,от собственника,кирпичный,7 этаж из 10,,103 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру 
Юг-2
Бишкек Курулуш
Общая площадь - 103м². 
Документы - техпаспорт.
Количество жилых комнат - 3
Этаж - 7 из 10
Тип строения-кирпичный
Санузел - совмещённый 
Состояние – хорошее .
Коммуникации - центральные.
Отопление -центральное.
Цена - 90000$
инфраструктура всё в пешей 
доступности!
Те.0509999001.0995885558
","""42.8595""","""74.6078""",https://www.house.kg/details/4882006604c6900743731-42307725
"1-комн. кв., 40 м2","Бишкек, Вечерка",$ 35 000,2 968 000 сом,$ 875/м2,74 200 сом/м2,Добавлено 12 дней назад,Поднято 14 часов назад,140,от агента,панельный,7 этаж из 9,,40 м2,,106 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1 ком.

Количество комнат: 1
Адрес: Усенбаева 3 (Вечерний Бишкек)
Серия: 106
Этаж: 7 из 9
Площадь: 40м²
Комуникации: Центральные
Отопление: Центральное 
Состояние: Хорошее
Мебель: По договорности
Документы: На руках 
Цена: 35000$ без торга!

Контакты: 0509999001.0995885558

Подробности: Центр города, квартира не угловая. Все в шаговой доступности. Идеально под сдачу.
","""42.8646""","""74.6136""",https://www.house.kg/details/7286487604c67cf491208-39295377
"1-комн. кв., 40 м2","Бишкек, Вечерка",$ 35 000,2 968 000 сом,$ 875/м2,74 200 сом/м2,Добавлено 12 дней назад,Поднято 14 часов назад,142,от агента,панельный,7 этаж из 9,,40 м2,,106 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1 ком.

Количество комнат: 1
Адрес: Усенбаева 3 (Вечерний Бишкек)
Серия: 106
Этаж: 7 из 9
Площадь: 40м²
Комуникации: Центральные
Отопление: Центральное 
Состояние: Хорошее
Мебель: По договорности
Документы: На руках 
Цена: 35000$ без торга!

Контакты: 0509999001.0995885558

Подробности: Центр города, квартира не угловая. Все в шаговой доступности. Идеально под сдачу.
","""42.8646""","""74.6136""",https://www.house.kg/details/7286487604c67cf491208-39295377
"3-комн. кв., 58 м2","Бишкек, 7 м-н",$ 43 000,3 646 400 сом,$ 741/м2,62 869 сом/м2,Добавлено 13 дней назад,Поднято 14 часов назад,212,от собственника,панельный,2 этаж из 4,,58 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю квартиру 3х квартиру в 7 мкр
104 серия
Общая площадь 58м²
Этаж 2/4
Не угловая
Состояние хорошее
Лоджия-1
Коммуникации все центральные
Документы на руках

Цена: 43.000 без торга!!!

Контакты:0509999001.0995885558
","""42.8302""","""74.6169""",https://www.house.kg/details/13107604b4b9b7f4187-35804481
"3-комн. кв., 58 м2","Бишкек, Филармония",$ 52 000,4 409 600 сом,$ 897/м2,76 028 сом/м2,Добавлено 13 дней назад,Поднято 14 часов назад,115,от собственника,панельный,4 этаж из 5,,58 м2,,104 серия улучшенная,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю квартиру 3х на Темирязева//Чокморова
104 серия 
Общая площадь:58м²
Этаж:4/5
Квартира не угловая
Состояние:с отличным евро-ремонтом
Лоджия-1
Коммуникации все центральные
Документы на руках

Цена с мебелью:56.500$
Без мебели:52.000

Контакты:0509999001.0995885558

Дверь бронированная,рядом с домом паркинг, видеонаблюдение,есть кладовка,новые окна пластиковые.
","""42.869""","""74.5787""",https://www.house.kg/details/7055299604b36df5fab46-98890293
"4-комн. кв., 154 м2","Бишкек, Моссовет",$ 140 000,11 872 000 сом,$ 909/м2,77 091 сом/м2,Добавлено 13 дней назад,Поднято 14 часов назад,120,от собственника,кирпичный,13 этаж из 13,,154 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 4 кв (Киевская Советская) 
Цена: 140000$
Телефон: 
Комнат: 4
Индив. планировка
Площадь: 154 м2
Отопление: центральное
Этаж: 13 из 13
Вся мебель
Евроремонт
Раздельный санузел
Горячая вода
Инд. проект,. Есть парковочное место. Отопление, хол. горячая вода - централизованные. Квартира построена в 2019 году. Часть мебели остаётся. Есть торг!
Возможны варианты обмена на: 3-комн(в центре, элитка) +доплата, 2-комн(юж. микро) +доплата
Те.0509999001.0995885558
","""42.8747""","""74.6115""",https://www.house.kg/details/4391796604b35b666dd46-44308273
"3-комн. кв., 140 м2","Бишкек, VEFA",$ 140 000,11 872 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 13 дней назад,Поднято 14 часов назад,110,от агента,кирпичный,7 этаж из 9,,140 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 3 кв Медерова Элебаева 
Цена: 145000$
Телефон: 
Комнат: 3
Элитка
Площадь: 140 м2
Отопление: центральное
Этаж: 7 из 9
Вся мебель
Евроремонт
Раздельный санузел
Центральный газопровод
Горячая вода
Квартира находиться по ул. Медерова Элебаева.
Окна (направленность):Запад/Север/Окна на улицу
Правоустанавливающие документы:Тех паспорт
Те.0509999001.0995885558
","""42.8525""","""74.6127""",https://www.house.kg/details/2579435604b3226381195-63788123
"4-комн. кв., 115 м2","Бишкек, ул. Масалиева",$ 107 000,9 073 600 сом,$ 930/м2,78 901 сом/м2,Добавлено 2 месяца назад,Поднято 14 часов назад,314,от агента,кирпичный,6 этаж из 11,,115 м2,,элитка,,,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю квартиру
Комнат:4
ЖК ""Сакура""
Год постройки:2019
Застройщик: ""Бийиктик Инвест""
Серия: Элитка
Этаж: 6 из 10
Площадь: 115 м2
Коммуникации: все центральные
Состояние:хорошее
Адрес: Дзержинска-боконбаева
Документы: Тех.паспорт
Цена: 107000$


Подробности:
Детская площадка и площадка для отдыха имеются,состояние хорошее, каркас из монолита и жженного кирпича, квартира утеплена ""газосиликатом"",окна металло-пластиковые 3-х,5-ти камерные,бронированая дверь,так же на первом этаже находится тренажерный зал,удобная транспортная развязка.
","""42.8299""","""74.5773""",https://www.house.kg/details/5349566017809f648f80-96307210
