title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"2-комн. кв., 50 м2","Бишкек, 5 м-н 49",$ 43 000,3 646 400 сом,$ 860/м2,72 928 сом/м2,Добавлено 12 дней назад,Поднято 6 дней назад,68,от собственника,монолитный,2 этаж из 4,,50 м2,,104 серия,центральное,среднее,возможно подключение,проводной,нет,лоджия,деревянная,паркинг,,,,,,магистральный,,,пустая,линолеум,,,,есть,,"

                                    Описание от продавца                            
продаю квартира 5 микрорайон 2/4 не угловая   рядом садик школа  орто сайский рынок космо парк
","""42.8326""","""74.6241""",https://www.house.kg/details/1621563604d08904b0352-02973474
"4-комн. кв., 140 м2","Бишкек, г. Бишкек, ул. Манасчы Сагынбая 168",$ 74 200,6 292 160 сом,$ 530/м2,44 944 сом/м2,Добавлено 4 месяца назад,Поднято 6 дней назад,555,от агента,"монолитный, 2020 г.",13 этаж из 16,,140 м2,,индивид. планировка,центральное,недостроено,возможно подключение,проводной,2 с/у и более,лоджия,бронированная,паркинг,,,,,,магистральный,,видеодомофон,пустая,паркет,3.2 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
По Скупочной Цене📌📌
4к.квартиру в доме Премиум класса в Самом центре города!
Токтогула\Т.Молдо
от ск ""Мунара Строй"", ЖК Вененция
Строящийся дом, Сдача 2 квартал 2022
Площадь 140 м²

Цена: 530 $ за м2


«Венеция"" - Это неординарный и яркий жилой комплекс элитного класса, в котором продумано все до мелочей, сочетающий в себе баланс взвешенных решений, наряду с удобством формата. В новый жилой комплекс специалисты компании решили вложить множество эксклюзивных дизайнерских решений и дополнительных удобств для жителей. Продуманные планировки позволяют использовать площадь квартиры максимально эффективно и создать идеальное пространство для комфортной жизни. Единая концепция благоустройства ЖК учитывает все пожелания современного городского жителя: поселившись в ЖК «Венеция», Вы получаете в свое распоряжение всю развитую социальную инфраструктуру - детские сады, школы, медицинские учреждения.
","""42.8719""","""74.5949""",https://www.house.kg/details/39785835fcf0fc739cae0-33438900
"3-комн. кв., 122 м2",Бишкек,$ 115 000,9 752 000 сом,$ 943/м2,79 934 сом/м2,Добавлено 3 месяца назад,Поднято 6 дней назад,373,от агента,"панельный, 2018 г.",4 этаж из 12,,122 м2,,элитка,центральное,евроремонт,есть,проводной,2 с/у и более,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",частично меблирована,паркет,3 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продам 3 к.квартиру в Районе Филармонии
Абдымомунова/Мира

4 этаж из 12
122 м²
+ПАРКИНГ

Все центральные коммуникации 
Окна выходят на юг

3 сан узла
Документы на руках!
115 000$
","""42.8804""","""74.5888""",https://www.house.kg/details/50400695fe7087bbfca15-76861761
"2-комн. кв., 46 м2","Бишкек, Филармония",$ 37 500,3 180 000 сом,$ 815/м2,69 130 сом/м2,Добавлено 21 день назад,Поднято 6 дней назад,150,от агента,"кирпичный, 1978 г.",2 этаж из 5,,46 м2,,индивид. планировка,центральное,требует ремонта,возможно подключение,adsl,раздельный,лоджия,металлическая,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",пустая,дерево,3 м.,"неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",,есть,,"

                                    Описание от продавца                            
Продаю 2х ком кв. 
Район:Турусбекова Сыдыкова. 
2/5 этаж
н/у, 
2 двери девевяная/бронированая
обои/ дер.полы, 
с/ у/ раздельный
50% кафель старого образца 
Комнаты изолированызолированные. 
2 балкона/ решетки есть. Пустая. 
Требуется ремонт
Цена 37500$
","""42.8741""","""74.5835""",https://www.house.kg/details/44940756041be81b71564-19098687
"3-комн. кв., 60 м2","Бишкек, бокомбаева/советская",$ 39 900,3 383 520 сом,$ 665/м2,56 392 сом/м2,Добавлено 21 день назад,Поднято 6 дней назад,138,от агента,"кирпичный, 1975 г.",5 этаж из 5,,60 м2,,индивид. планировка,центральное,евроремонт,есть,adsl,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",частично меблирована,паркет,3 м.,"пластиковые окна,                                             новая сантехника,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продам 3 к.квартиру на Советская\Боконбаева

Дом индивидуальной планировки

60 м2

5 этаж из 5

раздельные сан узлы

Угловая, 1 балкон

Все центральные коммуникации

Ремонт Хороший

 

39 900$
","""42.8677""","""74.6107""",https://www.house.kg/details/21682526041c0be13dc94-45933471
"1-комн. кв., 35 м2","Бишкек, Джал-23 м-н (Нижний Джал)",$ 29 000,2 459 200 сом,$ 829/м2,70 263 сом/м2,Добавлено 10 дней назад,Поднято 6 дней назад,59,от агента,"панельный, 1976 г.",3 этаж из 9,,35 м2,,105 серия,центральное,хорошее,есть,проводной,совмещенный,лоджия,деревянная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",пустая,линолеум,3 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             кладовка,                                             тихий двор",,,с доплатой продавца,"

                                    Описание от продавца                            
Продаю или меняю 1 комнатную квартиру в Нижнем Джале, ориентир Онтарио
105 серия
Не угловая 
Хорошее состояние
Окна, трубы пластик
В ванной кафель нового образца 100% 
3 из 9 этаж
Все центральные коммуникации
С документами все в порядке
Цена: 29000$
","""42.8429""","""74.565""",https://www.house.kg/details/3167418605054176aca74-48143013
"1-комн. кв., 35 м2","Бишкек, Асанбай м-н",$ 29 000,2 459 200 сом,$ 829/м2,70 263 сом/м2,Добавлено 9 дней назад,Поднято 6 дней назад,51,от агента,"панельный, 1982 г.",1 этаж из 5,,35 м2,,105 серия,центральное,среднее,есть,проводной,совмещенный,лоджия,деревянная,паркинг,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             видеонаблюдение",пустая,линолеум,3 м.,"пластиковые окна,                                             новая сантехника,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
Срочно продается 1 комнатная квартира в микрорайоне Асанбай
1 из 5 этаж
105 серия
Угловая, но очень теплая
Лоджия застекленная утепленая
Решетки на окнах
Нужен небольшой косметический ремонт
Окна, трубы пластик
Кафель нового образца 100%
Решетки на окнах
Пустая
Заезд со стороны старой дороги
Цена: 29000$ окончательно
","""42.8205""","""74.6235""",https://www.house.kg/details/174003460508af2723b06-00986303
"2-комн. кв., 60 м2","Бишкек, Карпинка",$ 72 000,6 105 600 сом,$ 1 200/м2,101 760 сом/м2,Добавлено 21 день назад,Поднято 6 дней назад,83,от агента,"кирпичный, 2017 г.",1 этаж из 10,,60 м2,,элитка,центральное,хорошее,есть,adsl,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение,                                             охрана",полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             кондиционер,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продается 2 к квартира на Гоголя/Фрунзе 
60м2
1 этаж из 10
Все коммуникации центральные 
С хорошим ремонтом и мебелью 
Цена 72000$
","""42.8833""","""74.6192""",https://www.house.kg/details/57996026041bc3dd14e80-14250501
"3-комн. кв., 92 м2","Бишкек, Джал-29 м-н",$ 74 000,6 275 200 сом,$ 804/м2,68 209 сом/м2,Добавлено 23 дня назад,Поднято 6 дней назад,114,от агента,"кирпичный, 2019 г.",2 этаж из 9,,92 м2,,элитка,центральное,евроремонт,есть,adsl,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",частично меблирована,ламинат,3 м.,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продаю 3-комн. кв., 92м2, 2-эт. из 9, мкр. Джал-29 (верхний),

 

- 3-комн. кв., 92м2, 2-этаж,                                                                                                                                               - Все коммуникации центральные.
- Цена 74.000$
","""42.8312""","""74.5669""",https://www.house.kg/details/5419224603f2d6f421162-33570457
"3-комн. кв., 100 м2","Бишкек, Ахунбаева/Бакаева",$ 90 000,7 632 000 сом,$ 900/м2,76 320 сом/м2,Добавлено 3 месяца назад,Поднято 6 дней назад,493,от агента,"монолитный, 2007 г.",3 этаж из 6,,100 м2,,индивид. планировка,центральное,евроремонт,есть,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,,полностью меблирована,паркет,3 м.,,,есть,,"

                                    Описание от продавца                            
Продаю 3 к.квартиру с Отличным Ремонтом в районе Ахунбаева\Бакаева (Чапаева)

от СК ""Чуй Батыш Курулуш""

Площадь 100 м2, 3 этаж из 6

 

В квартире сделан Качественный ремонт- для себя! Все комнаты изолированы. Просторный холл, гостиная, 2 спальни, большая кухня, кладовка. Отопление электрическое- очень экономично, сами регулируете.
Дом 2007 г.п.
Остается встроенная мебель.
Двор огорожен- без машин,есть детская площадка.
Тихий район без машин и шума. Вид на горы.

 

Гараж можно купить за 20 000$

Цена 87 000$
","""42.8419""","""74.5766""",https://www.house.kg/details/34301525fd308548aabd7-54583421
"1-комн. кв., 44.5 м2","Бишкек, ул. Фучика / ул. Рыскулова",$ 24 500,2 077 600 сом,$ 551/м2,46 688 сом/м2,Добавлено 4 месяца назад,Поднято 6 дней назад,879,от собственника,монолитный,6 этаж из 9,,44.5 м2,,индивид. планировка,центральное,недостроено,возможно подключение,проводной,совмещенный,нет,,,,,,,,магистральный,,,,,3 м.,,есть,,,"

                                    Описание от продавца                            
Продается однокомнатная квартира.
Рыскулова/Фучика, жк Marsall, 44.5м2, 
6/9. 
Цена: 24500$. 
Можно 14500$ наличкой, остальное в рассрочку.
Собственник
Телефон: +996779123277
#недвижимостьвбишкеке
#недвижимостьвБишкеке
#Квартирывбишкеке
#квартирабишкек
#недвижимостьБишкек
#домавбишкеке
#участкивбишкеке
#рекламанедвижимости
#собственник
#агенствонедвижимости
#Бишкек
#Кыргызстан
#жилыедомавБишкеке
","""42.8787""","""74.5626""",https://www.house.kg/details/4283515fcbd4248d7232-54233930
"3-комн. кв., 160 м2","Бишкек, Филармония",$ 100 000,8 480 000 сом,$ 625/м2,53 000 сом/м2,Добавлено 2 месяца назад,Поднято 6 дней назад,281,от агента,"кирпичный, 2019 г.",6 этаж из 7,,160 м2,,пентхаус,центральное,евроремонт,есть,проводной,2 с/у и более,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"охрана,                                             видеонаблюдение,                                             домофон",пустая,ламинат,,"пластиковые окна,                                             новая сантехника,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продаю квартиру в центре!
- Токтогула/Турусбекова.
- 3к.кв., 160м2 по внутренним размерам
- Пентхаус
- Техпаспорт есть
- СК Капстрой
- Дом 2015 года постройки
- Коммуникации центральные
- Дорогой, качественный ремонт. Можно сразу заехать и жить!
- Идеальное расположение
- Торг после осмотра
- Стоимость: 100.000$
","""42.874""","""74.5854""",https://www.house.kg/details/35043056017a2b502e250-98628518
"3-комн. кв., 105 м2","Бишкек, ул. Тыналиева, 2/21",$ 100 000,8 480 000 сом,$ 952/м2,80 762 сом/м2,Добавлено 4 месяца назад,Поднято 6 дней назад,519,от агента,монолитный,14 этаж из 14,,105 м2,,элитка,центральное,евроремонт,есть,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"видеодомофон,                                             охрана",частично меблирована,ламинат,3 м.,"комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор,                                             неугловая,                                             кондиционер,                                             новая сантехника,                                             улучшенная,                                             пластиковые окна",,есть,,"

                                    Описание от продавца                            
Продаю 3ком. элитку Ахунбаева/Тыналиева,105 м2. Продаем  в связи с переездом. Квартира расположена в Южной части города Бишкек с чистым воздухом и прекрасным видом на горы и тихий внутренний двор. Качественный евроремонт из дорогих строй материалов завершен год назад. Все коммуникации центральные. Тех.паспорт СК""Имарат Строй"" ЖК ""Алтын Булак"". Дом монолит кирпич. фасад сары таш и декоративная штукатурка. Закрытая территория. Детская площадка, футбольное поле, аллея. Окна - пластик 5 камерный из Турецкого профиля. Бесшумные скоростные лифты. 
Цена $100,000.

 14 этаж из 14, есть тех этаж

По вопросам обращайтесь по телефонам: 0777074503
#недвижимостьвбишкеке
#недвижимостьвБишкеке
#Квартирывбишкеке
#квартирабишкек
#недвижимостьБишкек
#домавбишкеке
#участкивбишкеке
#рекламанедвижимости
#собственник
#агенствонедвижимости
#Бишкек
#Кыргызстан
#жилыедомавБишкеке
","""42.8461""","""74.5692""",https://www.house.kg/details/41122375fce02c74b01e0-57935596
"2-комн. кв., 44 м2",Бишкек,$ 38 000,3 222 400 сом,$ 864/м2,73 236 сом/м2,Добавлено 2 месяца назад,Поднято 6 дней назад,218,от агента,"кирпичный, 1987 г.",3 этаж из 4,,44 м2,,индивид. планировка,центральное,хорошее,возможно подключение,проводной,совмещенный,застекленный балкон,деревянная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",частично меблирована,линолеум,3 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продается 2к квартира на Правда/Боконбаева 104серии
4 этаж из 5, не угловая 
44м2 
пол деревянный , кафель с/у 100%, окна пластиковые, балкон застекленный 
квартира в хорошем состоянии 

Цена: 38 000$
","""42.866""","""74.6184""",https://www.house.kg/details/1487286017a39a16d291-78777333
"1-комн. кв., 49 м2","Бишкек, Тунгуч м-н",$ 31 500,2 671 200 сом,$ 643/м2,54 514 сом/м2,Добавлено 3 месяца назад,Поднято 6 дней назад,533,от агента,"монолитный, 1998 г.",5 этаж из 9,,"49 м2, жилая: 35 м2",,106 серия,центральное,хорошее,возможно подключение,проводной,совмещенный,лоджия,бронированная,,,,,,,магистральный,,домофон,,линолеум,3 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             тихий двор,                                             встроенная кухня,                                             кладовка",,,,"

                                    Описание от продавца                            
Продам 1 к.квартиру в мкр Тунгуч
Дом новый
106 серии
5 этаж из 9
Средний подъезд, не угловая
2 лоджии
Кухня расширена и вынесена
Общая площадь 49
Жилая площадь 35 м²+2 лоджии
Все центральные коммуникации 
Очень ухоженный двор

Видеонаблюдение 

Прошу $ 31 500 торг по факту

Рядом садик, 73 школа, базарчик, транспорт в любую точку
","""42.8541""","""74.688""",https://www.house.kg/details/15691845fe04094053149-97349024
"1-комн. кв., 42 м2","Бишкек, Улан-2 м-н",$ 32 000,2 713 600 сом,$ 762/м2,64 610 сом/м2,Добавлено 4 месяца назад,Поднято 6 дней назад,509,от агента,"монолитный, 2017 г.",6 этаж из 9,,42 м2,,106 серия улучшенная,электрическое,евроремонт,есть,проводной,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,домофон,частично меблирована,паркет,3 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продается 1к квартира в Улане-2 106 улучшенная 
6 этаж из 9
Отопление электрическое, газ.
Ремонт хороший. 
Цена:32000$
Агенство недвижимости
Телефон:0777074503

#недвижимостьвбишкеке
#недвижимостьвБишкеке
#Квартирывбишкеке
#квартирабишкек
#недвижимостьБишкек
#домавбишкеке
#участкивбишкеке
#рекламанедвижимости
#собственник
#агенствонедвижимости
#Бишкек
#Кыргызстан
#жилыедомавБишкеке
","""42.8451""","""74.6361""",https://www.house.kg/details/7622645fcdfed21cfe02-26063406
"2-комн. кв., 45 м2","Бишкек, Восток-5 м-н",$ 39 500,3 349 600 сом,$ 878/м2,74 436 сом/м2,Добавлено 3 месяца назад,Поднято 6 дней назад,462,от агента,"монолитный, 1997 г.",4 этаж из 5,,45 м2,,105 серия,центральное,хорошее,возможно подключение,проводной,раздельный,лоджия,металлическая,,,,,,,магистральный,,домофон,,ламинат,3 м.,"неугловая,                                             пластиковые окна,                                             новая сантехника,                                             тихий двор,                                             кладовка",,есть,,"

                                    Описание от продавца                            
Срочно,срочно 🔥🔥🔥Продаётся 2кв.105серии в Востоке 5.
КВ на 4/5этаже,не угловая.
Со всеми центральными коммуникациями.Кв.тепло.Чистая аккуратная квартира.Все в шаговой доступности.Школа, садик, рынок""Мадина"" и т.д.
Цена39500$
","""42.8727""","""74.632""",https://www.house.kg/details/57702015fd8511e08a8e8-49014385
"2-комн. кв., 50 м2",Бишкек,$ 39 500,3 349 600 сом,$ 790/м2,66 992 сом/м2,Добавлено 3 месяца назад,Поднято 6 дней назад,608,от агента,"кирпичный, 2019 г.",5 этаж из 10,,50 м2,,индивид. планировка,центральное,хорошее,возможно подключение,проводной,совмещенный,лоджия,,,,,,,,магистральный,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Баха  гагарина  2х  ком  50кв/ мет  5/10  не/уг  все  ком  ремонт   39 500$
","""42.8531""","""74.5604""",https://www.house.kg/details/37336155fdc4c7dd4ec02-38405636
"1-комн. кв., 32 м2","Бишкек, гоголя/бокомбаева",$ 33 500,2 840 800 сом,$ 1 047/м2,88 775 сом/м2,Добавлено 3 месяца назад,Поднято 6 дней назад,542,от агента,"монолитный, 1997 г.",4 этаж из 5,,32 м2,,104 серия,центральное,евроремонт,есть,проводной,совмещенный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,полностью меблирована,паркет,3 м.,,,есть,,"

                                    Описание от продавца                            
Гоголя/Боконбаева, 1к.кв., 4/5, 104 серия. Лоджия застеклена и утеплена. Сантехника вся заменена, трубы, электропроводки. Двор огражден, в подъездах сделан ремонт. В каждом подъезде установлена круглосуточная видеокамера. Есть место для авто на охраняемой придомовой территории. Квартира продаётся вместе с мебелью и техникой(за исключением некоторых вещей).
","""42.8674""","""74.62""",https://www.house.kg/details/11817495fd30412ef16d1-76862891
"3-комн. кв., 118 м2","Бишкек, ул. Панфилова 190/1",$ 114 000,9 667 200 сом,$ 966/м2,81 925 сом/м2,Добавлено 23 дня назад,Поднято 6 дней назад,129,от агента,монолитный,2 этаж из 10,,118 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,2 с/у и более,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение,                                             охрана",полностью меблирована,ламинат,3.2 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продаю 3-ком. кв, 118м2, 2-этаж из 10, с мебелью, Фрунзе-Панфилова, 

 

- 3-ком кв, 118м2, 2-этаж, с мебелью, Фрунзе-Панфилова, 
- Охраняемый большой двор и детская площадка.
- Все коммуникации центральные.

- Цена 114000$                                                                                                                                                        Жилой комплекс «Панфилов 1» — современный комфортабельный жилой дом, представляющий собой трех подъездное здание высотой 10-этажей.

ЖК «Панфилов 1» имеет географически выгодное местоположение, находящееся в эпицентре северной части города на пересечении улиц Панфилова и Фрунзе. Преимуществом жилого комплекса является внутренняя развитая инфраструктура. В ближайшем окружении комплекса расположены Правительственный Белый Дом, Дворец спорта, Стадион Спартак, Дубовый парк, площадь Ала-Тоо, парк им. Панфилова, с многочисленными зелеными осаждениями и развлекательными аттракционами. Также вблизи жилого дома расположены гипермаркеты, школа, детсад, поликлиника, магазины и множество других объектов торговой и сервисной инфраструктуры для современного проживания.
","""42.8822""","""74.6003""",https://www.house.kg/details/6347833603f2fb9214998-82322524
"3-комн. кв., 122 м2",Бишкек,$ 115 000,9 752 000 сом,$ 943/м2,79 934 сом/м2,Добавлено 3 месяца назад,Поднято 6 дней назад,400,от агента,"панельный, 2019 г.",4 этаж из 12,,122 м2,,элитка,центральное,евроремонт,есть,проводной,2 с/у и более,лоджия,бронированная,гараж,,,,,,магистральный,,"видеонаблюдение,                                             домофон",пустая,паркет,3 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             кладовка,                                             тихий двор,                                             встроенная кухня",,есть,,"

                                    Описание от продавца                            
Продам 3 к.квартиру в Районе Филармонии
Абдымомунова/Мира

4 этаж из 12
122 м²
+ПАРКИНГ

Все центральные коммуникации 
Окна выходят на юг

3 сан узла
Документы на руках!
115 000$
","""42.8809""","""74.5901""",https://www.house.kg/details/94722025ff411c377a005-53516650
"3-комн. кв., 48 м2","Бишкек, 6 м-н",$ 40 500,3 434 400 сом,$ 844/м2,71 550 сом/м2,Добавлено 21 день назад,Поднято 6 дней назад,150,от агента,"панельный, 1960 г.",4 этаж из 4,,48 м2,,104 серия,центральное,хорошее,есть,adsl,совмещенный,балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",пустая,линолеум,3 м.,"пластиковые окна,                                             новая сантехника,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
6 м-н 
4/4 этаж
угловая
104 с
цена:40500$
","""42.8209""","""74.6252""",https://www.house.kg/details/17636016041c356a176e6-53594528
"1-комн. кв., 44 м2","Бишкек, ул. Ахунбаева (рядом с Бот.Сад)",$ 34 000,2 883 200 сом,$ 773/м2,65 527 сом/м2,Добавлено 21 день назад,Поднято 6 дней назад,118,от агента,монолитный,6 этаж из 12,,44 м2,,элитка,центральное,под самоотделку (псо),возможно подключение,adsl,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеодомофон,                                             видеонаблюдение",пустая,,3 м.,"пластиковые окна,                                             улучшенная,                                             неугловая,                                             кладовка,                                             тихий двор",есть,есть,,"

                                    Описание от продавца                            
Продаю 1-ком. кв, 44м2, 6-этаж из 12, псо, Ахунбаева 2/8 (Ботанический Сад), 

 

- Ахунбаева 2/8 (Ботанический Сад), 
- 1-ком. кв, 44м2, 6-этаж из 12.
- Квартира ПСО, все коммуникации центральные.
- Большой двор и детская площадка на 53 соток.
- Застройщик:  https://aig.kg/

 

- Цена 34.000$                                                                                                                                                               ЖК Montreal Green в Бишкеке, Монреаль Грин

Жилой дом «Montreal Green»- расположен на пересечении ул. Ахунбаева вблизи Ботанического сада, гипермаркета «Globus»,мечети и множество ресторанов. Любители престижа и высокого уровня жизни оценят уникальный архитектурный облик и безупречно продуманную планировку квартир.
","""42.8408""","""74.6321""",https://www.house.kg/details/7895066041b95a911d06-28346427
"Участок, 8 соток",Бишкек,$ 75 000,6 360 000 сом,,,Добавлено 3 месяца назад,Поднято 6 дней назад,779,от агента,,,,,8 соток,,,,,,,,,,"свет,                                             газ,                                             вода,                                             отопление,                                             канализация,                                             телефон,                                             интернет",,,,,,,,,,,"фундамент,                                             сад,                                             хозпостройки,                                             огорожен,                                             удобно под коммерцию,                                             дом,                                             ровный,                                             все документы",,,,"

                                    Описание от продавца                            
Продаю дом на Ахун\Репина. Участок 8 сот. По факту больше. Ц/канализация подключена. На 1этаже- гараж баня очок кана

2 этаж - 3 пустых комнат.

В доме 2 спальни

2 зала, кухня, сан узел
Участок правильной формы!
Саман+кирпич
75 000$
","""42.8422""","""74.555""",https://www.house.kg/details/31325685fe6dc0da07472-51796427
"3-комн. кв., 85 м2","Бишкек, Золотой квадрат, пр. Мира / Южная магистраль",$ 77 000,6 529 600 сом,$ 906/м2,76 819 сом/м2,Добавлено 21 день назад,Поднято 6 дней назад,161,от агента,"кирпичный, 2018 г.",3 этаж из 9,,85 м2,,элитка,центральное,под самоотделку (псо),возможно подключение,adsl,раздельный,лоджия,металлическая,паркинг,,,,,,магистральный,,"видеонаблюдение,                                             домофон",пустая,,3 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",есть,есть,,"

                                    Описание от продавца                            
Продаю 3-ком. кв. с мебелью, 85м2, 3-этаж из 4, Фрунзе-Орозбекова, б/п.

 

- Фрунзе - Орозбекова, б/п.
- 3-ком. кв., 85м2, 3-этаж из 4.
- Все коммуникации центральные.
- Квартира с мебелью и техникой, имеется кладовая.
- В подъезде 8 квартир, на этаже по 2 квартиры.
- Большой зеленый двор и детская площадка.

 

- Цена 77.000$
- Рассмотрим варианты обмена и в рассрочку.
","""42.8817""","""74.6027""",https://www.house.kg/details/50089096041b77c5ad002-40074452
"3-комн. кв., 68 м2","Бишкек, Аламедин-1 м-н",$ 39 800,3 375 040 сом,$ 585/м2,49 633 сом/м2,Добавлено 1 месяц назад,Поднято 6 дней назад,199,от агента,"панельный, 1987 г.",5 этаж из 5,,68 м2,,105 серия,центральное,хорошее,есть,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",пустая,ламинат,3 м.,"пластиковые окна,                                             новая сантехника,                                             комнаты изолированы,                                             тихий двор,                                             кладовка",,,,,"""42.8757""","""74.6877""",https://www.house.kg/details/97744536033807fca20b3-52253497
