title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"Дом, 4-комн., 52 м2","Бишкек, ленская 48/фучика",$ 29 500,2 501 600 сом,$ 567/м2,48 108 сом/м2,Добавлено 2 месяца назад,,245,от собственника,"шлакоблочный, 2000 г.",,1,"52 м2, жилая: 40 м2, кухня: 7 м2",7.5 соток,,на газе,требует ремонта,нет,,совмещенный,,,,,,септик,скважина,есть,магистральный,,,пустая,дерево,3 м.,хозпостройки,,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продается Дом, с участком 7,5 соток 
Отлично подойдет под строительство нового дома. 
расположение хорошее, в 5-7 минутах до ул. Чуй
Цена всего 29500$ , все документы на руках 
Звоните +996707036395 24/7
","""42.8924""","""74.5539""",https://www.house.kg/details/5484879601b87a40fcad3-27564174,
"Дом, 6 и более комнат, 290 м2","Бишкек, Колмо ж/м",$ 85 000,7 208 000 сом,$ 293/м2,24 855 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,275,от собственника,"кирпичный, 2019 г.",,2,290 м2,5 соток,,,хорошее,,,,,,,,,,центральное водоснабжение,есть,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 2 этажный  дом 290кв.м. есть газ , 3-х фазка и печка , 8 комнат  , 2 септик , есть 2 комнаты кладовка , есть баня , комуркана , туалет , центральный вода , соседи дружные 
Дом находится в ж/м Колмо 
5 сотик
","""42.9006""","""74.5756""",https://www.house.kg/details/6061781600c679a544315-17721113,
"4-комн. кв., 78 м2","Бишкек, Восток-5 м-н",$ 57 500,4 876 000 сом,$ 737/м2,62 513 сом/м2,Добавлено 2 месяца назад,,154,от собственника,кирпичный,8 этаж из 9,,78 м2,,106 серия,,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 4х комн кв 
Адрес. Восток 5
Общая  площадь- 78
Серия - 106
Этаж- 8/9
Лоджия - 3 лоджии утеплена и застеклена
Квартира - НЕ угловая
Санузел - РАЗДЕЛЬНЫЙ.
Квартира светлая и уютная.
Состояние - свежий ремонт.
Коммуникации: - центральные
Документы в порядке.
Дополнительно: 
Цена-  57500
Тел.0500293338
","""42.8728""","""74.6319""",https://www.house.kg/details/5656666601b774f84bbb8-15843094,
"2-комн. кв., 70 м2","Бишкек, Зеленая 9/2/Ауэзова",$ 37 000,3 137 600 сом,$ 529/м2,44 823 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,441,от собственника,монолитный,8 этаж из 11,,"70 м2, жилая: 70 м2, кухня: 15 м2",,элитка,центральное,черновая отделка,возможно подключение,adsl,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,,пустая,плитка,3 м.,,,,,"

                                    Описание от продавца                            
📍ПРОДАЮ 2х комн кв.
Цена:37.500$
СК : ОЛИМП
📌Адрес : Аламедин 1
Этажность : 7 из 11
Площадь : 70 м2
Кирпичный,отопление центральное,канализация центральная,газ городской,видеонаблюдение,охраняемая территория  детска площадка,не угловая,балкон,скоростной бесшумный лифт,дом заселён люди живут,можно сразу начать ремонт делать ПСО Под самоотделку. 

Жилой дом «Аламедин» Готовый дом для проживания вашей семьи! 👨‍👩‍👧‍👦 ⠀ 🏗Европейский стандарт качества строительства! 🏭Все центральные коммуникации! 🚠Два лифта в каждом подъезде! 🚙Гостевой и подземный паркинг! ⠀ 🗺Развитая инфраструктура района: 🏢Школы, детские сады, больницы! Рынок «Чынар» Продуктовые и вещевые магазины! 🚃Удобная транспортная развязка! ⠀ 📍Адрес: МКР АЛАМЕДИН-1 ( ориентир улиц Чуй-Ауэзова) 
Цена : 37.500$ 
Без посредников !
Хозяин.
📞0500556755📞
","""42.8737""","""74.6929""",https://www.house.kg/details/1943625fc52c8021e781-88009041,
"2-комн. кв., 98 м2","Бишкек, ул. Ажыбек Баатыра / Джунусалиева",$ 73 000,6 190 400 сом,$ 745/м2,63 167 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,360,от собственника,монолитный,3 этаж из 10,,"98 м2, жилая: 98 м2, кухня: 16 м2",,элитка,центральное,черновая отделка,,,,,,,,,,,,,,,,,3.1 м.,,,,,"

                                    Описание от продавца                            
🔊🔊🔊🔊🔊
Срочно продам 🏢 2-х комн. кв., 97,9 кв.м 3/10 этаж,💥 СК «CAP STORY KG» ЖК «Магнат»🏩 Дом кирпичный, жилой комплекс – Премиум класса. Окна смотрят на восток. Можно начинать  ремонт ПСО Подсамотделку. Адрес ул. Джунусалиева/Ажыбек Баатыра.🌳🌲 Район Ак Кеме.
Цена 73.000$💰
","""42.8393""","""74.5813""",https://www.house.kg/details/4942975fc533ae94da08-51800886,
"Дом, 6 и более комнат, 90 м2","Бишкек, Пржевальского",$ 71 000,6 020 800 сом,$ 789/м2,66 898 сом/м2,Добавлено 5 месяцев назад,Поднято 2 месяца назад,573,от собственника,кирпичный,,1,90 м2,,,на газе,хорошее,есть,проводной,совмещенный,,,,,,возможно подведение,центральное водоснабжение,есть,магистральный,,,пустая,дерево,2.8 м.,"пластиковые окна,                                             баня,                                             сад,                                             хозпостройки,                                             навес,                                             3 фазы",,,,"

                                    Описание от продавца                            
хороший дом ,участок 6,5соток, можно ещё дом построить,навес войдет 3 машины. хороший район, всё есть  магазины, 3 школы  ,гос.садик12. много частных садов.оптовые магазины.
","""42.8952""","""74.5958""",https://www.house.kg/details/64207775f994538cb30e0-13681010,
"4-комн. кв., 85 м2","Бишкек, Московская /Коенкозова",$ 70 000,5 936 000 сом,$ 824/м2,69 835 сом/м2,Добавлено 11 месяцев назад,Поднято 2 месяца назад,1605,от собственника,"кирпичный, 1960 г.",2 этаж из 3,,"85 м2, кухня: 9 м2",,сталинка,центральное,хорошее,есть,проводной,раздельный,балкон,деревянная,паркинг,,,,,,магистральный,,,частично меблирована,дерево,3.2 м.,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Площадь (кв.м.): 85
Материал стен: кирпич
Количество комнат: 4
Год постройки: 1960
Город: Бишкек
Этаж: 2
Обмен: Да
  Продам квартиру в самом центре Бишкека, тихий элитный район! Сталинка, 4 комнаты, 2й этаж из 3х, Московская - Коенкозова ( Исанова ) 

 

1. Квартира в самом центре Бишкека, тихий элитный район, на московской - коенкозова ( между Исанова и Тоголок Молдо ) напротив парка Тоголок Молдо, свежий чистый воздух.

 

2. 4 комнаты + подвальное помещения по 15 кв. м в подвале!

 

3. Сталинка 2ой этаж из 3х, 2 квартиры на одной лестничной площадке! В общем 16 квартир в доме!

 

4. Дом кирпичный зимой очень теплый, толщина стен 60 см, кирпич! Высота потолков 3.20м!

 

5. Сан. узел раздельный просторный, комнаты изолированные, есть еще 2 кладовых!

 

6. Общая площадь - 84.8; жилая - 58.3! Подключен интернет - мегалайн!

 

7. Район очень хороший, тихий. Все находится рядом: школы, поликлиники, республиканская больница, аптеки, магазины, детсады, 2 музыкальных школ, парк тоголока молдо, транспотр ходит в любой конец города! И все это находится от 2х до 5 ти минут ходьбы!

 

8. Двор вокруг огорожен воротами ""левые"" не ходят, заезд толька с пульта, во дворе ведется видеонаблюдение (2 камеры), есть место для парковки, не опасаясь за авто! 

 

Цена: 70000 $ ! Торг.! Обмен !

 

 

 

Тел.:    0 556 15 07 87,   0 700 31 95 31,   0 773 137 136 .
","""42.8703""","""74.5931""",https://www.house.kg/details/18308245eb58ba89cf007-02179493,
"3-комн. кв., 69.9 м2","Бишкек, Средний Джал м-н",$ 54 000,4 579 200 сом,$ 773/м2,65 511 сом/м2,Добавлено 2 месяца назад,,105,от собственника,"монолитный, 1989 г.",1 этаж из 9,,69.9 м2,,106 серия,центральное,евроремонт,есть,,раздельный,лоджия,,,,,,,,магистральный,,,частично меблирована,,,,,,,"

                                    Описание от продавца                            
СРОЧНО ПРОДАЮ 3-х ком. Кв. 106 серии 64,4 кВ.м + Пристройка лоджия 4.3 кВ.м. Джал 23 на 1 этаже, не угловая. В квартире все проводки и трубы заменены на новые. Есть подвал под собственное использование. Квартира в хорошем состоянии. Частично остаётся мебель. Можно под бизнес обустроить. По всем вопросам звоните 0500991196. Тех паспорт все чисто Цена 54000$, реальным клиентам торг.
","""42.8378""","""74.5659""",https://www.house.kg/details/4655231601adbe671b466-83906157,
"4-комн. кв., 221 м2","Бишкек, Киевская/Турусбекова",$ 165 000,13 992 000 сом,$ 747/м2,63 312 сом/м2,Добавлено 1 год назад,Поднято 2 месяца назад,844,от собственника,"кирпичный, 2007 г.",4 этаж из 7,,"221 м2, жилая: 211 м2, кухня: 40 м2",,элитка,центральное,евроремонт,,adsl,2 с/у и более,застекленный балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             видеодомофон,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,паркет,3.4 м.,"пластиковые окна,                                             улучшенная,                                             кондиционер,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             удобно под бизнес",нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Продам!  4 комнатную квартиру в клубном доме!
Киевская/Турусбекова 
на 4 этаже из 7
Общая квадратура квартиры 211м2,
 в доме всего 12 квартир!
 В квартире сделан дорогой ремонт,
 вся мебель!
2 сан.узла  100% кафель. 
 Лоджия 10м2 дополнительных жизненных условий 
Коммуникации все центральное
Просим за квартиру 165 000$ торг приветствуется!
Звоните 0557306080
","""42.8756""","""74.5846""",https://www.house.kg/details/88967065e71f8b1a49089-87234094,
"1-комн. кв., 48 м2","Бишкек, Горького/Фатьянова",$ 30 000,2 544 000 сом,$ 625/м2,53 000 сом/м2,Добавлено 9 месяцев назад,Поднято 2 месяца назад,749,от собственника,"монолитный, 2020 г.",11 этаж из 11,,48 м2,,элитка,центральное,под самоотделку (псо),,,совмещенный,балкон,,,,,,,,магистральный,,,,,3 м.,,нет,,обмен не предлагать,"

                                    Описание от продавца                            
Продам 1 комнатную квартиру на Горького Фатьянова
50м2 под самоотделку
Застройщик Аалам Строй
На 11 этаже
Дом кирпичный 2х подьездный
 все коммуникации центральные
Рядом школа гимназия 29 и69
ТЦ Вефа, Юг2, детские сады.
Можно начинать ремонт!
Цена 30000$ Звоните
","""42.8566""","""74.6058""",https://www.house.kg/details/13240275eff3c83103287-80430271,
"Дом, 6 и более комнат, 150 м2","Бишкек, Арча-Бешик ж/м, Баба-ата 78",$ 130 000,11 024 000 сом,$ 867/м2,73 493 сом/м2,Добавлено 2 месяца назад,,489,от собственника,"кирпичный, 2012 г.",,2,150 м2,8 соток,,на газе,хорошее,есть,оптика,раздельный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,частично меблирована,плитка,,,,,,"

                                    Описание от продавца                            
Срочно продаю дом двухэтажный Ж/м Арча-Бешик престижный район юж.магистраль тыналиева (верх.джал)
 Дом! 2 этажа !Квадратура 150м2!
На участке 8соток; расположен дом, хоз/постройки! 
Коммуникации; Газ, 3 фазка, центральная канализация! 
Отопление; твердое топливо и электричество!
1 этаж; Хол, кухня, сан/узел, зал!
2 этаж; Хол, 1-спальня сан/узел, 2-е детские, хол!
Цена 130.000$ 
Торг есть
","""42.8263""","""74.5669""",https://www.house.kg/details/417757601ad03c39fc78-72660450,
"3-комн. кв., 98 м2","Бишкек, боконбаева/Манаса",$ 97 500,8 268 000 сом,$ 995/м2,84 367 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,436,от собственника,кирпичный,5 этаж из 9,,98 м2,,элитка,центральное,евроремонт,,,,,бронированная,,,,,,,,,,,ламинат,,,,есть,обмен не предлагать,"

                                    Описание от продавца                            
Продам 3кв. ул. Табышалиева/ Боконбаева/ Манаса, этаж 5 из 9, СК «Прайм Строй», все коммуникации центральные. Площадь 98м2, дом кирпичный. Хороший ремонт, делали для себя. Рядом гимназия 13 и 70, дет.сады и др. Цена 97.500тыс.$. Остаётся мебель, 3 кондиционера и др. бытовая техника
","""42.8685""","""74.5884""",https://www.house.kg/details/72574645fcd067ae30911-01110049,
"2-комн. кв., 52 м2","Бишкек, Юг-2 м-н",$ 46 000,3 900 800 сом,$ 885/м2,75 015 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,488,от агента,панельный,7 этаж из 9,,52 м2,,106 серия,центральное,хорошее,,,,лоджия,,,,,,,,,,,,,,,,есть,,"

                                    Описание от продавца                            
Срочно продается 2 ком.квартира в Юг-2, 106 серия, 7 из 9ти, угловая но солнечная сторона.
С ремонтом. Планировка сквозная. Состояние хорошее.
Транспортная развязка в любую точку города, Вефа центр в пошаговой доступности. 
Цена:46.500 $ торг уместен
Все вопросы по тел 0555240296 и 0703120270
","""42.8608""","""74.609""",https://www.house.kg/details/99951095fca54875e6eb8-68529634,
"1-комн. кв., 49 м2","Бишкек, Улан-2 м-н, 7 апреля 2/10",$ 31 000,2 628 800 сом,$ 633/м2,53 649 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,321,от агента,панельный,4 этаж из 9,,49 м2,,106 серия улучшенная,электрическое,,,,,,,,,,,,,,,,,,,,,есть,обмен не предлагать,"

                                    Описание от продавца                            
Продаётся 1 ком.квартира в Мкр Улан-2.
4 этаж из 9ти, не угловая.
Общая площадь :49 м2
Состояние хорошее. 
Отопление Электрическое. 
Остаётся частично мебель
Цена:31тыс $
Все вопросы по тел 0555240296 и 0703120270
","""42.8455""","""74.6347""",https://www.house.kg/details/52548415fd2e30d4110e9-40950818,
"3-комн. кв., 62 м2","Бишкек, Восток-5 м-н",$ 48 999,4 155 115 сом,$ 790/м2,67 018 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,334,от агента,панельный,2 этаж из 5,,62 м2,,105 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Сроочно продаётся 3 ком квартира в Восток-5, 105 серия, 2 этаж из 5ти,угловая но квартира очень теплая. 
Состояние среднее жилое. Все как на фотографиях. Все коммуникации центральные.
Цена : 48,999$ +торг 
Тел.для 0555240296 и 0703120270
","""42.8709""","""74.6359""",https://www.house.kg/details/23720995fdcc7b8c2d860-89363319,
"2-комн. кв., 42 м2","Бишкек, 5 м-н",$ 33 500,2 840 800 сом,$ 798/м2,67 638 сом/м2,Добавлено 5 месяцев назад,Поднято 2 месяца назад,415,от собственника,панельный,4 этаж из 4,,42 м2,,104 серия,центральное,требует ремонта,,,,,,,,,,,,,,,,,,,,есть,,"

                                    Описание от продавца                            
Срочно продаю 2 ком.квартиру в 4 микрарайоне. Без ремонта. 4 из 4. угловая. Отлично подойдёт как для себя, так и для сдачи.
Рядом детская площадка, своя парковка, школа-гимназия17, Орто-сайский рынок, Баня, магазины, хорошая транспортная развязка.
Просим :33500$+ уступим немного.
Могу показать в течение часа.
0703120270. 0555240296
","""42.8344""","""74.63""",https://www.house.kg/details/2995055faa944bd0d911-51716960,
"4-комн. кв., 125 м2","Бишкек, Юсупа Абрахманова 134/Боконбаева",$ 59 500,5 045 600 сом,$ 476/м2,40 365 сом/м2,Добавлено 2 месяца назад,,150,от собственника,кирпичный,2 этаж из 4,,"125 м2, жилая: 102 м2, кухня: 9 м2",,индивид. планировка,центральное,хорошее,есть,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             кодовый замок",частично меблирована,ковролин,,"пластиковые окна,                                             улучшенная,                                             кондиционер,                                             кладовка,                                             тихий двор,                                             удобно под бизнес",,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 4 к. кв. ул. Абдрахманова (Советская) Боконбаева 120м2 кирпичном доме
-Этаж 2 из 4
-Площадь: 120м2
-Отличное расположение как для сдачи, так и для себя, (Есть возможность сделать под бизнес или под любое коммерческое помещение). Окна выходят на Советскую 1ая линия! 
-Окна пластиковые
-Санузел раздельный(кафель)
-Кондиционер 2 шт. 
Удобная планировка, очень теплая квартира,
Дом кирпичный.
Сделана пристройка, вся разрешительная документация имеется! 
С документами проблем нет! В залоге аресте не состоит. 

Цена: 59500$ Торг при осмотре. 
Цена снижена в связи со срочностью. 
На обмен дороже! 
Звонить: 0704000012 (собственник)
","""42.8658""","""74.6107""",https://www.house.kg/details/4428847601abeffc52c70-40207016,
"2-комн. кв., 68 м2","Бишкек, Ул. Куйручук 1/1/Куланак",$ 45 000,3 816 000 сом,$ 662/м2,56 118 сом/м2,Добавлено 2 месяца назад,,194,от собственника,"панельный, 2015 г.",9 этаж из 9,,"68 м2, жилая: 23.3 м2, кухня: 13.6 м2",,106 серия улучшенная,автономное,евроремонт,нет,проводной,раздельный,нет,металлическая,паркинг,,,,,,автономный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,ламинат,2.8 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня",нет,нет,рассмотрю варианты,"

                                    Описание от продавца                            
Пр. 2 ком.кв106 улучшенная серия, 9из 9 этажей. Теплые полы, газ есть, панорамный вид с окна, свежий чистый воздух.
","""42.8343""","""74.6405""",https://www.house.kg/details/9135343601abb8bef7af2-73461845,
"3-комн. кв., 81 м2","Бишкек, VEFA",$ 68 000,5 766 400 сом,$ 840/м2,71 190 сом/м2,Добавлено 2 месяца назад,,242,от собственника,"кирпичный, 2000 г.",1 этаж из 5,,81 м2,,элитка,центральное,хорошее,есть,проводной,раздельный,лоджия,деревянная,гараж,,,,,,магистральный,,,полностью меблирована,ламинат,2.75 м.,,,,,"

                                    Описание от продавца                            
Оооочень срочно ПРОДАЁТСЯ ОТЛИЧНАЯ КВАРТИРА !!! С идеальным ремонтом, обои Италия ,кафель в ванной и туалете не скользящие, окна гюнель, двери очень хорошего качества 😍 хорошей транспортной развязкой и с отличными соседями
","""42.8571""","""74.6094""",https://www.house.kg/details/9420279601ab86a486de4-59369863,
"2-комн. кв., 60 м2","Бишкек, 4 м-н",$ 41 500,3 519 200 сом,$ 692/м2,58 653 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,294,от собственника,"кирпичный, 1990 г.",1 этаж из 5,,60 м2,,индивид. планировка,центральное,требует ремонта,есть,,раздельный,,,,,,,,,магистральный,,,,,,,,есть,,"

                                    Описание от продавца                            
Продаю 2ком Индивидуалка в центре 4 Микрорайона
Кирпичный дом, Площадью 60 м2, Этаж 1 из 5
Три застекленные лоджии!
Квартира Требует косметики 
Сан узел раздельный! 
41,500$ торг
0707 311 312
","""42.8378""","""74.628""",https://www.house.kg/details/72224506012621c2f45e2-47101487,
"Дом, 6 и более комнат, 178 м2","Бишкек, Арча-Бешик ж/м/Куйукова",$ 135 000,11 448 000 сом,$ 758/м2,64 315 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,435,от собственника,"кирпичный, 2016 г.",,2,"178 м2, кухня: 16 м2",4.5 соток,,на газе,евроремонт,,проводной,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,частично меблирована,ламинат,3 м.,"пластиковые окна,                                             сад,                                             хозпостройки,                                             навес,                                             веранда,                                             3 фазы",,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 2-х уровневый дом( мансардный), 178 кв, дом почти новый, утеплён, строили для себя с нуля ,качественно, соблюдены все нормы СНиП,  тщательно подбирали  стройматериалы, закончен на 99.9 процентов( остался декор фасада).  Дом с отличной отделкой, ремонт не требуется! Зимой тепло, летом прохладно! Высота потолков 3 м. В доме три санузла . Ламинат немецкий, кафель, сантехника турецкие.  Отопление газовое( итальянский котел, немецкий экономичный термодатчик), на первом этаже повсюду тёплые полы ,  3-х фаз., центр. канализация, двор огорожен, обустроен. Проведен интернет.
 Расположен в жм Арча Бешик, на тихой, широкой улице, от асфальтной дороги ( Куйукова/ Чортекова) 200 метров.
  Полный пакет документов!
 Отличное месторасположение, удобная транспортная развязка!
  Рассматриваем варианты обмена на квартиру с доплатой нам.
","""42.8387""","""74.5483""",https://www.house.kg/details/40475865ffd55a36bb308-68715096,
"1-комн. кв., 36 м2","Бишкек, Джал-23 м-н (Нижний Джал), Курчатова 70/ахунбаева курчатова",$ 29 500,2 501 600 сом,$ 819/м2,69 489 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,200,от собственника,"панельный, 2006 г.",6 этаж из 10,,"36 м2, жилая: 17.5 м2, кухня: 8.5 м2",,105 серия улучшенная,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
срочно    подаётся .
","""42.8417""","""74.5635""",https://www.house.kg/details/85775806018c676b7a566-70280787,
"Дом, 2-комн., 26 м2","Бишкек, ЦУМ",$ 4 900,415 520 сом,$ 188/м2,15 982 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,572,от собственника,"панельный, 2021 г.",,1,26 м2,,,электрическое,евроремонт,,,,,,,,,,,,,,,,,2.45 м.,,,,обмен на авто,"

                                    Описание от продавца                            
продаю переносной дом.
Дом стоит в селе Буденовка можете в любое время проехать посмотреть
","""42.8758""","""74.6171""",https://www.house.kg/details/62916386015b23f937c47-61139203,
"3-комн. кв., 105 м2","Бишкек, Юг-2 м-н, Район Закса район Закса/Район Закса",$ 72 000,6 105 600 сом,$ 686/м2,58 149 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,378,от агента,"кирпичный, 2010 г.",7 этаж из 7,,"105 м2, жилая: 105 м2, кухня: 20 м2",,элитка,центральное,евроремонт,есть,проводной,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,возможно подключение,,"решетки на окнах,                                             домофон",полностью меблирована,ламинат,3 м.,пластиковые окна,,,,"

                                    Описание от продавца                            
Продается 3 кв 105 м2 7/7 в районе Центрального ЗАГСа,с мебелью и бытовой техникой . Отопление центральное .Квартира с ремонтом .Тех паспорт имеется .Можно продать под ипотеку .Продается с мебелью .Срочно !
По вопросам просмотра квартиры 👇
+996(702)94 57 33
+996(554)206 071  Алмазбек 
 #продается3кв #продажа3кввцентре #продаю3квнаюге #3квюг #3кв новыйдом #3кввторичка #3квстарыедома #квартира #куплюквартиру #квартираврассрочку #квартираподипотеку #3квэлитка #3квсремонтом #3квнаобмен
","""42.8595""","""74.6077""",https://www.house.kg/details/46170015ff6c6a75ef904-51343060,
"1-комн. кв., 33 м2","Бишкек, Верхний Джал м-н",$ 26 500,2 247 200 сом,$ 803/м2,68 097 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,280,от собственника,панельный,5 этаж из 9,,33 м2,,105 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 1 ком. кв. в мкр. Джал 29(верхний джал)
Квартира 105 серии, 
на 5этаже 9 этажного дома.
С документами проблем нет.
 (газ не подключен).
Цена 26 500$
Тел.:0705387678
","""42.835""","""74.5664""",https://www.house.kg/details/13774875fe5794153bfb0-65314666,
"2-комн. кв., 55 м2",Бишкек,$ 45 000,3 816 000 сом,$ 818/м2,69 382 сом/м2,Добавлено 2 месяца назад,,192,от агента,кирпичный,10 этаж из 11,,55 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 2-х комнатная квартира СТУДИЯ,в элитном доме, в Боконбаева/Логвиненко
Застройщик-СК Мастер Групп
Общая площадь-55м2
Этаж-10/11
Всё коммуникации центральные
Отопление электрическое
Квартира с ремонтом,
Золотой квадрат,спальный район,с развитой инфраструктурой:школа, детские сады, гипермаркет  и т.д.
Имеется огороженная территория, видеонаблюдение,детская площадка
Цена-40500долл.
","""42.8674""","""74.5984""",https://www.house.kg/details/6678971601a88428c6724-78121599,
"Дом, 5-комн., 71 м2","Бишкек, Фрунзе/Курманжан датка ( Алматинская)",$ 120 000,10 176 000 сом,$ 1 690/м2,143 324 сом/м2,Добавлено 1 год назад,Поднято 2 месяца назад,1177,от собственника,"другое, 2009 г.",,2,71 м2,668 соток,,смешанное,хорошее,есть,проводной,раздельный,,,,,,септик,центральное водоснабжение,есть,магистральный,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Срочно! Под бизнес. Продается дом с мансардой ориентир М.Фрунзе пересекает ул.Курманжан Датка (Алматинская)

*Количество комнат: подвал-прихожка, угольная и 2 помещения; 1 этаж- 3ком.; мансарда 3ком (не окончен). 
*Участок – 668,0м2., по факту 761,0м2.;
*Коммуникации – электричество трех фазовое; газифицирован; водопровод, во дворе есть люк, напор воды отличный и зимой и летом; горячая вода (аристон); канализация (септик); домашний телефон; WI-FI; отопление электрическое 3х фазное и на твердом топливе.
*Дополнительно: Соседи тихие и дружелюбные. Дом с  хорошим ремонтом, мансарда не закончена. Двор брусчатка, поместятся 2-3 машины. Навес практически от ворот до начала огорода, огород занимает 70м2. На земельном участке имеются хозпостройки, баня-душ, 2 времянки, курятник, туалет.  В саду есть абрикосы, черносливы, малина, вишни, цветы.
*Развитая инфраструктура. Рядом есть  магазин - Народный, кафе, салоны красоты, СТО, мечеть. В трех минутах  школа 45, а также школы 51, 52; гос.детские сады 171,173, частные садики. Кроме этого ЦСМ 8 и 9, поликлиника стоматологии №4, а также университеты: КСРУ и Академия туризма.
Если вы ищите место для офиса, швейного бизнеса в шаговой доступности «Аламединский» рынок, рынок «Мадина», рынок «Дордой», торговый центр «Таатан».  
Дополнительная информация: со стороны улицы  проходит канализация и теплотрасса (паровая и водяная).
*новая Цена – 120000 (С реальными покупателями Торг уместен)
*Обращаться по тел.: 0551202752, 0550307217

P.S соседи тоже продают в общем вместе выйдет 30 соток
","""42.8802""","""74.6362""",https://www.house.kg/details/83761805e4522ff8f7ff1-98501096,
"Коммерческая недвижимость, 66 м2",Бишкек,$ 110 000,9 328 000 сом,$ 1 667/м2,141 333 сом/м2,Добавлено 2 месяца назад,,180,от агента,кирпичный,,1,66 м2,,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается коммерческое помещение (готовый бизнес)-студия красоты. Или сдаётся в аренду.
Расположен по ул.Каралаева 40/4 (5мкр),на первом этаже жилого дома (застройщик ELITE HOUSE)
Площадь помещения 60кв.м.
В салоне имеются:
-Три парикмахерских кресла
-Три рабочих места маникюра
-Кабинет эпиляции или ресниц
-Место для педикюра
-Оборудованное место для визажиста
-Оборудованная кухня
-1.сан узел
-Шкафы для инструментов , личных вещей и тд.
Проделан качественный ремонт с участием дизайнера!
Хорошая проходимость и приятная атмосфера.
Возможен вариант обмена.

Цена- 110000$
","""42.835""","""74.6143""",https://www.house.kg/details/2273859601a8466d787b6-34422653,
"2-комн. кв., 47 м2","Бишкек, 5 м-н 42/3 линия от Карло-Маркса",$ 40 000,3 392 000 сом,$ 851/м2,72 170 сом/м2,Добавлено 2 месяца назад,,164,от собственника,кирпичный,5 этаж из 5,,47 м2,,104 серия улучшенная,,хорошее,есть,проводной,раздельный,застекленный балкон,деревянная,паркинг,,,,,,возможно подключение,,домофон,пустая,линолеум,4 м.,"новая сантехника,                                             неугловая,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 2ком.кв, в 5 микрорайоне,47.кв.М.Собственник.
Дом кирпичный,очень теплый,летом прохладно.Сан узел раздельный полностью кафель.Все сан трубы заменены.Пластиковые турецкие окна.
На полу бельгийский линолеум.Этаж 5/5
С крышей проблем нет.Окна выходят на север и на юг.Хорошие соседи.Балкон застеклен.Не угловая .
3-я линия от Карло-Маркса
","""42.8273""","""74.6228""",https://www.house.kg/details/4539867601a83ca6b8c26-80925732,
