title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"5-комн. кв., 157 м2","Бишкек, 12 м-н, 12 микрорайон (за Мечетью)",$ 130 000,11 024 000 сом,$ 828/м2,70 217 сом/м2,Добавлено 1 месяц назад,Поднято 21 день назад,186,от собственника,"кирпичный, 2015 г.",9 этаж из 11,,157 м2,,пентхаус,центральное,евроремонт,возможно подключение,проводной,2 с/у и более,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",частично меблирована,ламинат,3 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,есть,с доплатой покупателя,"

                                    Описание от продавца                            
Двухуровневая квартира в отличном состоянии. 9 и 10 этаж. Полы утеплённые.
","""42.8125""","""74.6374""",https://www.house.kg/details/2387623602a9775cebc65-73545194,
Гараж,"Бишкек, Юг-2 м-н, Тыныстанова/Толстого",$ 600,50 880 сом,,,Добавлено 21 день назад,,164,от собственника,,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,"

                                    Описание от продавца                            
Продаю срочно волговский железный гараж, 6*3. С местом. Находится пересечение тыныстанова толстого. Юг-2 и ала тв.
","""42.8611""","""74.609""",https://www.house.kg/details/882712160410798124493-95909645,каркасно-щитовой
"1-комн. кв., 48 м2","Бишкек, Асанбай м-н, Сухэ-Батора, Асанбай",$ 38 400,3 256 320 сом,$ 800/м2,67 840 сом/м2,Добавлено 3 месяца назад,Поднято 21 день назад,385,от собственника,"монолитный, 2022 г.",6 этаж из 16,,48 м2,,элитка,автономное,под самоотделку (псо),,,совмещенный,,бронированная,паркинг,,,,,,магистральный,,,,,3.3 м.,,,,,"

                                    Описание от продавца                            
Элитные квартиры в ЖК Белгравия от СК Нурзаман (застройщик Английского квартала) возле микрорайона Асанбай за отелем Жаннат по Южной магистрали.

Рядом расположена школа Газпром, гипермаркет Глобус, отель Жаннат, спорт-клуб Авангард, парк им. 125 лет г.Бишкек и др.

1-комнатные: 48 м2.
2-комнатные: 80 м2.
3-комнатные: 85.2 м2 (студия), 103.47 м2, 104.24 м2.

Особенности проекта

ЖК «Белгравия» в Бишкеке относится к недвижимости категории бизнес. Новостройки насчитывает 17 этажей, имеет светлые фасады с обширными фрагментами остекления. По оформлению и внешнему облику новостройка схожа с предыдущий проектом компании «Нурзаман» - ЖК «Английский квартал». Первый уровень здания предназначен для размещения обширной торговой галереи, где после сдачи дома в эксплуатацию начнут работать магазины, кафе, заведения по оказанию различного рода услуг.

На 16 этаже новостройки появится просторная открытая терраса, площадь которой составляет 700 м2. Это пространство будет доступно всем без исключения собственникам квартир в доме. Здесь будут оборудованы зоны для отдыха, высажены зеленые насаждения. Для комфортного передвижения между уровнями в доме появятся современные грузовые и пассажирские лифты.

На благоустроенный придомовой территории появятся зоны для отдыха с удобными скамейками, вымощенные плиткой тротуары, детская игровая площадка. Также планируется провести комплексное озеленение, оборудовать фонтан.
","""42.8181""","""74.6128""",https://www.house.kg/details/35953075fdc62c803a3e1-54348076,
"3-комн. кв., 104 м2","Бишкек, Асанбай м-н, Сухэ-Батора, Асанбай",$ 83 200,7 055 360 сом,$ 800/м2,67 840 сом/м2,Добавлено 3 месяца назад,Поднято 21 день назад,331,от собственника,"монолитный, 2022 г.",6 этаж из 17,,104 м2,,элитка,автономное,под самоотделку (псо),,,2 с/у и более,,,,,,,,,магистральный,,,,,3.3 м.,,,,,"

                                    Описание от продавца                            
Элитные квартиры в ЖК Белгравия от СК Нурзаман (застройщик Английского квартала) возле микрорайона Асанбай за отелем Жаннат по Южной магистрали.

Рядом расположена школа Газпром, гипермаркет Глобус, отель Жаннат, спорт-клуб Авангард, парк им. 125 лет г.Бишкек и др.

1-комнатные: 48 м2.
2-комнатные: 80 м2.
3-комнатные: 85.2 м2 (студия), 103.47 м2, 104.24 м2.

Особенности проекта

ЖК «Белгравия» в Бишкеке относится к недвижимости категории бизнес. Новостройки насчитывает 17 этажей, имеет светлые фасады с обширными фрагментами остекления. По оформлению и внешнему облику новостройка схожа с предыдущий проектом компании «Нурзаман» - ЖК «Английский квартал». Первый уровень здания предназначен для размещения обширной торговой галереи, где после сдачи дома в эксплуатацию начнут работать магазины, кафе, заведения по оказанию различного рода услуг.

На 16 этаже новостройки появится просторная открытая терраса, площадь которой составляет 700 м2. Это пространство будет доступно всем без исключения собственникам квартир в доме. Здесь будут оборудованы зоны для отдыха, высажены зеленые насаждения. Для комфортного передвижения между уровнями в доме появятся современные грузовые и пассажирские лифты.

На благоустроенный придомовой территории появятся зоны для отдыха с удобными скамейками, вымощенные плиткой тротуары, детская игровая площадка. Также планируется провести комплексное озеленение, оборудовать фонтан.
","""42.8181""","""74.6127""",https://www.house.kg/details/2616685fdc6368254661-99402935,
"Коммерческая недвижимость, 42 м2","Бишкек, байтик баатыра/кулатова",$ 9 999,847 915 сом,$ 238/м2,20 188 сом/м2,Добавлено 1 год назад,Поднято 21 день назад,1608,от собственника,,,1,42 м2,0.03 соток,,электрическое,среднее,возможно подключение,оптика,,,,,,,,,,,,"решетки на окнах,                                             видеонаблюдение",,,3 м.,,есть,нет,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю отдельно стоящее помещение на Советская (байтик баатыра) Кулатова. находится во дворе дома въезд на светофоре с ул. Кулатова. Есть парковка, помещение под офис, кабинет, склад и тп.
Площадь внутри 12м.кв. плюс свой дворик 30м.кв.(земля долгосрочная аренда, Не частная собственность)
санузел, видеонаблюдение.
территория огорождена.
торг
","""42.8586""","""74.6111""",https://www.house.kg/details/41740195e68b8c01ce477-66813535,
"Дом, 3-комн., 64 м2","Бишкек, Кок-Жар м-н",$ 30 000,2 544 000 сом,$ 469/м2,39 750 сом/м2,Добавлено 4 месяца назад,Поднято 21 день назад,992,от собственника,кирпичный,,1,64 м2,,,,требует ремонта,,,,,,,,,центральная,центральное водоснабжение,есть,возможно подключение,,,,,,хозпостройки,,,рассмотрю варианты,"

                                    Описание от продавца                            
продаю пол/дома, в центре города,доп информация при встрече/звонке. Рассмотрим обмен с 2х комнатной квартирой
","""42.8524""","""74.631""",https://www.house.kg/details/23786785fc37bd37652d8-36925630,
"3-комн. кв., 73 м2","Бишкек, Коенкозова 150/Московская",$ 55 000,4 664 000 сом,$ 753/м2,63 890 сом/м2,Добавлено 21 день назад,,155,от агента,"кирпичный, 1960 г.",2 этаж из 3,,73 м2,,сталинка,центральное,требует ремонта,,,раздельный,,бронированная,,,,,,,магистральный,,домофон,,дерево,3 м.,"неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",,есть,обмен не предлагать,"

                                    Описание от продавца                            
3кв. Центр.  Моск-Коенк. (Исанова)
Сталинка,  кирпич. 
Sоб. 73м2. 
Су раздельно, 
 комнаты изолированные. 
Состояние  чистая, без ремонта.  
Этаж 2/3, неугл.
Газ, отопление  центральное. 
Двор огорожен. 
Домофон. 
 Цена: $55т
Обмена,  рассрочки  нет.
","""42.8695""","""74.5926""",https://www.house.kg/details/1286456040f13f57bc22-31680152,
"2-комн. кв., 61.5 м2","Бишкек, Гагарина/Доорона Садырбаева",$ 27 675,2 346 840 сом,$ 450/м2,38 160 сом/м2,Добавлено 7 месяцев назад,Поднято 21 день назад,2353,от собственника,"панельный, 2020 г.",9 этаж из 9,,61.5 м2,,106 серия улучшенная,на газе,под самоотделку (псо),возможно подключение,,совмещенный,застекленный балкон,бронированная,паркинг,,,,,,автономный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",пустая,,2.8 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             тихий двор",нет,нет,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продаю двух комнатную квартиру площадью.65 кв м. под самоотделку на девятом этаже из девяти. Район тихий. Гагарина Доорона Садырбаева. Все коммуникации центральные. Газовое отопление. Дом панельный. Имеется детская площадка, школа и садик в пяти минутах. Объект готов ПСО. 0705 0550949784
","""42.8525""","""74.5555""",https://www.house.kg/details/4673635f491e619fa6b0-33278608,
"Дом, 6 и более комнат, 160 м2","Бишкек, Профсоюзная 76/Кайназарова",$ 105 000,8 904 000 сом,$ 656/м2,55 650 сом/м2,Добавлено 5 месяцев назад,Поднято 21 день назад,357,от собственника,кирпичный,,2,"160 м2, жилая: 160 м2, кухня: 13 м2",8 соток,,на газе,хорошее,есть,проводной,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,решетки на окнах,частично меблирована,линолеум,3 м.,"пластиковые окна,                                             сад,                                             хозпостройки,                                             навес,                                             гараж,                                             веранда,                                             3 фазы",,,рассмотрю варианты,"

                                    Описание от продавца                            
Продам дом . 2-х этажный кирпичный 156 кв.м. большая кухня , большая ванная комната , 2 больших зала, 4 спальни, гараж , крыша плоская односкатная. Центральная Канализация, 3фазка, газ, интернет Акнет , отопление новый газовый котел(также электрическое отопление и твердое топливо) , аристон , кондиционер . Высокие потолки . 8 соток . Зеленый цветущий сад , много места для доп. Построек , внутри огорода аккуратные заборчики , тапчан , электронасос ( скважина) , тропинки , земля плодородная. Район кызыл аскер . Дом угловой , на улице Профсоюзной -кайназарова можно под крупный бизнес. Большие асфальтированные улицы. Присутствует в шаговой доступности инфраструктуры: школы , садики , больница , рынок автозапчастей, футбольная площадка , магазины . От центра города 10-15 мин , проезжает общественный транспорт во всех направлениях. Цена 105000$ . Варианты обмена ( квартира с доплатой мне) . Ватс апп . Рассрочки нет !!! Возможны варианты обмена на авто !!!
","""42.8841""","""74.5314""",https://www.house.kg/details/94648025f99e496dc2846-66421123,
"Коммерческая недвижимость, 205 м2",Бишкек,$ 120 000,10 176 000 сом,$ 585/м2,49 639 сом/м2,Добавлено 3 месяца назад,Поднято 21 день назад,384,от собственника,кирпичный,,8,205 м2,,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю отличное комерческое помещение по первой линии. 
205м2 в.р Санж
Цокольный этаж . 
Можно под любой бизнес . 
Коммуникации все центральные . 

Цена : 120.000 $
0550 52 00 16/ 0704 52 56 24
","""42.8509""","""74.6114""",https://www.house.kg/details/49067085ff6e12a6283e4-42894525,
"2-комн. кв., 49 м2","Бишкек, Золотой квадрат, Панфилова/Боконбаева",$ 49 300,4 180 640 сом,$ 1 006/м2,85 319 сом/м2,Добавлено 1 месяц назад,Поднято 21 день назад,161,от собственника,кирпичный,1 этаж из 4,,49 м2,,104 серия,центральное,хорошее,есть,проводной,совмещенный,нет,металлическая,,,,,,,магистральный,,,полностью меблирована,дерево,3 м.,,,,,"

                                    Описание от продавца                            
Срочно! Продаётся 2-х комнатная квартира в центре города, в золотом квадрате. 49 кв.м, рядом дет.сад, школа, больница, колледж.
","""42.8665""","""74.6""",https://www.house.kg/details/247666860326d28847fa8-96083079,
"Дом, 6 и более комнат, 200 м2","Бишкек, Кок-Жар ж/м, Тон 13/Куйручук",$ 57 000,4 833 600 сом,$ 285/м2,24 168 сом/м2,Добавлено 6 месяцев назад,Поднято 21 день назад,813,от собственника,"шлакоблочный, 1995 г.",,1,"200 м2, жилая: 110 м2, кухня: 3 м2",7 соток,,электрическое,среднее,нет,проводной,нет,,,,,,центральная,центральное водоснабжение,есть,магистральный,,кодовый замок,частично меблирована,дерево,3 м.,"баня,                                             сад,                                             хозпостройки,                                             гараж,                                             3 фазы,                                             веранда",,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю большой дом  ж/м кок жар  на против ботанического сада рядом на трассу алматинского 6 ком,уч 7 соток,110 кв метра,имеется гараж,баня,топчан,навесы,отопление электрическое 3 вазка,канализация центральная,газ центральный трубы уже провели,возможно варианты,обращаться по номеру:0700-27-27-43
","""42.8354""","""74.6397""",https://www.house.kg/details/49831035f7d96446ca366-51773961,
"2-комн. кв., 50 м2","Бишкек, 7 м-н",$ 41 000,3 476 800 сом,$ 820/м2,69 536 сом/м2,Добавлено 21 день назад,,152,от собственника,панельный,5 этаж из 9,,"50 м2, жилая: 34 м2, кухня: 8 м2",,105 серия улучшенная,центральное,среднее,,,раздельный,лоджия,бронированная,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 2х.ком.квартиру, возле Ортосайского рынка, не угловая, 2лоджии застекленные,.
Отличный район
","""42.8345""","""74.6173""",https://www.house.kg/details/58974006040bd722b8935-40497483,
"Участок, 4 соток","Бишкек, Арча-Бешик ж/м, Репина 47б",$ 45 000,3 816 000 сом,,,Добавлено 21 день назад,,97,от собственника,,,,,4 соток,,,,,,,,,,"свет,                                             вода,                                             канализация",,,,,,,,,,,"огорожен,                                             ровный,                                             все документы",нет,нет,обмен не предлагать,,"""42.8401""","""74.5566""",https://www.house.kg/details/87236366040bc1f684f73-92276483,
"Участок, 30 соток","Бишкек, Кок-Жар ж/м, Алматинка/Магистраль.",$ 450 000,38 160 000 сом,,,Добавлено 21 день назад,,111,от собственника,,,,,30 соток,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю участок Алматинка/ Магистраль. Уч 30 соток. Красная книга. Хорошая локация.цена 450000$
","""42.8126""","""74.6454""",https://www.house.kg/details/33501146040aac0936f52-57582207,
"2-комн. кв., 40 м2","Бишкек, Чуйкова 20а/Ибраимова",$ 31 500,2 671 200 сом,$ 788/м2,66 780 сом/м2,Добавлено 21 день назад,,80,от агента,"кирпичный, 1969 г.",2 этаж из 4,,"40 м2, жилая: 22 м2, кухня: 6 м2",,хрущевка,центральное,среднее,возможно подключение,проводной,совмещенный,балкон,бронированная,паркинг,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             сигнализация,                                             видеодомофон,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",полностью меблирована,дерево,2.8 м.,,,,,"

                                    Описание от продавца                            
Продам срочно! 2 к. кв. Ибраимова. кирп. 40м2. 31,5т.$
Светлая квартира, все окна выходят на ЮГ,
Средний 2 этаж из 4, кирпичный дом,
Ибраимова/Линейная,

Площадь 40 кв. метров,
Квартира в нормальном состоянии,
Балкон не застеклен, с видом на горы,
Полы дерево, стены хорошие обои,
Санузел 100% кафель,
Все коммуникации центральные,


Квартира продается с мебелью и техникой,
Очень хороший вариант для семьи с детьми,
Квартира НЕ УГЛОВАЯ,
Средний этаж!

В шаговой доступности: школа №67, 11, 65.
ТЦ «Дордой Плаза», Рынок, Банки,

Просим: 31 500$
Звонить: 0553270391, 0500 80 83 63,
Покажу в течение 1-2 часов
","""42.8644""","""74.6189""",https://www.house.kg/details/72152356040a94220a6d4-21470908,
"2-комн. кв., 43 м2","Бишкек, Кок-Жар ж/м, Алматинская",$ 27 500,2 332 000 сом,$ 640/м2,54 233 сом/м2,Добавлено 21 день назад,,134,от агента,"монолитный, 2020 г.",11 этаж из 12,,43 м2,,элитка,центральное,под самоотделку (псо),,,раздельный,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Срочно продаю 2комн кв мкр. элит Кок-Жар 27,5$
Дом кирпичный ПСО Монолиткаркас
Алматинская/Медерова

Площадь 43м2
Коммуникации все центральные
Этаж 11/12 Панорамный вид
СК Альфа строй
ЖК Кок-Джар де Люкс
Высота потолков 3,0 м
бесшумные скоростные лифты
Паркинг гостевой

В шаговой доступности
гипермаркет, лицей, магазины,
дошкольные образовательные организации, сад

Цена ниже застройщика
27500$
","""42.8517""","""74.6348""",https://www.house.kg/details/69628896040a395a6d774-04091127,
"2-комн. кв., 44 м2","Бишкек, 9 м-н, Саманчина 5/по первой линии",$ 39 500,3 349 600 сом,$ 898/м2,76 127 сом/м2,Добавлено 3 месяца назад,Поднято 21 день назад,226,от собственника,панельный,4 этаж из 4,,44 м2,,104 серия,центральное,хорошее,есть,,совмещенный,застекленный балкон,металлическая,,,,,,,магистральный,,,частично меблирована,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 2к квартира в 9микрорайоне,4 этаж из 4, не угловая,все окна выходят на юг,двор большой,с парковкой проблем нет,подвал.т0555219009;0701445568
","""42.8337""","""74.6049""",https://www.house.kg/details/79902705feee9b6d43f92-59548586,
"1-комн. кв., 23 м2","Бишкек, 10 м-н, Советская/Каамская",$ 20 500,1 738 400 сом,$ 891/м2,75 583 сом/м2,Добавлено 10 месяцев назад,Поднято 21 день назад,1463,от собственника,кирпичный,1 этаж из 4,,23 м2,,индивид. планировка,центральное,хорошее,,,совмещенный,нет,бронированная,,,,,,,возможно подключение,,"решетки на окнах,                                             кодовый замок",,линолеум,2.6 м.,"пластиковые окна,                                             кухня-студия,                                             неугловая,                                             тихий двор",нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 1к.кв корид.типа

10мкрн. по Советской

На 1эт из 5ти не угловая

Кухня студия

Ванна туалет в квартире

S=23m²

Нормальное состояние

20500$

 

0703 055  033
","""42.8329""","""74.6075""",https://www.house.kg/details/72429475ec4c3871b50f7-45641828,
"2-комн. кв., 43 м2","Бишкек, 3 м-н",$ 36 500,3 095 200 сом,$ 849/м2,71 981 сом/м2,Добавлено 24 дня назад,Поднято 21 день назад,94,от агента,"панельный, 1975 г.",1 этаж из 4,,43 м2,,104 серия,центральное,хорошее,есть,проводной,совмещенный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"решетки на окнах,                                             домофон",частично меблирована,линолеум,2.6 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 2к.кв в 3мкрне 

104серия не угловая 

На 1этаже из 4х. С лоджией 

Хорошее состояние 

36500$

 

0703 055 033
","""42.838""","""74.6172""",https://www.house.kg/details/3281183603dc6c18859c4-19014575,
"4-комн. кв., 132.022 м2","Бишкек, Аламедин-1 м-н, мкрн Аламедин-1",$ 64 700,5 486 560 сом,$ 490/м2,41 558 сом/м2,Добавлено 5 месяцев назад,Поднято 21 день назад,564,от собственника,"монолитный, 2020 г.",3 этаж из 9,,132.022 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,магистральный,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продается 4-ком. кв.,132.02 м2 в ЖК ""Элес"" 490$/м2



В нескольких кварталах от дома расположен рынок « Чынар» и « Чолпон». Также в районе дома расположены нескольких детских садов и школа-гимназия №38, СШ №1, супермаркеты и многое другое для полноценной жизни +996 500 91-76-19 +996 553 91-76-19
+996 553 91-76-19 W/A

Дом расположен в микрорайоне Аламедин-1. По улице Калинина. Ориентир: Чуй/Аэузова
","""42.8759""","""74.6818""",https://www.house.kg/details/26078675f83c7793a92a1-47867212,
"Участок, 6 соток","Бишкек, Кара-Жыгач ж/м, Кумтор 25",$ 45 000,3 816 000 сом,,,Добавлено 1 месяц назад,Поднято 22 дня назад,133,от собственника,,,,,6 соток,,,,,,,,,,,в городе,,,,,,,,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается участок 6соток , ж/м Кара-Жыгач.
","""42.8587""","""74.6526""",https://www.house.kg/details/546363860336101e039d2-02871002,
"Дом, 3-комн., 90 м2","Бишкек, Чатыркульский 91/белорусская",$ 120 000,10 176 000 сом,$ 1 333/м2,113 067 сом/м2,Добавлено 7 месяцев назад,Поднято 22 дня назад,1360,от собственника,"кирпичный, 1960 г.",,1,"90 м2, жилая: 60 м2, кухня: 30 м2",4 соток,,на газе,хорошее,есть,оптика,совмещенный,,,,,,септик,центральное водоснабжение,есть,магистральный,,,пустая,дерево,280 м.,,,,,"

                                    Описание от продавца                            
Тип строения- кирпичный, красно-щитовой 
Отопление -  газ, электричество, твёрдое топливо 
Электричество 3х фазовое
Пол - дерево, плитка
","""42.8454""","""74.6242""",https://www.house.kg/details/3146965f3a1d2d372e54-19050785,
