title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"4-комн. кв., 86 м2","Бишкек, Восток-5 м-н, мамбетова/7 апреля",$ 68 000,5 766 400 сом,$ 791/м2,67 051 сом/м2,Добавлено 3 месяца назад,Поднято 4 дня назад,905,от собственника,панельный,2 этаж из 9,,86 м2,,106 серия,центральное,хорошее,,,раздельный,застекленный балкон,бронированная,,,,,,,магистральный,,домофон,частично меблирована,линолеум,,"пластиковые окна,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,есть,,"

                                    Описание от продавца                            
Продаётся!!! 4х полноценная квартира 106 серии в районе Восток -5, 2 этаж из 9, общая площадь- 86,6м2, 3 лоджии застеклённые и утеплённые, состояние среднее, остаётся  мебель частично,хорошая транспортная развязка,все в шаговой доступности.
Цена:68000$торг
","""42.8717""","""74.6349""",https://www.house.kg/details/68279565fd4cdc5578511-59003201,
"3-комн. кв., 101 м2","Бишкек, Джал-23 м-н (Нижний Джал), ахунбаева/тыналиева",$ 72 000,6 105 600 сом,$ 713/м2,60 451 сом/м2,Добавлено 4 месяца назад,Поднято 4 дня назад,780,от собственника,"панельный, 2011 г.",1 этаж из 9,,"101 м2, кухня: 13 м2",,106 серия улучшенная,центральное,среднее,,,раздельный,застекленный балкон,бронированная,,,,,,,магистральный,,,частично меблирована,,,"пластиковые окна,                                             улучшенная,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,есть,,"

                                    Описание от продавца                            
Срочно!!!Продаётся 3х квартира +сушилка 106 серии улучшенной планировки, 101м2, район Нижний Джал ул.Ахунбаева/Тыналиева, 1 этаж из 9,не угловая,2 лоджии застеклённые,состояние среднее, коммуникации все центральные, 2011г.постройки.
Цена:72000$
","""42.8427""","""74.5644""",https://www.house.kg/details/19698825fcce95f88dcf0-17592655,
"2-комн. кв., 75 м2","Бишкек, Токомбаева/Сухе батора",$ 54 750,4 642 800 сом,$ 730/м2,61 904 сом/м2,Добавлено 6 месяцев назад,Поднято 4 дня назад,548,от собственника,"монолитный, 2021 г.",10 этаж из 10,,75 м2,,элитка,автономное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,есть,,,"

                                    Описание от продавца                            
Продаю 2-х комнатную квартиру ПСО в самом престижном районе.
Жилой комплек ""Асамбай Ордо"". От строительной компании Элит Хаус.
Расположение объекта: ул.Сухэ батора магистраль. Красная книга. Отопление газовое - автономное, остальные коммуникации центральные.
Квартира на 10 этаже из 10.
Площадь: 75 м2
В конце года можно начинать делать ремонт.

Цена: 730$.
Подробности по тел: 0777918106
","""42.8188""","""74.6162""",https://www.house.kg/details/51588095f71db46867962-31525413,
"Участок, 3 соток","Бишкек, Алтын-Ордо ж/м, алтын ордо/кадырбай-ата",$ 45 000,3 816 000 сом,,,Добавлено 20 дней назад,Поднято 4 дня назад,141,от агента,,,,,3 соток,,,,,,,,,,"свет,                                             газ,                                             вода,                                             канализация",в городе,,,,,,,,,,"фундамент,                                             огорожен,                                             госакт,                                             удобный въезд",нет,нет,,"

                                    Описание от продавца                            
Срочно!!! Продаётся участок 3 сотки по документам (  фактически 6 соток)  в ж/м Алтын-Ордо по ул.Алтын_Ордо/Кадырбай-Ата  на первой линии , на участке заложен фундамент+ первый этаж жилого дома, коммуникации:вода, свет , центральная канализация,газ, проводится. Красная книга на руках.
Цена:45000$ торг
","""42.8523""","""74.675""",https://www.house.kg/details/87117446041cdcc793a12-25289414,
"свободная планировка кв., 50 м2","Бишкек,  ул.Ахунбаева/ул.Каралаева",$ 35 000,2 968 000 сом,$ 700/м2,59 360 сом/м2,Добавлено 11 месяцев назад,Поднято 4 дня назад,804,от собственника,"монолитный, 2021 г.",3 этаж из 12,,50 м2,,элитка,автономное,под самоотделку (псо),,,,,,паркинг,,,,,,,,домофон,,,3 м.,"пластиковые окна,                                             комнаты изолированы,                                             тихий двор",есть,нет,рассмотрю варианты,"

                                    Описание от продавца                            
ПРОДАЮТСЯ 1,2-х, 3-х, комнатные квартиры индивидуальной планировки в 12-ти этажном жилом доме.
Жилой дом «Montreal Green»- расположен на пересечении ул. Ахунбаева вблизи Ботанического сада, гипермаркета «Globus»,мечети и множество ресторанов. Любители престижа и высокого уровня жизни оценят уникальный архитектурный облик и безупречно продуманную планировку квартир.

Площади:

1 комнатные квартиры: 41,65 — 45,92 кв.м
2-х комнатные квартиры: 50,41 — 89,56 кв.м
3-х комнатные квартиры: 107,62 — 112,43 кв.м

Начало строительства: 4 квартал 2019 г.
Конец строительства: 3 квартал 2021 г.
Объект находится: г. Бишкек, ул.Ахунбаева
Площадь участка: 53 соток.

СТОИМОСТЬ: 700$ за 1м2 ( по курсу 70$)

Успейте приобрести в рассрочку и по выгодным условиям.
0777 91 81 06
","""42.8412""","""74.6322""",https://www.house.kg/details/72079155ead3752d74021-04945357,
"3-комн. кв., 111 м2","Бишкек, Панфилова/Боконбаева",$ 86 000,7 292 800 сом,$ 775/м2,65 701 сом/м2,Добавлено 8 месяцев назад,Поднято 4 дня назад,1187,от агента,"кирпичный, 2012 г.",9 этаж из 10,,111 м2,,элитка,центральное,хорошее,,,раздельный,лоджия,бронированная,,,,,,,магистральный,,"домофон,                                             охрана,                                             видеонаблюдение",частично меблирована,ламинат,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продается!!! 3кв 111м2 р-н Панфилова/Боконбаева , 9 этаж из 19, с хорошим ремонтом, дом кирпичный со всеми центральными коммуникациями,2012 года постройки, СК Экпострой. Цена:86000$ 

тел:0500260223,0555260223
","""42.8672""","""74.6002""",https://www.house.kg/details/7017335f2978aeaf8264-12862795,
"Дом, 6 и более комнат, 220 м2","Бишкек, Горького/Темирова",$ 149 000,12 635 200 сом,$ 677/м2,57 433 сом/м2,Добавлено 9 месяцев назад,Поднято 4 дня назад,1269,от агента,"кирпичный, 2008 г.",,2,220 м2,5 соток,,смешанное,хорошее,есть,,раздельный,,,,,,центральная,центральное водоснабжение,есть,,,"решетки на окнах,                                             сигнализация,                                             охрана,                                             видеонаблюдение",частично меблирована,,3 м.,"пластиковые окна,                                             сад,                                             хозпостройки",есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
ПРОДАЕТСЯ двухэтажный дом в районе Горького Панфилова (ул. Темирова )
Участок 4,8 соток
Отопление электрич., газовое, твердое топливо
В доме два санузла.
Всего 8 комнат + тренажерный зал
Видеонаблюдение.
Охрана по всему периметру (на взлом на вскытие)
Авто полив.
Во дворе пристройка с летней кухней
Парковка на три машины
Автоматические ворота
Благоустр. территория (голубая ель, юговосточная ель, клумбы цветочные)
Площадь дома примерно 220 кв.м.
Теплые полы на первом этаже.
Из мебели остаётся кухня.
Рассматриваем рассрочку, бартер в черте города квартиры или авто.
","""42.8588""","""74.6006""",https://www.house.kg/details/88970865ef0b8618a8bb5-77393930,
"Дом, 5-комн., 240 м2","Бишкек, Ак-Ордо ж/м, ак ордо",$ 65 000,5 512 000 сом,$ 271/м2,22 967 сом/м2,Добавлено 5 месяцев назад,Поднято 4 дня назад,1513,от собственника,кирпичный,,2,240 м2,8 соток,,электрическое,под самоотделку (псо),,,раздельный,,,,,,септик,центральное водоснабжение,есть,возможно подключение,,,,,,,нет,нет,рассмотрю варианты,"

                                    Описание от продавца                            
Продаётся!!! 2х этажный дом 60% готовности в ж/м Ак-Ордо, 240м2, участок 8 соток,жилых комнат 5,  кирпичный дом,из  коммуникаций есть свет, вода,газ будет, канализация септик.
1й этаж: гостиная,кухня,санузел,прихожка.
2й этаж: 4 спальни, кладовка,прихожка,санузел.
Имеется красная книга,техпаспорта пока нету.
Цена:65000$
Рассмотрим вариант обмена на квартиру.
","""42.8533""","""74.4857""",https://www.house.kg/details/21464535f9807ec5366c8-75785158,
"2-комн. кв., 72 м2","Бишкек, Кок-Жар ж/м",$ 56 000,4 748 800 сом,$ 778/м2,65 956 сом/м2,Добавлено 5 месяцев назад,Поднято 4 дня назад,1012,от агента,"кирпичный, 2019 г.",7 этаж из 12,,72 м2,,элитка,электрическое,евроремонт,,,раздельный,,бронированная,паркинг,,,,,,автономный,,"домофон,                                             охрана,                                             видеонаблюдение",частично меблирована,ламинат,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,,"

                                    Описание от продавца                            
Срочно!!! Продается 2х-кв в новом доме 72м2, микр-он Кок-Жар по ул.Ахунбаева/Молдокулова,7 этаж из 12, с евроремонтом, кирпичный дом ,коммуникации центральные,отопление электрическое,огороженный двор,дет.площадка,охрана24/7,видеонаблюдение.
Застройщик СК КГ Групп
Цена:56000$ 
тел:0220260223
0500260223
","""42.8449""","""74.6427""",https://www.house.kg/details/46371195f9c199a188855-99975212,
"Дом, 5-комн., 120 м2","Бишкек, Эне-Сай ж/м, энесай 8 улица/култегин",$ 70 000,5 936 000 сом,$ 583/м2,49 467 сом/м2,Добавлено 6 месяцев назад,Поднято 4 дня назад,2053,от агента,кирпичный,,2,120 м2,5 соток,,смешанное,хорошее,,,раздельный,,,,,,возможно подведение,центральное водоснабжение,есть,возможно подключение,,,частично меблирована,ламинат,,"пластиковые окна,                                             баня,                                             сад,                                             хозпостройки,                                             навес,                                             3 фазы",нет,есть,,"

                                    Описание от продавца                            
Срочно!!!Продаётся 2х этажный дом, общая площадь-120м2, 5 комнат , в районе  ж/м Эне-Сай.
1этаж- гостиная,холл,кухня,санузел.
2этаж- 3 спальни,санузел.
Дом кирпичный(1,5 кирпича),участок 5 соток.
Отопление:3хфазка,твердое топливо,теплые полы-санузлы,холл,прихожка.
Центральная канализация проводится,газ будет к весне 2021 года. Окна:аллюминиевые,пластиковые. Имеется городской телефон,интернет,Wi-Fi,кондиционер.
Времянка (1 комната +санузел, теплые полы).
Хозпостройки,баня,навес,очокана,электрические ворота.Хорошая транспортная развязка,рядом 21 школа,дет.сады.
Цена: 70000$торг
","""42.9335""","""74.633""",https://www.house.kg/details/39038785f6249b0312e89-01738583,
"3-комн. кв., 128 м2","Бишкек, Абдымомунова/Исанова",$ 75 000,6 360 000 сом,$ 586/м2,49 688 сом/м2,Добавлено 5 месяцев назад,Поднято 4 дня назад,1091,от агента,"монолитный, 2019 г.",11 этаж из 12,,128 м2,,элитка,центральное,под самоотделку (псо),,,раздельный,балкон,металлическая,паркинг,,,,,,магистральный,,,,,3 м.,"неугловая,                                             комнаты изолированы,                                             тихий двор",нет,нет,,"

                                    Описание от продавца                            
Срочно!!! Продается 3кв ПСО 128м2 р-н Абдымомунова/Исанова, 11 этаж из 12 , кирпичный дом, коммуникации все центральные,планировка "" сквозная"",отличный район, хорошая транспортгая развязка. Застройщик СК БишкекКапСтрой ЖК"" Сириус"".
Цена:75000$
тел:0220260223
0500260223
","""42.8805""","""74.5907""",https://www.house.kg/details/19942195f9d1b4d3871c7-02064402,
"2-комн. кв., 65 м2","Бишкек, Фрунзе/Турусбекова",$ 56 000,4 748 800 сом,$ 862/м2,73 058 сом/м2,Добавлено 6 месяцев назад,Поднято 4 дня назад,1527,от собственника,"кирпичный, 2016 г.",4 этаж из 9,,65 м2,,элитка,центральное,хорошее,,,совмещенный,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,,частично меблирована,ламинат,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,есть,,"

                                    Описание от продавца                            
Продаётся!!!2кв 63м2, р-н Фрунзе/Турусбекова , 5 этаж из 9, кирпичный дом со всеми центральными, с хорошим ремонтом,мебелью и бытовой техникой,просторный, застекленный балкон выходит из кухни, с техпаспортом, отличный район,все в шаговой доступности.
Цена:56000$
","""42.8823""","""74.5848""",https://www.house.kg/details/76975415f8334b4546447-41595356,
"Дом, 6 и более комнат, 270 м2","Бишкек, Элебаева/Горького",$ 216 000,18 316 800 сом,$ 800/м2,67 840 сом/м2,Добавлено 4 месяца назад,Поднято 4 дня назад,1120,от агента,"кирпичный, 2003 г.",,2,270 м2,5 соток,,на газе,хорошее,есть,проводной,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,"решетки на окнах,                                             домофон,                                             сигнализация,                                             видеонаблюдение",полностью меблирована,ламинат,,"пластиковые окна,                                             навес,                                             гараж,                                             веранда,                                             3 фазы",,есть,,"

                                    Описание от продавца                            
Срочно!!! Продается или сдается в аренду  добротный 2х этажный  кирпичный дом, можно под бизнес, район ул.Элебаева/Горького,участок 5 соток.
Общая площадь: 270м2
1 этаж-155м2 (3 комнаты,кухня,холл,санузел,кладовка,веранда,комната для охраны)
2 этаж-113м2 (3 комнаты, 2 санузла,кладовка,холл,балкон)
Отопление: Газовое
Канализация: центральная
Коммуникации: вода,свет,газ, 3х фазка.
Имеется видеонаблюдение,сигнализация,интернет.
Вся мебель и бытовая техника остается.
Крытый двор с навесом.
Отличный район,удобное расположение дома,в шаговой доступности ТЦ Вефа,магазины,кафе,школы,дет.сады.
Хорошая транспортная развязка.
Цена:договорная.
сдача в аренду : 2000$
тел:0500260223
0555260223
","""42.8553""","""74.6133""",https://www.house.kg/details/58307225fca5754492c89-77040505,
"2-комн. кв., 86 м2","Бишкек, Кок-Жар м-н, А.Атинка/Медерова",$ 58 000,4 918 400 сом,$ 674/м2,57 191 сом/м2,Добавлено 3 месяца назад,Поднято 4 дня назад,699,от собственника,кирпичный,12 этаж из 12,,86 м2,,элитка,центральное,евроремонт,,,раздельный,застекленный балкон,металлическая,паркинг,,,,,,магистральный,,домофон,пустая,ламинат,,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продаётся 2 комнатная квартира в мкр Кок Жар 
*12 этаж из 12
*квартира с евро ремонтом (дорогие итальянские обои , испанский кафель , бронированная дверь, дорогой ламинат)
*панорамные окна 
*общая площадь квартиры 86м2 
*окна выходят на восток и запад( вид лучше не найдёте🌇)
*все коммуникации центральные 
*можно переделать в 3х студию. 
*после ремонта никто не жил 
Рассмотрим варианты обмена на кв в южной части города от 3к от 100м2, можно под ПСО
* дом кирпичный , сдан в эксплуатацию , имеется тех паспорт
Цена: 58000$
","""42.8511""","""74.6312""",https://www.house.kg/details/89854165fe0d4413bde60-55223733,
"2-комн. кв., 70 м2","Бишкек, Уметалиева/Жумабека",$ 45 000,3 816 000 сом,$ 643/м2,54 514 сом/м2,Добавлено 4 месяца назад,Поднято 4 дня назад,723,от агента,"монолитный, 2020 г.",7 этаж из 12,,70 м2,,элитка,центральное,под самоотделку (псо),,,раздельный,,металлическая,паркинг,,,,,,магистральный,,,,,3 м.,неугловая,нет,нет,,"

                                    Описание от продавца                            
Срочно!!!Продаётся 2кв ПСО 70,5м2, район  Уметалиева/Жумабека, 4 этаж из 12, кирпичный дом со всеми центральными коммуникациями,планировка сквозная,окна выходят на восток и запад, сдан ПСО можно делать ремонт.
Застройщик СК Оомат Строй
ЖК Оомат Плюс.
","""42.8835""","""74.5817""",https://www.house.kg/details/30893735fb283899b5e02-45089170,
"1-комн. кв., 34 м2","Бишкек, Айни/Чортекова",$ 24 000,2 035 200 сом,$ 706/м2,59 859 сом/м2,Добавлено 3 месяца назад,Поднято 4 дня назад,1940,от собственника,"кирпичный, 1995 г.",5 этаж из 5,,34 м2,,индивид. планировка,центральное,хорошее,,,совмещенный,,металлическая,,,,,,,магистральный,,,полностью меблирована,ламинат,,"неугловая,                                             встроенная кухня,                                             тихий двор",нет,есть,,"

                                    Описание от продавца                            
Срочно!!! Продается 1кв 34м2( переделана в двушку), р-н 4 горбольницы по ул.Айни/Чортекова, 5 этаж из 5, неугловая,дом кирпичный,коммуникации все центральные,с мебелью, техпаспорт на руках.
","""42.8491""","""74.5483""",https://www.house.kg/details/29538965fe04a4747eb46-38795505,
"1-комн. кв., 50 м2","Бишкек, Ч.Айтматова 36/Балтагулова",$ 32 500,2 756 000 сом,$ 650/м2,55 120 сом/м2,Добавлено 2 месяца назад,Поднято 4 дня назад,663,от агента,"монолитный, 2018 г.",8 этаж из 10,,50 м2,,элитка,центральное,под самоотделку (псо),,,совмещенный,,металлическая,паркинг,,,,,,магистральный,,"домофон,                                             охрана",,,3 м.,пластиковые окна,,есть,обмен не предлагать,"

                                    Описание от продавца                            
Срочно!!!Продаётся 1кв ПСО 50м2, по ул.Ч.Айтматова 36 , напротив ТЦ ""Азия Молл"", 8 этаж из 10, дом кирпичный, коммуникации все центральные, сдан в эксплуатацию, техпаспорт имеется,дом комфорт класса, отличный район, месторасположение, все в шаговой доступности.Застройщик СК Азия Курулуш ЖК"" Asia Palace"".
Цена:32500$
","""42.8545""","""74.5884""",https://www.house.kg/details/14672656002f56334b025-84162850,
"2-комн. кв., 56 м2","Бишкек, Кок-Жар ж/м, 7 апреля/шоокума",$ 53 000,4 494 400 сом,$ 946/м2,80 257 сом/м2,Добавлено 2 месяца назад,Поднято 4 дня назад,425,от агента,"кирпичный, 2018 г.",5 этаж из 10,,56 м2,,элитка,центральное,хорошее,,,совмещенный,застекленный балкон,бронированная,,,,,,,магистральный,,домофон,полностью меблирована,ламинат,,"пластиковые окна,                                             кухня-студия,                                             кондиционер,                                             неугловая,                                             тихий двор",,,обмен не предлагать,"

                                    Описание от продавца                            
Продаётся!!!2квартира-студия 56м2, микрорайон КокЖар, по ул.А.Атинская/Шоокума, 5 этаж из 10, дом кирпичный, коммуникации все центральные, очень теплая квартира, солнечная сторона, просторный застеклённый балкон , квартира с хорошим ремонтом и мебелью.
Цена:53000$
","""42.8502""","""74.6349""",https://www.house.kg/details/12906946002ffcb4c7571-46264609,
"2-комн. кв., 43 м2",Бишкек,$ 43 000,3 646 400 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 2 месяца назад,Поднято 4 дня назад,416,от собственника,кирпичный,1 этаж из 3,,43 м2,,хрущевка,центральное,хорошее,,,раздельный,нет,бронированная,,,,,,,магистральный,,,частично меблирована,ламинат,,"кухня-студия,                                             кондиционер,                                             неугловая,                                             встроенная кухня,                                             кладовка,                                             тихий двор,                                             удобно под бизнес",нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Срочно!!!Продаётся 2х-квартира 43м2, можно под  коммерческое помещение( кафе,магазин, салон красоты,офис) район Физприбора по ул.Скрябина на первой линии, 1 этаж из 3, дом кирпичный, коммуникации все центральные,с хорошим ремонтом.
Цена:43000$
","""42.8499""","""74.6121""",https://www.house.kg/details/129244760030658e547a8-26270073,
"1-комн. кв., 54 м2","Бишкек, 7 апреля/шоокума",$ 33 000,2 798 400 сом,$ 611/м2,51 822 сом/м2,Добавлено 2 месяца назад,Поднято 4 дня назад,494,от собственника,"монолитный, 2021 г.",5 этаж из 12,,54 м2,,элитка,центральное,под самоотделку (псо),,,совмещенный,,,,,,,,,магистральный,,,,,3 м.,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продается!!!1кв ПСО 54м2, микр-он КокЖар ул.7 апреля/Шоокума, дом комфорт класса, кирпичный, коммуникации все центральные,стоит на первой линии, развитая инфраструктура,все в шаговой доступности, сдача ПСО конец 2021года.
Застройщик СК Элеганс Строй ЖК ""Аманат"".
Цена:33000$
тел:0500260223
0555260223 w/a
","""42.85""","""74.636""",https://www.house.kg/details/702239460031841308561-18443401,
"1-комн. кв., 34 м2",Бишкек,$ 33 000,2 798 400 сом,$ 971/м2,82 306 сом/м2,Добавлено 2 месяца назад,Поднято 4 дня назад,628,от собственника,"кирпичный, 2018 г.",5 этаж из 5,,34 м2,,элитка,центральное,хорошее,,,совмещенный,застекленный балкон,бронированная,,,,,,,магистральный,,домофон,полностью меблирована,ламинат,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,есть,обмен не предлагать,"

                                    Описание от продавца                            
Срочно!!! Продаётся 1 квартира 34м2 в новом доме, район Ж.Жолу/Суюмбаева, 5 этаж из 5, с хорошим ремонтом , мебелью и бытовой техникой, кирпичный дом со всеми центральными коммуникациями,сдан в эксплуатацию, техпаспорт имеется,хорошая транспортная развязка.
Цена:33000$
☎️0500260223
☎️0555260223
","""42.8845""","""74.6255""",https://www.house.kg/details/7402945ffc765107e2d7-71629112,
"2-комн. кв., 70 м2",Бишкек,$ 65 000,5 512 000 сом,$ 929/м2,78 743 сом/м2,Добавлено 2 месяца назад,Поднято 4 дня назад,601,от собственника,"кирпичный, 2015 г.",6 этаж из 9,,70 м2,,элитка,центральное,хорошее,,,совмещенный,балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             охрана,                                             видеонаблюдение",полностью меблирована,ламинат,,"пластиковые окна,                                             кухня-студия,                                             кондиционер,                                             неугловая,                                             встроенная кухня,                                             тихий двор",,есть,,"

                                    Описание от продавца                            
Продаётся!!!2квартира-студия 70м2, район Турусбекова/Фрунзе, 6 этаж из 9, дом кирпичный, коммуникации все центральные, с хорошим ремонтом,мебелью и бытовой техникой, отличный район, хорошее расположение дома, все в шаговой доступности.
Цена:65000$
тел:0500260223
0555260223
","""42.8822""","""74.5843""",https://www.house.kg/details/74358975ffc7d204f0da9-71633559,
"3-комн. кв., 80 м2","Бишкек, Средний Джал м-н, Курчатова/Минжилкиева",$ 65 000,5 512 000 сом,$ 813/м2,68 900 сом/м2,Добавлено 2 месяца назад,Поднято 4 дня назад,505,от собственника,"кирпичный, 2009 г.",9 этаж из 12,,"80 м2, кухня: 10 м2",,элитка,электрическое,хорошее,,,раздельный,застекленный балкон,металлическая,паркинг,,,,,,возможно подключение,,домофон,частично меблирована,ламинат,,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю!!! 3х квартиру 80м2, район Средний Джал,ул.Курчатова/Минжилкиева, 9 этаж из 12, дом кирпичный,теплый, окна выходят восток-север, коммуникации центральные,теплые полы в прихожке,кухне,душевой,  отопление электрическое, газа нету (есть возможность подключения), санузел раздельный,2 балкона застеклённые,состояние хорошее.
Техпаспорт имеется.
Дет.площадка, подземный паркинг,огороженный двор.Хорошее расположение дома,отличная транспортная развязка.
Цена:65000$
","""42.8373""","""74.5659""",https://www.house.kg/details/734053360084f6916e4c0-05802828,
"3-комн. кв., 104 м2","Бишкек, ул. Жумабек / ул. Шевченко",$ 87 000,7 377 600 сом,$ 837/м2,70 938 сом/м2,Добавлено 2 месяца назад,Поднято 4 дня назад,328,от собственника,"монолитный, 2019 г.",7 этаж из 9,,104 м2,,элитка,центральное,евроремонт,,,раздельный,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             охрана,                                             видеонаблюдение",пустая,ламинат,3 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",нет,,,"

                                    Описание от продавца                            
Срочно!!! Продается 3кв  103,89м2 р-н Шевченко/Жумабека, 7 этаж из 10,свежий, хороший ремонт, кирпичный дом,  коммуникации все центральные,  сдан в эксплуатацию, заселен .Застройщик СК Оомат Строй.
","""42.8835""","""74.5835""",https://www.house.kg/details/7601081601963695bb0e2-74015103,
"2-комн. кв., 78 м2","Бишкек, Фрунзе/Уметалиева",$ 55 000,4 664 000 сом,$ 705/м2,59 795 сом/м2,Добавлено 2 месяца назад,Поднято 4 дня назад,548,от собственника,кирпичный,7 этаж из 11,,78 м2,,элитка,центральное,хорошее,,,раздельный,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,домофон,полностью меблирована,ламинат,,"пластиковые окна,                                             кухня-студия,                                             кондиционер,                                             неугловая,                                             встроенная кухня,                                             тихий двор",,есть,,"

                                    Описание от продавца                            
Срочно!!!Продаётся 2квартира-студия 78м2, район Фрунзе/Уметалиева, 7 этаж из 11, кирпичный дом со всеми центральными коммуникациями, с хорошим ремонтом и мебелью.Застройщик СК""ОргтехСтрой""
Цена:55000$
","""42.883""","""74.5848""",https://www.house.kg/details/562593600c5c59a75689-16976677,
"3-комн. кв., 112 м2","Бишкек, Медерова/Юнусалиева",$ 87 000,7 377 600 сом,$ 777/м2,65 871 сом/м2,Добавлено 6 месяцев назад,Поднято 4 дня назад,1144,от агента,кирпичный,12 этаж из 12,,112 м2,,элитка,центральное,евроремонт,,,раздельный,застекленный балкон,бронированная,,,,,,,магистральный,,домофон,пустая,ламинат,,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",нет,есть,,"

                                    Описание от продавца                            
Продаётся!!!3кв 112м2 по ул.Медерова/Юнусалиева, квартира находится на 12 этаже из 12 +технический, дом кирпичный, коммуникации центральные,   евроремонт, планировка""сквозная"" с прекрасным видом на горы, отличный район, хорошее расположение дома.
Цена: 87000$
","""42.8515""","""74.6248""",https://www.house.kg/details/13212075f832a2023e779-04394900,
"Участок, 6 соток","Бишкек, Чуй/Бейшеналиева",$ 270 000,22 896 000 сом,,,Добавлено 5 месяцев назад,Поднято 4 дня назад,1171,от собственника,,,,,6 соток,,,,,,,,,,"свет,                                             вода",в городе,,,,,,,,,,"хозпостройки,                                             огорожен,                                             госакт,                                             удобно под коммерцию,                                             дом,                                             ровный,                                             удобный въезд,                                             все документы",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаётся!!!участок под бизнес 6 соток,район  ул.Чуй/Бейшеналиева,расположен на  первой линии, идеально подходит для постройки коммерческого помещения,магазина , кафе, из коммуникаций имеется вода,свет, 3х фазка, красная книга.
Цена:270000$ торг.
Тел:0500260223
0555260223.
","""42.8776""","""74.5713""",https://www.house.kg/details/95136525f871633d348f4-17626953,
"2-комн. кв., 77 м2","Бишкек, Фрунзе/Уметалиева",$ 54 000,4 579 200 сом,$ 701/м2,59 470 сом/м2,Добавлено 6 месяцев назад,Поднято 4 дня назад,1041,от собственника,"монолитный, 2017 г.",9 этаж из 9,,77 м2,,элитка,центральное,под самоотделку (псо),,,раздельный,,металлическая,,,,,,,магистральный,,,,,3 м.,"пластиковые окна,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",,есть,,"

                                    Описание от продавца                            
Продаётся!!!2кв ПСО 76,9м2, по ул.Фрунзе/Уметалиева, 9 этаж из 9, плюс тех.этаж, планировка сквозная, окна выходят на юг и север,дом кирпичный, коммуникации все центральные, газ уже проведен,техпаспорт имеется, солнечная сторона с видом на горы,отличный район, хорошее расположение дома.СК Стандарт Строй.
Цена:54000$
","""42.8819""","""74.5828""",https://www.house.kg/details/97251185f83385bb77830-06566675,
