title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"3-комн. кв., 64 м2","Бишкек, Гоголя/Токтогула",$ 55 500,4 706 400 сом,$ 867/м2,73 538 сом/м2,Добавлено 2 месяца назад,,236,от агента,панельный,8 этаж из 9,,64 м2,,105 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продам! 3к Кв + сушилка. 
Гоголя/Токтогула 64м2. 105сер. 
55500 $


Площадь 64 кв. метра.
Застекленные лоджии из кухни и из зала
Окна деревяные, 
Остается вся встроенная мебель
На 8 этаже из 9,  угловая!
Пол из натурального дерева, лучше чем ламинат!
Входная бронированная дверь,
2 санузла 100% кафель, трубы заменяны
Ремонта не требует,
Все коммуникации центральные,
Хороший ухоженный двор,

В шаговой доступности: детсад №145, №35,
Школа №11, № 12, Школа-лицей №65,
Карвен клуб,
Хорошая транспортная развязка
","""42.872""","""74.6202""",https://www.house.kg/details/52063896008279ba702a7-11507176
"4-комн. кв., 127 м2","Бишкек, 5 м-н, г.Бишкек 5 мкр/Карла-Маркса/Донецкая",$ 155 000,13 144 000 сом,$ 1 220/м2,103 496 сом/м2,Добавлено 2 месяца назад,,220,от собственника,кирпичный,2 этаж из 5,,"127 м2, жилая: 97 м2",,индивид. планировка,центральное,евроремонт,возможно подключение,проводной,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"решетки на окнах,                                             домофон",частично меблирована,ламинат,,"пластиковые окна,                                             неугловая",нет,есть,с доплатой покупателя,"

                                    Описание от продавца                            
Продается шикарная 4-х комнатная квартира в 5 мкр., в кирпичном доме индивидуальной планировки с современным дизайнерским ремонтом. Все коммуникации центральные, на окнах решетки, испанская керамика, итальянские обои, декор ручной работы, теплые полы, абсолютно новые кондиционеры и декоративный камин. Имеется 2 санузла, в них установлены германские смесители и инсталяция. В шаговой доступности Орто-Сайский рынок, Космопарк, школы, дет.сады, транспорт в любую точку города. Рассмотрим варианты обмена с доплатой нам. Агенствам просьба не беспокоить.
","""42.8344""","""74.6246""",https://www.house.kg/details/561975460082739224424-89112798
"Коммерческая недвижимость, 1000 м2","Бишкек, Учкун ж/м, Ауэзова/Чуй",$ 450 000,38 160 000 сом,$ 450/м2,38 160 сом/м2,Добавлено 2 месяца назад,,206,от собственника,кирпичный,,2,1000 м2,15 соток,,центральное,хорошее,возможно подключение,,,,,,,,,,,,,,,,,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продается участок с бизнесом. Можно под бизнес: швейных цех, чайхана, гостиница, под сдачу комнаты.
","""42.8704""","""74.6908""",https://www.house.kg/details/241433660080d4d8efe73-66256325
"3-комн. кв., 68 м2","Бишкек, Патрисия Лумумбы 139/Профсоюзная",$ 37 000,3 137 600 сом,$ 544/м2,46 141 сом/м2,Добавлено 2 месяца назад,,222,от собственника,кирпичный,4 этаж из 4,,68 м2,,105 серия,центральное,евроремонт,возможно подключение,проводной,раздельный,лоджия,металлическая,,,,,,,магистральный,,,частично меблирована,линолеум,,пластиковые окна,есть,нет,,"

                                    Описание от продавца                            
Срочно! срочно! срочно!
Продается 3х.кв в Кудайберген. 4/4этаж 105 серия. Квартира светлая, теплая после евроремонта. Тел.0550090080
","""42.8857""","""74.5232""",https://www.house.kg/details/29013716008098c25b5b6-05135855
"2-комн. кв., 80 м2","Бишкек, Асанбай м-н, Сухэ Батора/Токомбаева",$ 63 600,5 393 280 сом,$ 795/м2,67 416 сом/м2,Добавлено 2 месяца назад,,164,от агента,"монолитный, 2021 г.",6 этаж из 16,,80 м2,,элитка,автономное,под самоотделку (псо),,,,,,,,,,,,,,,,,3.3 м.,,,,,"

                                    Описание от продавца                            
Срочно продаю 2к Элитку Премиум 80м2 ПСО 
Адр.  Сухэ Батора/ Юж. Магистраль
 в ЖК ""Белгравия"" 
 СК Нурзаман
на 6 и 11 этажах из 15

Цена 63600$ 
Дешевле чем у застройщика!

Коммуникации центральные, автономное отопление.
Высокое качество строительства
Престиж!
Основным преимуществом данного проекта является открытая терраса площадью 700 м2 на 16 этаже, которыми могут пользоваться все жители

Также на уровне 15-го этажа имеются тренажерный зал и зона отдыха (зона кухни, барбекю, банкетный стол и стулья), ну или уединиться за чашкой кофе среди зелёных насаждений.
А главной изюминкой комплекса станет оранжерея (зимний сад) на уровне 17го этажа.Жилой комплекс Белгравия – Расположился по улице Сухэ-Батора в одном из самых премиальных и перспективных районов южной части города. Этот район является сегодня пожалуй самым комфортным для проживания – в шаговой доступности расположены: просторный парк Асанбай, отель Жаннат, гипермаркет Глобус, современная школа газпрома и модернизированный детский сад.

Под ПСО в конце 2021г
Сдача в эксплуатацию осень 2022г

Тел 0709374539
","""42.8185""","""74.613""",https://www.house.kg/details/18378976008086fbe16c1-29542400
"3-комн. кв., 103 м2","Бишкек, Асанбай м-н, Сухэ-Батора, Асанбай",$ 81 000,6 868 800 сом,$ 786/м2,66 687 сом/м2,Добавлено 2 месяца назад,,230,от агента,"монолитный, 2021 г.",4 этаж из 16,,103 м2,,элитка,автономное,,,,,,,,,,,,,,,,,,3.3 м.,,,,,"

                                    Описание от продавца                            
Срочно продаю 3к Элитку Премиум 103м2 ПСО 
Адр.  Сухэ Батора/ Юж. Магистраль
 в ЖК ""Белгравия"" 
 СК Нурзаман
на 4 и 9 этажах из 15

Цена 81 000$ 
Дешевле чем у застройщика!

Коммуникации центральные, автономное отопление.
Высокое качество строительства
Престиж!
Основным преимуществом данного проекта является открытая терраса площадью 700 м2 на 16 этаже, которыми могут пользоваться все жители

Также на уровне 15-го этажа имеются тренажерный зал и зона отдыха (зона кухни, барбекю, банкетный стол и стулья), ну или уединиться за чашкой кофе среди зелёных насаждений.
А главной изюминкой комплекса станет оранжерея (зимний сад) на уровне 17го этажа.Жилой комплекс Белгравия – Расположился по улице Сухэ-Батора в одном из самых премиальных и перспективных районов южной части города. Этот район является сегодня пожалуй самым комфортным для проживания – в шаговой доступности расположены: просторный парк Асанбай, отель Жаннат, гипермаркет Глобус, современная школа газпрома и модернизированный детский сад.

Под ПСО в конце 2021г
Сдача в эксплуатацию осень 2022г

Тел 0709374539
","""42.8184""","""74.6128""",https://www.house.kg/details/9252081600807395c9d82-08503537
"3-комн. кв., 58 м2","Бишкек, 9 м-н, 9 мкр 40а",$ 52 000,4 409 600 сом,$ 897/м2,76 028 сом/м2,Добавлено 2 месяца назад,,203,от собственника,панельный,3 этаж из 4,,"58 м2, жилая: 58 м2",,104 серия,центральное,хорошее,есть,оптика,совмещенный,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,,частично меблирована,ламинат,,,,,,"

                                    Описание от продавца                            
Продаю квартиру в 9 мкр, 104 серии, не угловая, имеется место для парковки и подвальное помещение. Рядом детский сад, школа, университет, поликлиника и парки.
","""42.8359""","""74.6033""",https://www.house.kg/details/78395296007ffdb8fe480-31893208
"1-комн. кв., 52 м2","Бишкек, Рабочий Городок, ул. Садырбаева / ул. Гагарина",$ 35 000,2 968 000 сом,$ 673/м2,57 077 сом/м2,Добавлено 2 месяца назад,,174,от собственника,монолитный,1 этаж из 10,,52 м2,,108 серия,центральное,хорошее,,,,,,,,,,,,,,,полностью меблирована,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 1-комнатную квартиру с ремонтом! 
Этаж 1 из 12, неугловая, с мебелью. Общая площадь 52 кв.м. 
Отопление и все коммуникации центральные. 
Цена: 35000$
Адрес: Гагарина/Баха
","""42.8531""","""74.5572""",https://www.house.kg/details/65860486007fdb1b5ae80-38339709
"Дом, 6 и более комнат, 140 м2","Бишкек, Абдумомунова 1/Алма-Атинская",$ 86 000,7 292 800 сом,$ 614/м2,52 091 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,675,от собственника,"кирпичный, 2015 г.",,2,"140 м2, жилая: 100 м2, кухня: 40 м2",4 соток,,центральное,евроремонт,есть,проводной,раздельный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,"решетки на окнах,                                             охрана,                                             видеонаблюдение",полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             хозпостройки,                                             навес,                                             3 фазы",есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продаю 2-а дома на одной территории; 102 кв/м. и 40 кв/м. соответственно! Комбинированная постройка - кирпич + пеноблок.
Дом 102 кв/м.: 1-й  этаж - 2-е комнаты + санузел утеплённый, 2-й этаж - 4-е комнаты + санузел утеплённый!
Дом 40 кв/м.: 2-е комнаты + санузел утеплённый!
Центр города: квадрат ""Восток-5"" (ул. Абдымомунова /пересекает ул. Алма-Атинская), тихий спальный обустроенный район!!! Центральная канализация, центральный водопровод, природный газ, 3-х фазка, интернет ""Сайма Телеком"", участок 4-е сотки, хозпостройки, круглосуточное видеонаблюдение, спереди территория фронтально вымощена брусчаткой...
Развитая инфраструктура - в непосредственной близости: школа, детсад, банк, кружки и секции, ломбард, различные магазины и киоски, отделение милиции, пожарная охрана, удобный подъезд к дому!!!
Цена 86000 $
Телефон (Вотсапп)для связи: 0554433459
Звонить, либо писать с 10-00 до 20-00, Азиз
P.S. Показ объекта обговаривается и согласуется заблаговременно!!!
","""42.8788""","""74.6373""",https://www.house.kg/details/24157155fc1e1b8010132-04856461
"3-комн. кв., 72 м2","Бишкек, Джал 15 м-н, Джал/Тыналиева",$ 44 500,3 773 600 сом,$ 618/м2,52 411 сом/м2,Добавлено 5 месяцев назад,Поднято 2 месяца назад,1051,от собственника,"кирпичный, 2005 г.",8 этаж из 9,,"72 м2, жилая: 50 м2, кухня: 20 м2",,105 серия,центральное,хорошее,есть,,совмещенный,балкон,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             видеонаблюдение",частично меблирована,ламинат,3 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             тихий двор",есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Добрый день дорогие горожане и гости столицы.
Предлагаем вашему вниманию. Отличную 2 комнатную квартиру для современной семьи которые ценят комфорт и безопасность. 105 серия
Район Средний Джал все коммуникации центральные????
♦♦♦♦♦♦♦♦♦♦♦♦
105 серия планировка 72м2????
Комнаты изолированные.
Сан узлы разделбные.
Потольки 2,85м
♦♦♦♦♦♦♦♦♦♦♦♦
Этаж 8 из 9 с крышей никаких проблем.
Хороший двор
2 большие лоджии
Квартира однозначно достойная вашего внимания.
Цена 44500$ разумный торг
♦♦♦♦♦♦♦♦♦♦♦♦
Документы все в порядке. Никаких рисков мы все проверили.
Конт телефон
0556488885
0772154708
0702863380
","""42.8451""","""74.5676""",https://www.house.kg/details/74193765f8e6c62cd8334-15152563
"2-комн. кв., 43 м2","Бишкек, Ч.Айтматова/Ахунбаева",$ 35 000,2 968 000 сом,$ 814/м2,69 023 сом/м2,Добавлено 2 месяца назад,,385,от собственника,кирпичный,2 этаж из 4,,43 м2,,хрущевка,центральное,хорошее,есть,,совмещенный,балкон,бронированная,,,,,,,магистральный,,домофон,частично меблирована,линолеум,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             тихий двор,                                             удобно под бизнес",нет,нет,рассмотрю варианты,"

                                    Описание от продавца                            
В связи с расширением продаю квартиру. За магазином Фрунзе. Тёплая квартира. Можно под бизнес. Современный, качественный ремонт.
Рядом магазины, универы, садик, транспорт. Отличный район, проверенный дом! Соседи отличные! 
0555999433
","""42.8422""","""74.5848""",https://www.house.kg/details/38152336007eb1499a887-99738977
"2-комн. кв., 72 м2","Бишкек, ул. Токтогула / ул. Исанова",$ 62 500,5 300 000 сом,$ 868/м2,73 611 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,272,от агента,"монолитный, 2018 г.",3 этаж из 16,,72 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 2 комнатную студию, элитную квартиру ПСО
Золотой квадрат
Центр города
Вся инфраструктура рядом
Токтогула / Исанова
СК ""Бай Таш Групп""
ЖК "" Элит Резиденс ""
3 этаж из 17 , не угол, окна восток
Квартира под самотделку
Дом сдан в эксплуатацию, техпаспорт, коммуникации центральные
Закрытый двор, видеонаблюдение, детская площадка
Ресепшн, охрана 24/7, консьерж.
Цена 62 500$
","""42.873""","""74.5901""",https://www.house.kg/details/63832095fdbcb39aae549-84651808
"2-комн. кв., 45 м2","Бишкек, ул.Чуйкова-1",$ 45 000,3 816 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 2 месяца назад,,207,от агента,"кирпичный, 2016 г.",10 этаж из 10,,45 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Срочно продаю 2 комнатную (студия) квартиру
СК Залкар Строй
Адрес Чуйкова/Гоголя
Этаж 10/10+тех этаж
Квадратура 45м2
Ремонт делали для себя и мебель +технику оставляем
Хотим передать наше гнёздышко в хорошие руки)))
Дом кирпичный, утеплённый
Детская площадка,даже есть очок кана
Цена 45000$
","""42.8671""","""74.5791""",https://www.house.kg/details/49894566007e6f3cd4957-16060849
"2-комн. кв., 98 м2",Бишкек,$ 66 000,5 596 800 сом,$ 673/м2,57 110 сом/м2,Добавлено 2 месяца назад,,221,от собственника,кирпичный,9 этаж из 10,,98 м2,,элитка,,под самоотделку (псо),,,раздельный,,бронированная,,,,,,,,,,,,3 м.,,,,,,"""42.8393""","""74.5826""",https://www.house.kg/details/15046356007ca5fce7874-68195568
"Коммерческая недвижимость, 850 м2",Бишкек,$ 382 500,32 436 000 сом,$ 450/м2,38 160 сом/м2,Добавлено 2 месяца назад,,205,от собственника,"другое, 2017 г.",,10,850 м2,8 соток,,автономное,под самоотделку (псо),есть,проводной,,,,,,,,,,,,"охрана,                                             видеонаблюдение",,,,,есть,нет,обмен на авто,"

                                    Описание от продавца                            
Продаю или сдаю подвальный помещения (Склад)
850 М2
Потолок 3,5 м
Вход с двух сторон, есть отдельный заезд для Грузового
Охрана 24/7, видеонаблюдения
Район Старого Аэропорта, по ул Ажыбек Баатыра 3/1
Модем сдать или продать половину!
Подвал элитного дома
Все вопросы по телефону 0702-92-32-55
","""42.8408""","""74.5796""",https://www.house.kg/details/6173186007b0e6e67856-72124403
"3-комн. кв., 93 м2","Бишкек, Выше Ахунбая 9/Манас",$ 83 500,7 080 800 сом,$ 898/м2,76 138 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,200,от собственника,монолитный,7 этаж из 12,,"93 м2, жилая: 85 м2, кухня: 14 м2",,элитка,центральное,евроремонт,есть,adsl,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаётся 3 комн. квартира в новом ЖК «Касабелла» в районе Ак-Кеме, Старый Аэропорт, выше Ахунбаева / Мира. 
СК Ихлас. 
Общая площадь 93м2. б
С евроремонтом 
Дом комфорт класса, 2/12этаже. 
Стены монолит кирпич, высота потолков 3 метра, панорамные окна 
Охраняемая территория. Система видео наблюдения. 2 лифта работают. Гостевой и подземный паркинг. Детская площадка.
•	Все коммуникации центральные
•	Лифт работает то
•	Дом заселён
•	Отличный район
Отличное месторасположение, удобная транспортная доступность.

Цена:83500
","""42.8403""","""74.5822""",https://www.house.kg/details/1491360051582de2db3-72874432
"Дом, 3-комн., 90 м2","Бишкек, Арча-Бешик ж/м, Тогуз-Тутун 9/Чортекова",$ 67 000,5 681 600 сом,$ 744/м2,63 129 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,604,от собственника,"кирпичный, 2012 г.",,1,"90 м2, жилая: 65 м2, кухня: 9 м2",4 соток,,на твердом топливе,хорошее,есть,проводной,совмещенный,,,,,,возможно подведение,центральное водоснабжение,есть,автономный,,решетки на окнах,частично меблирована,паркет,3 м.,пластиковые окна,,,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно Продаю дом.

отличный 90м2, 3х комнатный + с большим холлом, и ещё 1 комната кухня рабочая и полноценная Кухонная комната , дом кирпичный 1.5, участок 4,5 проведен газ, канализация подключить уже можно, отопление твердый и электр, санузел в доме и на ул. Двор брусч. 3 складских помещений на 40м2, от Чортекова всего 80метров ,торг по факту .
Срочная цена: 67 000$
Тел:,0706644776
","""42.8285""","""74.5431""",https://www.house.kg/details/89054816002c192496818-64742149
"1-комн. кв., 21 м2","Бишкек, Байтик батыра/скрабина",$ 14 000,1 187 200 сом,$ 667/м2,56 533 сом/м2,Добавлено 2 месяца назад,,333,от собственника,"кирпичный, 1995 г.",2 этаж из 4,,"21 м2, жилая: 16 м2, кухня: 16 м2",,сталинка,электрическое,среднее,нет,adsl,совмещенный,балкон,деревянная,паркинг,,,,,,нет,,домофон,частично меблирована,линолеум,3 м.,неугловая,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
срочно срочно
","""42.8486""","""74.6098""",https://www.house.kg/details/576447860074260da86d4-02641821
"Дом, 5-комн., 82 м2","Бишкек, Пишпек ж/м, Саратовский переулок 15",$ 45 000,3 816 000 сом,$ 549/м2,46 537 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,243,от собственника,"другое, 1960 г.",,1,82 м2,4 соток,,на газе,хорошее,нет,проводной,раздельный,,,,,,нет,центральное водоснабжение,есть,магистральный,,,частично меблирована,линолеум,2.7 м.,"пластиковые окна,                                             баня,                                             хозпостройки,                                             веранда",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю полдома 0556502086
","""42.8583""","""74.5496""",https://www.house.kg/details/20964696004209fae0643-98458413
"1-комн. кв., 33 м2","Бишкек, Кок-Жар м-н 19",$ 28 500,2 416 800 сом,$ 864/м2,73 236 сом/м2,Добавлено 2 месяца назад,,219,от агента,кирпичный,4 этаж из 5,,33 м2,,индивид. планировка,центральное,евроремонт,,,совмещенный,лоджия,бронированная,,,,,,,нет,,,частично меблирована,,,,,есть,,"

                                    Описание от продавца                            
1к. Кв Индивидуалка 33м2
Кирпичный Дом Корид. Типа
Мкр Кок-Жар д 19
На 4 этаже из 5
Алма Атинка/ Медерова
Новый евроремонт!
Очень уютная квартира!
Окна на Восток

Цена 28500$ миниторг

Тел. 0709374539
","""42.8498""","""74.6306""",https://www.house.kg/details/3230063600704d65035a3-34400335
"3-комн. кв., 110 м2","Бишкек, Карпинская/Огонбаева",$ 41 500,3 519 200 сом,$ 377/м2,31 993 сом/м2,Добавлено 2 месяца назад,,268,от собственника,панельный,1 этаж из 4,,"110 м2, жилая: 60 м2, кухня: 7 м2",,104 серия,центральное,хорошее,есть,проводной,совмещенный,лоджия,бронированная,,,,,,,,,,,дерево,,,,,,"

                                    Описание от продавца                            
Продам 3ком квартиру в Центри. Карпинка Огонбаева р-н Мега Кома 104с 1/4 не угловая, лоджия застеклённая, имеится прдвал 50м2 под бизнес 2ком, с отдельным выходом Срочно! Цена 41500$ тел 0509222777
","""42.8784""","""74.6198""",https://www.house.kg/details/92839026006e8afb74363-63711489
"3-комн. кв., 98 м2","Бишкек, Проспект Ч.Айтматова 4",$ 62 000,5 257 600 сом,$ 633/м2,53 649 сом/м2,Добавлено 5 месяцев назад,Поднято 2 месяца назад,418,от собственника,"монолитный, 2019 г.",9 этаж из 12,,"98 м2, кухня: 16 м2",,элитка,центральное,под самоотделку (псо),возможно подключение,adsl,2 с/у и более,балкон,бронированная,паркинг,,,,,,магистральный,,охрана,пустая,,3 м.,пластиковые окна,,,,"

                                    Описание от продавца                            
Продаю 3 комнатную квартиру в завершенном доме. Участок дома на красной книге. Находится в нескольких метрах от Ботанического сада. Ежедневные прогулки в «собственном» лесу в центре города это лучше любых общественных пространств. Квартира расположена на 9 этаже, с видом на лес и горы. Сквозные окна позволяют быстро проветривать квартиру.  
Идеально подходит для семьи, так как напротив в шаговой доступности находятся две лучшие школы Кыргызстана: новая Билимкана и новый Себат. Большая прилегающая лестничная площадка для коляски, велосипедов итд (на фото). 
Богатая инфраструктура: на первых этажах магазины, салоны, детские сады, Азия молл, центральные улицы(Боконбаева, Московская) находятся в 10 минутах. Идеальная планировка со сквозными окнами обеспечит проветриваемость квартиры. Новая городская велосипедная дорожка станет стимулом чтобы начать ежедневно использовать зеленый транспорт и быть здоровым.

3-х комнатная квартира, 3-х комнатную квартиру, купить 3-х комнатную квартиру, куплю 3-х комнатную квартиру, продам 3-х комнатную квартиру, трех комнатная квартира, трех комнатную квартиру, куплю трех комнатную квартиру, купить трех комнатную квартиру, продам трех комнатную квартиру, продать трех комнатную квартиру.
","""42.8626""","""74.5883""",https://www.house.kg/details/48336565f9e41a3d94c04-65719234
"2-комн. кв., 70 м2","Бишкек, просп. Чуй / ул. Ауэзова",$ 49 000,4 155 200 сом,$ 700/м2,59 360 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,310,от собственника,"монолитный, 2020 г.",9 этаж из 11,,"70 м2, жилая: 70 м2, кухня: 75 м2",,элитка,центральное,,,,,,бронированная,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
📍ПРОДАЮ 2х комн кв.
Цена:48.000$ с ремонтом. 
СК : ОЛИМП
📌Адрес : Аламедин 1
Этажность : 8 из 11
Площадь : 70 м2
Кирпичный,отопление центральное,канализация центральная,газ городской,видеонаблюдение,охраняемая территория  детска площадка,не угловая,балкон,скоростной бесшумный лифт,дом заселён люди живут,свежим евро ремонтом ещё никто не жил.

Жилой дом «Аламедин» Готовый дом для проживания вашей семьи! 👨‍👩‍👧‍👦 ⠀ 🏗Европейский стандарт качества строительства! 🏭Все центральные коммуникации! 🚠Два лифта в каждом подъезде! 🚙Гостевой и подземный паркинг! ⠀ 🗺Развитая инфраструктура района: 🏢Школы, детские сады, больницы! Рынок «Чынар» Продуктовые и вещевые магазины! 🚃Удобная транспортная развязка! ⠀ 📍Адрес: МКР АЛАМЕДИН-1 ( ориентир улиц Чуй-Ауэзова) 
Цена : 49.000$ 
Без посредников !
Хозяин.
📞0500556755📞
","""42.8737""","""74.6929""",https://www.house.kg/details/77257745fd1245ba92193-99440573
"2-комн. кв., 46 м2","Бишкек, 3 м-н, Донецкая 25/Карла Маркса",$ 38 000,3 222 400 сом,$ 826/м2,70 052 сом/м2,Добавлено 2 месяца назад,,172,от собственника,"панельный, 1970 г.",3 этаж из 4,,46 м2,,104 серия,центральное,хорошее,есть,проводной,совмещенный,застекленный балкон,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,кодовый замок,частично меблирована,дерево,2.6 м.,"пластиковые окна,                                             неугловая,                                             кладовка,                                             тихий двор,                                             кондиционер",,,,"

                                    Описание от продавца                            
трубы все новые,окна все пластиковые,солнечная сторона,квартира в хорошем состоянии
","""42.8376""","""74.6184""",https://www.house.kg/details/18249516006d59fc36d91-79552625
"3-комн. кв., 65 м2","Бишкек, чуй/турусбекова",$ 41 000,3 476 800 сом,$ 631/м2,53 489 сом/м2,Добавлено 2 месяца назад,,155,от агента,кирпичный,5 этаж из 5,,65 м2,,105 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся квартира 3-ком.(студия) 105 серия 5/5 этаж 
(65м2) С мебелью но чуть требуется ремонт. 
Адрес: Чуй пер. Турусбекова
Цена: 41,000$
Тел. 0703141819
","""42.8766""","""74.5848""",https://www.house.kg/details/86048656006d0a83a63e9-49254978
"1-комн. кв., 36 м2","Бишкек, 5 м-н",$ 26 000,2 204 800 сом,$ 722/м2,61 244 сом/м2,Добавлено 2 месяца назад,,498,от агента,кирпичный,2 этаж из 5,,36 м2,,индивид. планировка,центральное,евроремонт,возможно подключение,проводной,раздельный,нет,бронированная,,,,,,,,,,пустая,,,,,,,"

                                    Описание от продавца                            
Продаётся 1-комнатная квартира в 5 микрорайоне по ул.Донецкая возле Орто-Сайского рынка.
- 2/5 эт., 36.2 кв.м., не угловая, дом кирпичный.
- планировка индивидуальная - коридорный тип, но это не общежитие. Дом 1992 года постройки.
- состояние - новое, после ремонта: пластиковые окна, ламинат, натяжные потолки, новые двери, кафель.
- потолки 3.10м.
- все коммуникации центральные, кроме газа.
- удобная транспортная развязка и развитая инфраструктура района: образовательные учреждения, магазины, больницы и т.д.
","""42.8326""","""74.6256""",https://www.house.kg/details/94160496006c8bcb115d4-25712055
"Дом, 5-комн., 103 м2","Бишкек, Кара-Жыгач ж/м",$ 55 000,4 664 000 сом,$ 534/м2,45 282 сом/м2,Добавлено 2 месяца назад,,215,от агента,кирпичный,,1,103 м2,6 соток,,смешанное,хорошее,возможно подключение,проводной,совмещенный,,,,,,,,есть,магистральный,,,пустая,дерево,2.5 м.,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Дом ж.м. Кара-Жыгач участок-6 соток,103м2.цена55$ дом-4комнаты+кухня+сан узел+прихожая+котельная.So-103м2. Sж-65м2. Sк-13.5м2.! стены саман, недалеко от Ондош Ата,гараж, все коммуникации рядом, подземный гараж, двор на несколько авто, во вдоре строение 6 комнатное расчитанное на квартирантов. прошу 
цена :55000 $

О!: 0500697777
Мегаком: 0990991003
","""42.8598""","""74.6569""",https://www.house.kg/details/12503136006b951cd6487-97436608
"1-комн. кв., 50.74 м2","Бишкек, Матросова/Льва Толстого",$ 27 907,2 366 514 сом,$ 550/м2,46 640 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,305,от собственника,"монолитный, 2021 г.",14 этаж из 14,,50.74 м2,,элитка,центральное,под самоотделку (псо),возможно подключение,,,,,паркинг,,,,,,,,,пустая,,3 м.,,есть,есть,,"

                                    Описание от продавца                            
Продаются 1, 2, 3 комнатные квартиры

Жилой Комплекс «Пионер» – новый микрорайон🏙, новых возможностей🚀! Мы расширили варианты планировочных решений и оптимизировали площади квартир, сделав их комфортней, функциональней и доступнее! Широкий и просторный двор расположенный на территории 14 соток, с безопасной детской площадкой🤸‍♀ и зоной отдыха⛳.
⠀
Кирпично-монолитный дом🏢 обладает многими преимуществами: хорошая шумо- и теплоизоляция, благодаря чему в квартире создается комфортный микроклимат, высокие потолки и большие окна, позволяют наполнить дом светом☀ и воздухом🍀, весь комплекс объединен общей архитектурной концепцией, которая сплотит в себе современный и классический дизайн🎨, с отделкой фасада керамогранитом и жидким травертином, утепленный базальтовым волокном, который надежно защищает от сырости и любых климатических воздействий
⠀
•Центр города (Матросова 1а/ Льва Толстого)
• Красная книга📕
• Полный пакет разрешительных документов📑
• Площадь участка - 30 соток
• 2 кирпичных дома на 16 сотках🏢
• 14 соток - благоустройства и озеленение🌲🌳
• 14 этажей, из них 1-2 этажи просторные коммерческие помещения🏪
• 45 парковочных мест🚧
• В шаговой доступности: школы🏫, дет сады🏩, мед центры🏥, удобные транспортные развязки🛣, торговые центры🏪
• Все коммуникации центральные🚿
• Рассрочка до апреля 2021 года 
• Бартер на авто🚗 и недвижимость🏡
•Предусмотрена гибкая система оплаты📊
•Индивидуальный подход🤵 

•В эксплуатацию второй квартал 2021 года!
","""42.8628""","""74.6209""",https://www.house.kg/details/27834385fec5ef16150c3-42807814
