title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"1-комн. кв., 28.3 м2","Бишкек, БГУ, Ш.Руставели/Сухомлинова",$ 24 500,2 077 600 сом,$ 866/м2,73 413 сом/м2,Добавлено 11 дней назад,Поднято 10 дней назад,44,от собственника,кирпичный,3 этаж из 3,,28.3 м2,,хрущевка,центральное,требует ремонта,,,,застекленный балкон,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 1 к.квартиру по Ш.Руставели/Сухомлинова. 3 этаж из 3, не угловая. Балкон из зала, застеклен. Дом кирпичный, теплый, кровля шатровая. Развитая инфраструктура, рядом есть все. Цена снижена: 24500$. Обращайтесь: 0702092478
","""42.8464""","""74.5836""",https://www.house.kg/details/2554116604dfbe0d96ac4-44257083
"1-комн. кв., 30 м2","Бишкек, 4 м-н, К.Маркса/Донецкая",$ 32 500,2 756 000 сом,$ 1 083/м2,91 867 сом/м2,Добавлено 11 дней назад,Поднято 10 дней назад,112,от собственника,панельный,1 этаж из 4,,30 м2,,104 серия,центральное,хорошее,,,,,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продается 1 к.квартиру с большой застекленной лоджией, под лоджией имеется большой погреб. Этаж 1 из 4, 104 серия. Квартира после свежего ремонта. Санузел новый. Адрес: 4 мкр, идеальное расположение, К.Маркса/Донецкая. Все коммуникации центральные. Развитая инфраструктура, рядом есть все: школы, детсады, Ортосайский рынок и т.д. Цена: 32500$. Обращайтесь по номеру: 0702092478
","""42.8358""","""74.6243""",https://www.house.kg/details/7142375604df26a751e18-43409075
"3-комн. кв., 80 м2","Бишкек, 7 м-н",$ 56 000,4 748 800 сом,$ 700/м2,59 360 сом/м2,Добавлено 10 дней назад,,38,от собственника,панельный,5 этаж из 9,,"80 м2, жилая: 40 м2, кухня: 7.5 м2",,105 серия улучшенная,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаём 3 к.кв 105 серии в 7 мкр по Карла Маркса за Бета Сторесом 2, кв на 5 этаже в 9 эт.доме, не угловая, 2 лоджии (из зала и спальни), состояние без ремонта среднее, общая площадь с сушилкой около 80м2, очень хорошее расположение и хороший двор и дом, рядом школа и ортосайский рынок, Космопарк. Цена срочная 56000$
#квартира
#7мкр
#ортосайскийрынок
#бетасторес2
#космопарк
#105серия
#трехкомнатная
#четырехкомнатная
#сушилка
","""42.8324""","""74.6196""",https://www.house.kg/details/611399760503ed5807967-57205718
"2-комн. кв., 57 м2","Бишкек, Кок-Жар м-н, Ахунбаева-Молдокулова (Кок-Джар)",$ 40 900,3 468 320 сом,$ 718/м2,60 848 сом/м2,Добавлено 10 дней назад,,78,от агента,"монолитный, 2020 г.",3 этаж из 9,,57 м2,,элитка,на газе,евроремонт,,,,балкон,,,,,,,,,,,частично меблирована,,2.8 м.,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
40900$Полноценная 2-х комнатная квартира с евроремонтом в элитном жилом комплексе ""Family House"" в мкр. Кок-Жар: Ахунбаева/Молдокулова. 57,55 м2, 3 этаж из 9, с планировкой ""сквозная"", окна выходят на Юг и Север, кирпичный дом со всеми центральными коммуникациями, отопление из собственной газовой котельной, лифт работает, отопление дали. Застройщик: СК Эмаком. Цена: 40900$. Тел: 0550 105555
","""42.8394""","""74.6436""",https://www.house.kg/details/453014660503d9f527903-87998103
"2-комн. кв., 37 м2","Бишкек, Пишпек ж/м",$ 23 500,1 992 800 сом,$ 635/м2,53 859 сом/м2,Добавлено 10 дней назад,,44,от агента,кирпичный,1 этаж из 2,,37 м2,,индивид. планировка,,требует ремонта,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
срочно продаю 2 ком кв. район Пишпек.
","""42.8661""","""74.5671""",https://www.house.kg/details/785216160503c6bdc08c2-98818192
"2-комн. кв., 41 м2","Бишкек, Древесная 368",$ 26 000,2 204 800 сом,$ 634/м2,53 776 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,175,от агента,"кирпичный, 2020 г.",1 этаж из 3,,"41 м2, кухня: 12 м2",,индивид. планировка,электрическое,евроремонт,,,совмещенный,нет,металлическая,паркинг,,,,,,нет,,,частично меблирована,ламинат,2.85 м.,,,,обмен не предлагать,"

                                    Описание от продавца                            
продаю 2 комнатную квартиру в
 новом доме. площадь 41м2. Рядом конечная остановка. дом кирпичный. вся мебель остаётся.
","""42.9066""","""74.6264""",https://www.house.kg/details/1155703600ee0d72c3b27-05237092
"2-комн. кв., 73 м2","Бишкек, 12 м-н, мкрн 12, 21а (ул. Саякбая Каралаева / ул. Нуркамал Жетикашкаевой)",$ 59 900,5 079 520 сом,$ 821/м2,69 582 сом/м2,Добавлено 10 дней назад,,42,от агента,"монолитный, 2017 г.",9 этаж из 11,,73 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,магистральный,,,,,3 м.,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 2-х комнатную квартиру с дорогим ремонтом и встроенной мебелью в элитном доме в 12-мкр. 73 м2, 9 этаж из 11, с планировкой ""сквозная"", окна выходят на Запад и Восток, кирпичный дом со всеми центральными коммуникациями сдан в эксплуатацию. Застройщик: СК Елизавета. Цена: 59900$. Тел: 0550 105555
","""42.8157""","""74.6374""",https://www.house.kg/details/631473360503ab3b3b3b6-93623185
"1-комн. кв., 55 м2","Бишкек, Молдокулова 10/1/Ахунбаева",$ 35 000,2 968 000 сом,$ 636/м2,53 964 сом/м2,Добавлено 3 месяца назад,Поднято 10 дней назад,983,от собственника,"панельный, 20 г.",5 этаж из 9,,55 м2,,106 серия улучшенная,электрическое,евроремонт,,adsl,совмещенный,лоджия,бронированная,,,,,,,магистральный,,,,ламинат,2.8 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно!
Новый дом - Комфорт класса!
Бесшумный скоростной лифт !
Центральные коммуникации!
Качество высочайшего уровня!
Кок-Жар
","""42.8401""","""74.6445""",https://www.house.kg/details/85343775fec50a9170af1-97550574
"1-комн. кв., 47 м2",Бишкек,$ 16 500,1 399 200 сом,$ 351/м2,29 770 сом/м2,Добавлено 10 дней назад,,52,от собственника,кирпичный,5 этаж из 9,,47 м2,,элитка,,под самоотделку (псо),,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 1 ком кв под самоотделку. 47 м 2. под самоотделку сдадут начало 2022 года.
срочная цена 16500 $$$
","""42.8787""","""74.6405""",https://www.house.kg/details/4366086050382a6691c9-00192674
"1-комн. кв., 41 м2","Бишкек, Асанбай м-н, г. Бишкек ул. сухэ батор",$ 34 900,2 959 520 сом,$ 851/м2,72 183 сом/м2,Добавлено 10 дней назад,,50,от агента,"монолитный, 2020 г.",10 этаж из 11,,41 м2,,элитка,на газе,евроремонт,,,совмещенный,,,,,,,,,магистральный,,,,паркет,3 м.,"неугловая,                                             комнаты изолированы",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
34900$Продаю 1-комнатную квартиру с евроремонтом в новом элитном доме в мкр. Асанбай. 41 м2, 10 этаж из 11, кирпичный дом со всеми центральными коммуникациями, отопление из собственной газовой котельной. Дом сдан и заселён, тех паспорт имеется. Застройщик: СК НБК Курулуш. Цена: 34900$. Тел: 0550 105555
","""42.8138""","""74.6266""",https://www.house.kg/details/63809816050354162eb65-96451723
"Коммерческая недвижимость, 100 м2","Бишкек, Тунгуч м-н",$ 50 000,4 240 000 сом,$ 500/м2,42 400 сом/м2,Добавлено 7 месяцев назад,Поднято 10 дней назад,377,от собственника,кирпичный,,12,100 м2,,,,под самоотделку (псо),,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
срочно офис ,можно бартер!!?
","""42.853""","""74.6883""",https://www.house.kg/details/59061895f57618c433280-92954948
"Дом, 6 и более комнат, 300 м2","Бишкек, Арча-Бешик ж/м",$ 218 000,18 486 400 сом,$ 727/м2,61 621 сом/м2,Добавлено 3 месяца назад,Поднято 10 дней назад,552,от собственника,"кирпичный, 2020 г.",,2,300 м2,,,,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю новый особняк Арча Бешик. участок 6 соток, площадь 300 м2,евро ремонт
","""42.8318""","""74.5422""",https://www.house.kg/details/36477085ff4098203ee31-88904828
"Участок, 5 соток",Бишкек,$ 48 500,4 112 800 сом,,,Добавлено 10 дней назад,Поднято 10 дней назад,50,от агента,,,,,5 соток,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю участок 4,5 сотки. Фрунзе/Буденного.
","""42.8789""","""74.6423""",https://www.house.kg/details/5148802604f28028a8701-64126660
"2-комн. кв., 43 м2","Бишкек, Калык акиева 111а/Рыскулова",$ 33 000,2 798 400 сом,$ 767/м2,65 079 сом/м2,Добавлено 1 месяц назад,Поднято 10 дней назад,56,от агента,кирпичный,9 этаж из 10,,43 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,частично меблирована,,,,,,,,"""42.8792""","""74.5783""",https://www.house.kg/details/8385133602248f22bc805-41496973
"Дом, 6 и более комнат, 200 м2","Бишкек, Елецкий переулок 63/1/Матросова",$ 120 000,10 176 000 сом,$ 600/м2,50 880 сом/м2,Добавлено 7 месяцев назад,Поднято 10 дней назад,1367,от собственника,кирпичный,,2,"200 м2, жилая: 124 м2, кухня: 25 м2",4 соток,,смешанное,хорошее,есть,,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,,,,пустая,линолеум,,,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Очень срочно продаю дом ! 200 кв.м. В шикарном районе , центр ! Матросова , Елецкий. Отлично подойдет под бизнес , офис (хостел , детский сад и т.д), гараж на 3 машины , 4с/у. После ремонта. Все документы на руках, красная книга ! Минимальный торг.
","""42.8457""","""74.6179""",https://www.house.kg/details/60656315f589f159c03c1-84027095
"3-комн. кв., 58 м2","Бишкек, Городок строителей",$ 39 500,3 349 600 сом,$ 681/м2,57 752 сом/м2,Добавлено 4 месяца назад,Поднято 10 дней назад,439,от собственника,"панельный, 1989 г.",5 этаж из 5,,58 м2,,105 серия улучшенная,,,,,,,,,,,,,,,,,,,,,,,,,"""42.8751""","""74.6906""",https://www.house.kg/details/79251245fbc92fbde8576-91339978
"2-комн. кв., 31 м2","Бишкек, Западный автовокзал, Акмуз/Жумабекова",$ 16 500,1 399 200 сом,$ 532/м2,45 135 сом/м2,Добавлено 1 месяц назад,Поднято 10 дней назад,361,от собственника,"кирпичный, 2020 г.",2 этаж из 2,,31 м2,,малосемейка,электрическое,под самоотделку (псо),возможно подключение,,совмещенный,нет,металлическая,паркинг,,,,,,нет,,,пустая,,2.8 м.,"пластиковые окна,                                             кухня-студия",есть,,рассмотрю варианты,,"""42.882""","""74.5662""",https://www.house.kg/details/49955646028ee8293a1f0-21023641
"Коммерческая недвижимость, 18 м2","Бишкек, Рабочий Городок, Л.Толстого/Асаналиева",$ 12 000,1 017 600 сом,$ 667/м2,56 533 сом/м2,Добавлено 7 месяцев назад,Поднято 10 дней назад,745,от собственника,"другое, 2019 г.",,2,18 м2,,,,свободная планировка,,,,,,,,,,,,,,"охрана,                                             сигнализация,                                             видеонаблюдение",,,3 м.,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продаю контейнер на рынке “KG Комфорт”
","""42.865""","""74.5659""",https://www.house.kg/details/16273805f4474026e0f38-12741231
"2-комн. кв., 71 м2","Бишкек, Кок-Жар ж/м, куйручук/молдокулова",$ 34 000,2 883 200 сом,$ 479/м2,40 608 сом/м2,Добавлено 1 месяц назад,Поднято 10 дней назад,260,от собственника,"кирпичный, 2020 г.",7 этаж из 10,,"71 м2, жилая: 655 м2, кухня: 13 м2",,элитка,смешанное,под самоотделку (псо),есть,проводной,раздельный,лоджия,,рядом охраняемая стоянка,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",пустая,,3.2 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",есть,нет,рассмотрю варианты,"

                                    Описание от продавца                            
2кв. Кок-Жар элитка, Завершенный дом. 7/10.кирп.ПСО. 71м2. люди заселяются, лифт установлен. цена 34000$ тел. 0777325202
","""42.8496""","""74.6398""",https://www.house.kg/details/5154193602b95fe169136-78792644
"1-комн. кв., 47 м2","Бишкек, 5 м-н, Каралаева/Донецкая",$ 31 000,2 628 800 сом,$ 660/м2,55 932 сом/м2,Добавлено 1 месяц назад,Поднято 10 дней назад,223,от собственника,"монолитный, 2020 г.",12 этаж из 12,,"47 м2, жилая: 40 м2, кухня: 10 м2",,элитка,центральное,под самоотделку (псо),есть,проводной,совмещенный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",пустая,паркет,3.3 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 1кв. 5мкр Элитка, завершенный дом. тех.паспорт есть, люди живут, коммуникации дали, лифты работают, 12/12 +технический этаж. 47м2 ПСО. цена 31000$ подробно по тел. 0777325202
","""42.8334""","""74.6318""",https://www.house.kg/details/7870933602cb2a48f4d79-77212648
"Дом, 5-комн., 145 м2","Бишкек, Ак-Орго ж/м, Тоогуз кайрык 37/Ахунбаева с Алыкуловой",$ 75 000,6 360 000 сом,$ 517/м2,43 862 сом/м2,Добавлено 10 дней назад,,36,от собственника,"кирпичный, 2020 г.",,2,"145 м2, жилая: 145 м2, кухня: 18 м2",5 соток,,на газе,под самоотделку (псо),есть,,,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,,,"пластиковые окна,                                             сад",,,,,"""42.841""","""74.516""",https://www.house.kg/details/906816760501a4da38543-90294428
"2-комн. кв., 42 м2","Бишкек, Парк Ататюрк",$ 30 900,2 620 320 сом,$ 736/м2,62 389 сом/м2,Добавлено 10 дней назад,,121,от собственника,кирпичный,3 этаж из 4,,42 м2,,хрущевка,,хорошее,,,,,,,,,,,,,,,,,,,,есть,,"

                                    Описание от продавца                            
СРОЧНО❗Продаю 2 к. кв. 3/4 42 м2 цена:30900$ 
Панфилова/Скрябина
Продаю 2 комнатную квартиру
Общая площадь 42м2
на 3 этаже из 4х. “Хрущевка” 
• очень тёплый дом 
• сан узел 100 % кафель до потолка 
• 1 балкон из зала
• коммуникации все центральные
• кодовый домофон,
• детская игровая зона, тихий район
• экологически чистый район, свежий воздух
Отличная транспортная развязка
В шаговой доступности:
Парк Ата-Тюрк
Вузы: Мед. академия, КГМА, лицей КГМА
Школы: «лицей №61 Е.Якира», «Гимназия №48», «Акылтай», “Илим”
Частная школа QSI INT. SHOOL OF BISHKEK, ГимназиЯ
Детский сады: «Журавушка», «94», «Акылтай» «5», «78»
аптеки, магазин,
Цена 30900 $
Контактный номер: 0552375577 или 0702404504
Покажу в течении 30 минут!!
","""42.8503""","""74.5994""",https://www.house.kg/details/801640605016467c3208-93971204
"Дом, 5-комн., 170 м2","Бишкек, Ак-Орго ж/м, Тогуз-Кайрык 37/Ахунбаева",$ 75 000,6 360 000 сом,$ 441/м2,37 412 сом/м2,Добавлено 10 дней назад,,49,от собственника,"кирпичный, 2021 г.",,2,170 м2,5 соток,,на газе,черновая отделка,возможно подключение,проводной,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,пустая,плитка,3 м.,"пластиковые окна,                                             сад,                                             хозпостройки",нет,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продаётся двухэтажный дом г.Бишкек в отличном, экологически-чистый и переспективный район! Рассматрю варианты. Адрес: ж/м Ак-орго. Рядом  школа, детский сад, детская площадка. Ахунбаева .Ходят троллейбусы, маршрутки,автобусы.Дом построен по всем строительным нормам и стандартом. Подключен к центральному канализацию. Проведен газ.  Времянка 2х комнатная. Душ. Со всеми удобствами. Хоз постройка, сан узел снаружи и внутри Уч. 5сот красная книга. Дом армирован, стена 1.5 кирпича, дом под псо,осталось только отделка. Фундамент 2 метра в глубину, крыша Российские, окна Турецкие. Дом продаётся ниже себестоимости Цена: 75000$. Тел:0500731212, 0708092117
","""42.841""","""74.5157""",https://www.house.kg/details/70377086050117320d672-69798295
"2-комн. кв., 46 м2","Бишкек, 8 м-н",$ 37 500,3 180 000 сом,$ 815/м2,69 130 сом/м2,Добавлено 25 дней назад,Поднято 10 дней назад,113,от агента,кирпичный,4 этаж из 4,,46 м2,,104 серия,,хорошее,,,совмещенный,застекленный балкон,,,,,,,,магистральный,,кодовый замок,частично меблирована,линолеум,,"пластиковые окна,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продается 2 комнатная квартира в 8 микрорайоне.  Этаж 4 из 4. Окна в спальне пластиковые, на полу линолеум, балкон застеклен, кафель - сан. узел, кухня. В хорошем состоянии.
Квартира расположена в хорошем районе, рядом ортосайский базар, 5 поликлиника
","""42.8329""","""74.6085""",https://www.house.kg/details/5126561603c9379bbfed7-10775637
"3-комн. кв., 73 м2","Бишкек, Юг-2 м-н, Л. Толстого/Советская",$ 67 000,5 681 600 сом,$ 918/м2,77 830 сом/м2,Добавлено 1 месяц назад,Поднято 10 дней назад,186,от агента,"кирпичный, 1993 г.",8 этаж из 9,,"73 м2, жилая: 44 м2, кухня: 10.9 м2",,индивид. планировка,центральное,хорошее,есть,adsl,раздельный,лоджия,металлическая,,,,,,,магистральный,,,,линолеум,,,,,,"

                                    Описание от продавца                            
Л. Толстого-Советская, Юг-2, 3 ком., этаж 8 из 9, не угловая, окна пластик, лоджия стекло расширенная, душ. кабина+ванная, хорошее состояние!!!
","""42.8623""","""74.6099""",https://www.house.kg/details/1518151602cac55341b25-87678689
"свободная планировка кв., 95 м2",Бишкек,$ 52 250,4 430 800 сом,$ 550/м2,46 640 сом/м2,Добавлено 12 дней назад,Поднято 10 дней назад,75,от агента,монолитный,1 этаж из 12,,95 м2,,элитка,,евроремонт,,,раздельный,,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",,,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продаются квартиры в элитных  строящихся домах от SF building. В ассортименте представлены однокомнатные, двухкомнатные, трехкомнатные и четырехкомнатные квартиры. 

Расположение Куттубаева / Южная магистраль на стадии строительства. Сдают во второй половине (июль 2023 года)

 

Квадратура: 

 

Однокомнатная - 29,55;  32,72;  38,93

Двухкомнатные - 51,20;  63,18

Трехкомнатные - 72,09;  89,51

Четырехкомнатные - 94,77 

 

Оплата:

 

100% оплаты - 550 за м2

 50% оплаты - 580 за м2

 30% оплаты - 610 за м2

 

Рассрочка без первоначального взноса на 24-36 месяцев .

Звонить по номерам: 0554765567, 0553548537, 0770211120
","""42.8286""","""74.5968""",https://www.house.kg/details/8496542604c7c04a1ac07-05686313
