title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"4-комн. кв., 118 м2","Бишкек, Восток-5 м-н",$ 66 156,5 610 000 сом,$ 561/м2,47 542 сом/м2,Добавлено 16 дней назад,,64,от собственника,панельный,4 этаж из 9,,118 м2,,индивид. планировка,центральное,евроремонт,,,раздельный,лоджия,бронированная,,,,,,,магистральный,,кодовый замок,пустая,линолеум,,"пластиковые окна,                                             комнаты изолированы",нет,нет,,"

                                    Описание от продавца                            
Продается 4 ком. кв. индивидуальной планировки Район Восток 5. Лоджии застекленные, Окна пластик . Сан. узел раздельный.   66 000 доллоров
","""42.8751""","""74.6325""",https://www.house.kg/details/491835660484d44960ad8-57837937,
"Дом, 5-комн., 140 м2",Бишкек,$ 101 000,8 564 800 сом,$ 721/м2,61 177 сом/м2,Добавлено 8 месяцев назад,Поднято 16 дней назад,596,от собственника,"кирпичный, 2018 г.",,1,140 м2,4 соток,,,евроремонт,,проводной,,,,,,,,центральное водоснабжение,есть,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продается дом.Адрес Арча-Бешике Селекция. 
Площадь земельного участка- 4 соток.
Дом из  5 комнат, сан.узел, коридор, прихожая, дом полностью из жженного кирпича. Есть электричество, вода, канализация, планируется скоро провести газ. Имеется подвал как отдельная большая комната с топкой, аккуратные очоки + казаны с подарок. Огород на ваше усмотрение можно сделать ландшафтный дизайн или разбить фруктовый сад. Также навес для машины. С документами проблем нет, имеется красная книга. Дом новый, не требует вложений, ремонта. Рядом доступны школа, дет.сад, магазины, с транспортной связью проблем нет.  Добрые, приветливые соседи, чистый воздух. Цена 101000 тыс. долл. США торг приветствуются. наличными. Тел: 0771524959 и 0700089792 вотсп на этих тел.номерах
","""42.8424""","""74.5314""",https://www.house.kg/details/14825575f30b78ec37721-16506223,
"Дом, 6 и более комнат, 308 м2","Бишкек, салиева",$ 125 000,10 600 000 сом,$ 406/м2,34 416 сом/м2,Добавлено 7 месяцев назад,Поднято 16 дней назад,438,от собственника,"кирпичный, 2015 г.",,2,"308 м2, жилая: 231 м2",7 соток,,на твердом топливе,хорошее,,проводной,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Срочно Срочно!!! Продаетчя большой дом с большим участком 7 соток  на участке 2 дома. Дом из 2х этажа  1-й этаж 4 комнат 2й этаж 5 комнат с квартирантами второй дом сдан в аренду под шв цех.коммуникация: газ,вода,свет,центр канализация,интернет есть. Находится рядом с Аламелинский рынок на салиева гражданская.дом новый построен 2015 год.цена 125000$ из за срочности уступим.
","""42.883""","""74.6332""",https://www.house.kg/details/78502085f5b815a523b00-42964653,
"2-комн. кв., 66 м2","Бишкек, грибоедова",$ 56 000,4 748 800 сом,$ 848/м2,71 952 сом/м2,Добавлено 4 месяца назад,Поднято 16 дней назад,272,от собственника,"кирпичный, 2015 г.",2 этаж из 5,,66 м2,,элитка,,хорошее,,,,,,,,,,,,,,,,,,,,есть,,"

                                    Описание от продавца                            
Продаю 2хком квартиру в 5-этажном доме с мансардой на 2-этаже 66квм ,сан узел раздельный ,клубный дом, расположенный в тихом месте,как в санатории.Высота потолка 3м 05см.Окна широкие смотрят на Юг,что очень правильно по Феншуй))падает правильная энергетика.Дом кирпичный,стены толстые,зимой тепло,летом прохладно.Отопление электрическое очень экономное.Тех паспорт есть,до НГ да будет введен в эксплуатацию.Есть крытая своя парковка.Прошу56000долл сша
","""42.8423""","""74.5749""",https://www.house.kg/details/45717155fcdb6514ca378-18656302,
"Дом, 4-комн., 55 м2","Бишкек, Алтын-Бешик ж/м",$ 29 900,2 535 520 сом,$ 544/м2,46 100 сом/м2,Добавлено 3 месяца назад,Поднято 16 дней назад,290,от агента,"другое, 2002 г.",,1,55 м2,,,,,,,,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,,,,,,с доплатой покупателя,"

                                    Описание от продавца                            
Продаю зем.участок по адресу ж.м.Колмо ул.Алтын-Бешик.16 . 5.4 по документам а фактически  7.4соток.На участке 2 времянки по 2 комнаты(живут квартиранты)все документы в порядке.Коммуникации:газ,свет,центральная канализация, вода.участок прямоугольной формы ,имеются также все разрешения и проект на строительство дома.Просим 30т$торг.есть.варианты тоже. Обращ.по тел.и вотсап 0771524959.
","""42.8996""","""74.5575""",https://www.house.kg/details/6909445ff6b53eb4c6b2-76102317,
"Участок, 41 соток","Бишкек, юлиус фучика",$ 500 000,42 400 000 сом,,,Добавлено 12 месяцев назад,Поднято 16 дней назад,467,от собственника,,,,,41 соток,,,,,,,,,,"свет,                                             газ,                                             интернет,                                             канализация",,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продается участоек под бизнес по первой линии по ул юлиус фучика.на против офиса гаспрома.41 сотка цена 500000$ без торга.долевой не расматриваем.0700089792
","""42.8919""","""74.5471""",https://www.house.kg/details/92438295e95aa752ba707-79229998,
"Дом, 6 и более комнат, 600 м2","Бишкек, Кара-Жыгач ж/м",$ 75 000,6 360 000 сом,$ 125/м2,10 600 сом/м2,Добавлено 16 дней назад,,63,от собственника,"кирпичный, 2005 г.",,1,"600 м2, жилая: 140 м2, кухня: 30 м2",6 соток,,смешанное,хорошее,нет,,раздельный,,,,,,центральная,центральное водоснабжение,есть,,,,частично меблирована,дерево,2.8 м.,,,,,"

                                    Описание от продавца                            
Продаётся дом в хорошем состоянии. Доброжелательные соседи. Школа недалеко от дома. Магазины в шаговой доступности.
","""42.8639""","""74.6632""",https://www.house.kg/details/9056050604847ac39bc92-54881402,
"Коммерческая недвижимость, 1300 м2","Бишкек, Шлагбаум, итергельпо",$ 400 000,33 920 000 сом,$ 308/м2,26 092 сом/м2,Добавлено 16 дней назад,,87,от собственника,"монолитный, 2000 г.",,1,1300 м2,14 соток,,центральное,хорошее,есть,adsl,,,,,,,,,,,,"охрана,                                             видеонаблюдение,                                             кодовый замок,                                             сигнализация",,,6 м.,,,,,"

                                    Описание от продавца                            
Продаю действующую производственную базу;
1. Участок 13,8 сотых,Красная книга. Свет,вода,центральная канализация.
2 Производственный ангар площадью 1300м2,с действующим оборудованием.
3. Удобное расположение, есть ж/д тупик.
Цена 400000$ окончательно. Доп.информация по телефону 0557(505)202133
","""42.8692""","""74.5502""",https://www.house.kg/details/218735260484665d45f75-42491453,
"4-комн. кв., 80 м2","Бишкек, Юг-2 м-н",$ 69 000,5 851 200 сом,$ 863/м2,73 140 сом/м2,Добавлено 7 месяцев назад,Поднято 16 дней назад,733,от собственника,панельный,9 этаж из 9,,80 м2,,106 серия,центральное,хорошее,есть,проводной,раздельный,лоджия,,,,,,,,магистральный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,,2.9 м.,"новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
Юг-2, 4-х комнатная, на этажах по две квартиры утепленная, потолки натяжные, три застекленные лоджии со встроенными шкафами и теплыми полами,  имеется кладовая комната, расположение юг-север с прекрасным видом на город и горы, отличная  инфраструктура- все в шаговой доступности. меблирована, на  окнах решетки.
","""42.8596""","""74.6088""",https://www.house.kg/details/75870515f3c29d29a1585-48481555,
"3-комн. кв., 58 м2","Бишкек, Филармония, Тимирязева 10/Чокморова",$ 5 200,440 960 сом,$ 90/м2,7 603 сом/м2,Добавлено 16 дней назад,,1086,от собственника,панельный,4 этаж из 5,,58 м2,,104 серия,центральное,евроремонт,есть,проводной,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,ламинат,2.5 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             кладовка,                                             тихий двор",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 3х комн кв р-н Московская/Уметалиева, квартира с дизайнерским ремонтом, всё новое, центр.коммун.
","""42.869""","""74.5787""",https://www.house.kg/details/843321760483c3b5f1296-74741588,
"2-комн. кв., 70 м2","Бишкек, Токомбаева",$ 67 000,5 681 600 сом,$ 957/м2,81 166 сом/м2,Добавлено 21 день назад,Поднято 16 дней назад,79,от собственника,"кирпичный, 2020 г.",2 этаж из 9,,70 м2,,элитка,центральное,евроремонт,возможно подключение,оптика,раздельный,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,домофон,пустая,ламинат,3 м.,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю или меняю на авто
2-х комнатную квартиру в 12 мкр-не, по ул. Токомбаева (южная магистраль) . На 2-м этаже 10-ти этажного дома. Общая площадь 70 кв.М. С ремонтом.  Все коммуникации. Чистый двор с детской площадкой.
Цена:67 000 $
","""42.8116""","""74.6361""",https://www.house.kg/details/46019246041a7946b8fd6-63799231,
"Участок, 41 соток","Бишкек, Фучика б/н",$ 430 000,36 464 000 сом,,,Добавлено 1 год назад,Поднято 16 дней назад,2247,от собственника,,,,,41 соток,,,,,,,,,,"свет,                                             газ,                                             интернет,                                             отопление,                                             вода,                                             телефон,                                             канализация",в городе,,,,,,,,,,,нет,нет,рассмотрю варианты,"

                                    Описание от продавца                            
Продается участок общей площадью 41 сотка под строительство. Красная книга. Все коммуникации. По адресу: г.Бишкек, по ул.Фучика, ниже ул.Профсоюзной, напротив офиса Газпром. Цена: 36 550 000. Тел:+996705578888
","""42.8916""","""74.5475""",https://www.house.kg/details/34426185df6fbbcb5a345-09386330,
"Коммерческая недвижимость, 241 м2","Бишкек, Кудрука  88/Молодая Гвардия",$ 35 000,2 968 000 сом,$ 145/м2,12 315 сом/м2,Добавлено 1 год назад,Поднято 16 дней назад,1286,от собственника,кирпичный,,4,241 м2,,,,требует ремонта,,,,,,,,,,,,,,,,,,,нет,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продается полуподвальное помещение общей площадью 241 кв.м., в г.Бишкек, по ул.Кудрука д.88, не далеко от ул.Молодая Гвардия. Цена: 35 000 $ (рассмотрим варианты). Тел.0705578888, 0556440004
","""42.8892""","""74.5795""",https://www.house.kg/details/98568935e587da7d0f5d1-91257016,
"2-комн. кв., 48 м2","Бишкек, Верхний Джал м-н",$ 39 000,3 307 200 сом,$ 813/м2,68 900 сом/м2,Добавлено 16 дней назад,,88,от собственника,панельный,2 этаж из 5,,48 м2,,105 серия,центральное,хорошее,,,совмещенный,лоджия,,,,,,,,нет,,,,,,,,есть,,"

                                    Описание от продавца                            
Продаю 2-х комн кв, мкр. Джал, ул. Масалиева / Тыналиева. 105 серия, 48м2, этаж 2/5, лоджия застеклена, центральное отопление, газа в доме нету, пластиковые окна, линолеум. 
Цена: 39 000$
Тел.: 0705797779.
","""42.8302""","""74.5696""",https://www.house.kg/details/5729101604832ca5bf3e8-12992890,
"Дом, 4-комн., 121.3 м2",Бишкек,$ 65 000,5 512 000 сом,$ 536/м2,45 441 сом/м2,Добавлено 5 месяцев назад,Поднято 16 дней назад,454,от собственника,другое,,1,121.3 м2,5 соток,,на газе,хорошее,есть,оптика,раздельный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,ламинат,,"пластиковые окна,                                             баня,                                             хозпостройки,                                             навес,                                             гараж,                                             3 фазы",,,,"

                                    Описание от продавца                            
Срочно!Продается дом, район Западного Автовокзала. Участок 5 соток, красная книга. В доме 4 комнаты и кухня, сан.узел, центральная канализация, стоит Аристон, газ.отопление, окна пластиковые, кондиционер, интернет. Двор выложен брусчаткой,есть навес, вольер для собак, хоз.постройки, баня.
","""42.8904""","""74.5651""",https://www.house.kg/details/38029745f9649137ec304-80196209,
"Дом, 5-комн., 100 м2","Бишкек, Ак-Босого ж/м, чуй1 3",$ 35 000,2 968 000 сом,$ 350/м2,29 680 сом/м2,Добавлено 16 дней назад,,89,от собственника,"другое, 2016 г.",,1,"100 м2, жилая: 100 м2, кухня: 20 м2",4 соток,,на твердом топливе,хорошее,возможно подключение,проводной,нет,,,,,,септик,центральное водоснабжение,есть,возможно подключение,,"видеонаблюдение,                                             домофон",частично меблирована,линолеум,2.6 м.,"пластиковые окна,                                             хозпостройки",,,рассмотрю варианты,,"""42.9295""","""74.5802""",https://www.house.kg/details/900380604805f5cc2632-78881051,
"Дом, 6 и более комнат, 250 м2","Бишкек, Арча-Бешик ж/м, Ул. Кара Коо 32/Тыналиева",$ 300 000,25 440 000 сом,$ 1 200/м2,101 760 сом/м2,Добавлено 2 месяца назад,Поднято 16 дней назад,313,от собственника,"кирпичный, 2012 г.",,2,"250 м2, жилая: 190 м2, кухня: 25 м2",9 соток,,,евроремонт,,проводной,раздельный,,,,,,,центральное водоснабжение,есть,магистральный,,видеонаблюдение,,ламинат,2.9 м.,"пластиковые окна,                                             сад,                                             хозпостройки,                                             гараж,                                             3 фазы",,есть,,,"""42.8253""","""74.5738""",https://www.house.kg/details/6945442600177915c9106-73419152,
"Дом, 4-комн., 200 м2","Бишкек, Кудайберген, п.лумумбы 26",$ 80 000,6 784 000 сом,$ 400/м2,33 920 сом/м2,Добавлено 24 дня назад,Поднято 16 дней назад,143,от собственника,кирпичный,,2,"200 м2, жилая: 100 м2",3.8 соток,,на твердом топливе,среднее,есть,,,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
продаю дом район Кудайберген ул п.лумумбы 26. можно и под сто.
","""42.8767""","""74.5269""",https://www.house.kg/details/5741529603cb78d72c515-36289567,
"2-комн. кв., 45 м2","Бишкек, Кызыл-Аскер ж/м, Кустанайская 38",$ 30 000,2 544 000 сом,$ 667/м2,56 533 сом/м2,Добавлено 16 дней назад,,89,от собственника,"кирпичный, 1971 г.",1 этаж из 4,,45 м2,,104 серия улучшенная,центральное,среднее,возможно подключение,,раздельный,нет,бронированная,паркинг,,,,,,магистральный,,"решетки на окнах,                                             домофон",частично меблирована,дерево,,"кладовка,                                             тихий двор",нет,нет,,"

                                    Описание от продавца                            
Срочно продаётся 2 ком кв !
В районе:киркомстром
 улица кустанайская 38 дом
Центру города 15 мин
1 этаж из 4 
есть место для гаража, + для цветов  (участок)
ремонт: средний 
рядом: школа,садик, продуктовый оптовые магазин,спорт залы 
близко к трассе чуй, 500 метров
район очень хороший тихий, соседи 👍
","""42.8706""","""74.512""",https://www.house.kg/details/11528666047b41166a500-97962364,
"3-комн. кв., 62 м2","Бишкек, 5 м-н",$ 43 500,3 688 800 сом,$ 702/м2,59 497 сом/м2,Добавлено 16 дней назад,,76,от собственника,"панельный, 1990 г.",1 этаж из 4,,"62 м2, жилая: 62 м2, кухня: 62 м2",,104 серия улучшенная,центральное,хорошее,есть,проводной,совмещенный,застекленный балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             видеодомофон,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,паркет,2.9 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,есть,с доплатой покупателя,"

                                    Описание от продавца                            
Продаю 3 квартиру 104 улучшенной серии, хороший ремонт, все необходимые коммуникации, удобства имеются!
","""42.8301""","""74.6273""",https://www.house.kg/details/16821906047af0b33e8d4-28269573,
"2-комн. кв., 52 м2","Бишкек, Молодая Гвардия, Молодая Гвардия пересекает боконбаева 4/Боконбаева",$ 37 000,3 137 600 сом,$ 712/м2,60 338 сом/м2,Добавлено 16 дней назад,,106,от собственника,"кирпичный, 1973 г.",3 этаж из 5,,"52 м2, жилая: 47 м2",,индивид. планировка,центральное,хорошее,нет,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             кодовый замок",частично меблирована,ковролин,3 м.,"неугловая,                                             тихий двор,                                             кладовка",,есть,,"

                                    Описание от продавца                            
Продаётся квартира 2х комнатная все вопросы по телефону 0555300030
","""42.8691""","""74.5741""",https://www.house.kg/details/48009536047ab660bcf38-42184090,
"1-комн. кв., 39 м2","Бишкек, Ажибек Баатыра 7а/Джунусалиева",$ 38 000,3 222 400 сом,$ 974/м2,82 626 сом/м2,Добавлено 16 дней назад,,80,от собственника,"монолитный, 2018 г.",12 этаж из 12,,39 м2,,элитка,центральное,евроремонт,возможно подключение,оптика,совмещенный,балкон,бронированная,паркинг,,,,,,возможно подключение,,"охрана,                                             консьерж",частично меблирована,паркет,3 м.,"новая сантехника,                                             кондиционер,                                             неугловая,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 1к квартиру. 38.5 кв.м. 12/12 этаж.

Район Политеха. Ул. Ажибек Баатыра.

СК Ихлас.

Жк Касабелла.

Дом сдан в 2019м году. 2 лифта, 1 грузовой.

есть двор с парковкой и платная подземная.

Фасад - сарыташ.

Все центральные коммуникации. Дома тепло.

Дорогой качественный ремонт.

Прекрасный вид из балкона.

Встроенный шкаф. Панорамные алюминиевые окна. Кондиционер. Теплый пол. 

Классный и тихий район. Все рядом.

Просим 38000. все что на фото останется.

Реальным клиентам уступим.

Собственник.

Техпаспорт на руках!
","""42.8403""","""74.5822""",https://www.house.kg/details/888516160479bbcee41d9-08692176,
"5-комн. кв., 155 м2",Бишкек,$ 93 600,7 937 280 сом,$ 604/м2,51 208 сом/м2,Добавлено 16 дней назад,,80,от агента,монолитный,3 этаж из 12,,155 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 5-ти комнатную квартиру в хорошем районе!

Душанбинка/Джаманбаева, СК ""ОргТехСтрой"".

ПСО. Общая площадь - 155,7 кв. Метров. + 2 места подзем.паркинга

3 этаж из 12

Центральные коммуникации, охраняемая территория, бесшумные лифты, детская площадка.

Возможен обмен на полноценную 4-ех ком. Квартиру либо на Тан-хаус в городке с моей доплатой.

Цена всего 93600$ (600$ за м2)
","""42.8494""","""74.5901""",https://www.house.kg/details/3726325604798b7bf1174-89532724,
"1-комн. кв., 45 м2","Бишкек, Кок-Жар ж/м, куйручук 28",$ 30 000,2 544 000 сом,$ 667/м2,56 533 сом/м2,Добавлено 11 месяцев назад,Поднято 16 дней назад,931,от собственника,панельный,2 этаж из 9,,45 м2,,106 серия улучшенная,электрическое,евроремонт,возможно подключение,,совмещенный,,бронированная,паркинг,,,,,,магистральный,,,пустая,,2.8 м.,,,,,"

                                    Описание от продавца                            
1 комн кв 106 +серия...с евроремонтом.
.заселен на 80%..квартира теплая..не угловая..утеплена базальт..школа .дет сад рядом.
","""42.8465""","""74.6412""",https://www.house.kg/details/95575515eb93a300aa9b1-98437523,
"3-комн. кв., 77.2 м2",Бишкек,$ 50 000,4 240 000 сом,$ 648/м2,54 922 сом/м2,Добавлено 16 дней назад,,81,от собственника,кирпичный,2 этаж из 4,,77.2 м2,,хрущевка,центральное,хорошее,есть,проводной,совмещенный,балкон,деревянная,,,,,,,магистральный,,,полностью меблирована,,,,,,,,"""42.8584""","""74.6138""",https://www.house.kg/details/780257460478ce209c1c6-77325116,
"3-комн. кв., 55 м2",Бишкек,$ 40 500,3 434 400 сом,$ 736/м2,62 444 сом/м2,Добавлено 16 дней назад,,53,от агента,кирпичный,5 этаж из 5,,55 м2,,индивид. планировка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3 комнатную квартиру индивидуальный проект
Боконбаева / Логвиненко . Центр 
Площадь 55,3 М2 
5 этаж из 5 , угол , дом кирпичный
Коммуникации центральные
Большой огороженный двор
Рядом 70 гимназия , 28 гимназия , Мед училище 
Цена 40 500 $ небольшой торг
","""42.8671""","""74.5985""",https://www.house.kg/details/427744760478bb9839f76-43461728,
"Дом, 3-комн., 400 м2","Бишкек, Тимура Фрунзе 66/Гагарина",$ 64 000,5 427 200 сом,$ 160/м2,13 568 сом/м2,Добавлено 16 дней назад,,87,от собственника,другое,,1,"400 м2, жилая: 83 м2, кухня: 18 м2",4 соток,,на газе,среднее,есть,,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,решетки на окнах,частично меблирована,дерево,,"пластиковые окна,                                             баня,                                             хозпостройки,                                             навес",,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю частный дом в связи с переездом

🏘 В районе института земледелия

 Есть газовое отопление...газовый котёл корейского производства(Navien)

 Имеется центральная канализация

🛋 Продаем частично с мебелью...
Также имеется кондиционер (зима/лето) 

 Дом находится в хорошем и удобном месте...по улице Тимура Фрунзе!
Магазины,салон красоты и аптека по соседству...также в шаговой доступности Globus. 

 Рядом остановка со всеми городскими маршрутками и троллейбусами

Реальному клиенту уступим!!!Также может рассматриваться для бизнеса..т.к дом находится в очень хорошем месте..по улице Тимура Фрунзе !!


#продажа недвижимости продам дом продаю дом купить дом частный дом бишкек
","""42.8535""","""74.5358""",https://www.house.kg/details/606218360478ac062d7e6-82980838,
"2-комн. кв., 70 м2","Бишкек, Анкара 28/Чолпон Атинская",$ 53 900,4 570 720 сом,$ 770/м2,65 296 сом/м2,Добавлено 16 дней назад,,85,от собственника,"монолитный, 2016 г.",10 этаж из 10,,"70 м2, жилая: 68 м2, кухня: 16 м2",,элитка,центральное,евроремонт,возможно подключение,оптика,раздельный,балкон,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             охрана,                                             видеонаблюдение",,,3.03 м.,"неугловая,                                             тихий двор,                                             улучшенная,                                             пластиковые окна",,есть,,,"""42.8545""","""74.6736""",https://www.house.kg/details/9063018604789f6543ff0-84888524,
"Участок, 5.5 соток","Бишкек, Дачная",$ 22 000,1 865 600 сом,,,Добавлено 9 месяцев назад,Поднято 16 дней назад,1985,от собственника,,,,,5.5 соток,,,,,,,,,,,в городе,,,,,,,,,,,нет,нет,,"

                                    Описание от продавца                            
Продается участок в 5,5 соток в районе улиц Советской-Щербакова. Точнее в районе улиц Советской-Фере (улица ""Турбазы""). В 600 метрах от Советской к востоку. На машине - 3 мин, пешком - 7 мин. Рядом парк ""Карагачевая роща"". Все документы в порядке, имеются красная книга и тех.паспорт. Все коммуникации центральные: свет, газ, вода, центр. канализация. Вокруг построены новые особняки. Район тихий, спокойный, хорошие соседи. Цена: 22000$.

Там же рядом имеется участок в 4 сотки. Все документы также в порядке, красная книга, тех.паспорт. Цена: 16000 $

Все вопросы только по телефонам: 0705 677547, 0703 977907, 0554 977907
","""42.9083""","""74.6183""",https://www.house.kg/details/87507155f08cb01d877d7-34292223,
"Участок, 4 соток","Бишкек, Дачная",$ 16 000,1 356 800 сом,,,Добавлено 9 месяцев назад,Поднято 16 дней назад,2778,от собственника,,,,,4 соток,,,,,,,,,,,в городе,,,,,,,,,,,нет,нет,,"

                                    Описание от продавца                            
Продается участок в 4 сотки в районе улиц Советской-Щербакова. Точнее в районе улиц Советской-Фере (улица ""Турбазы""). В 600 метрах от Советской к востоку. На машине - 3 мин, пешком - 7 мин. Рядом парк ""Карагачевая роща"". Все документы в порядке, имеются красная книга и тех.паспорт. Все коммуникации центральные: свет, газ, вода, центр. канализация. Вокруг построены новые особняки. Район тихий, спокойный, хорошие соседи. Цена: 16000$.

Там же рядом имеется участок в 5.5 соток. Все документы также в порядке, красная книга, тех.паспорт. Цена: 22000 $

Все вопросы только по телефонам: 0705 677547, 0703 977907, 0554 977907
","""42.9083""","""74.6183""",https://www.house.kg/details/7831775f08c124b5add6-63053327,
"3-комн. кв., 104 м2","Бишкек, 11 м-н",$ 85 500,7 250 400 сом,$ 822/м2,69 715 сом/м2,Добавлено 16 дней назад,,72,от собственника,монолитный,9 этаж из 9,,104 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно!!продаю 3-х комнатную квартиру + сушилка. с хорошим ремонтам,частично с мебелью.БЕЗ ПОСРЕДНИКОВ 
-находится в 11 мкр, рядом №63 Школа гимназия 
-все центральные коммуникации 
-дом новый(2015г)
-планировка сквозная окна выходят Восток и 
запад 
-площадь 104 м2
-не угловая
-развитая инфраструктура,рядом с домам в расстоянии  100 метров есть, №94 детский садик, №63 школа-гимназия,Silk road  международная школа,Гипермаркет Фрунзе базарчик.
","""42.8182""","""74.6295""",https://www.house.kg/details/2323590604776d275e4d2-74676352,
"3-комн. кв., 62 м2","Бишкек, Верхний Джал м-н, Масалиева/Тыналиева",$ 55 800,4 731 840 сом,$ 900/м2,76 320 сом/м2,Добавлено 1 месяц назад,Поднято 16 дней назад,253,от собственника,монолитный,4 этаж из 12,,"62 м2, жилая: 62 м2",,элитка,центральное,евроремонт,,проводной,раздельный,нет,бронированная,рядом охраняемая стоянка,,,,,,возможно подключение,,,частично меблирована,паркет,3.2 м.,,,есть,,"

                                    Описание от продавца                            
Срочно!  3-ком кв, 62 М2, Масалиева 4/12, 55800$; т 0 555 088 866 

Срочно продаю 3х комнатную квартиру студию в кирпичном доме от застройщика Ихлас 
Дом сдан в эксплуатацию.

Квартира расположена на 4 этаже из 12 
Общая площадь 62 м 2
в квартире сделан качественный евроремонт, использованы только качественные материалы

Все коммуникации центральные
Санузел раздельный 100% кафель
Квартира очень светлая и уютная.
В квартире частично остаётся мебель.

Шаговой доступности школы N°95, N°80; гипермаркет глобус, аптеки, магазины.
Хорошая транспортная развязка.
Высоко развитая инфраструктура 

Цена 55800$
По всем вопросам звоните 0555 088 866,покажу в течении 1-2часов
","""42.8303""","""74.5656""",https://www.house.kg/details/5029704602ca648eb48b3-75654197,
"2-комн. кв., 56 м2","Бишкек, Ахунбаева/Тыналиева",$ 49 800,4 223 040 сом,$ 889/м2,75 411 сом/м2,Добавлено 29 дней назад,Поднято 16 дней назад,129,от собственника,монолитный,1 этаж из 9,,56 м2,,элитка,,евроремонт,возможно подключение,проводной,раздельный,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,частично меблирована,паркет,3 м.,,,есть,,"

                                    Описание от продавца                            
Срочно! 2ком кв элит 56м2 1/9 н/у Джал 49800т$ 0555088866

Срочно продаю 2-комнатную квартиру нижний Джал (Ахунбаева/Тыналиева)
Квартира расположена в новом элитном доме от застройщика Дианур
Квартира на 1 этаже из 9
В квартире сделан качественный евроремонт
Площадь квартиры составляет 56 М2
Санузел раздельный 100% кафель
Все коммуникации центральные

После продажи в квартире остается кухонный гарнитур
Дом расположен в тихом спальном районе, здесь спокойно и уютно.
Высокоразвитая инфраструктура, хорошая транспортная развязка.
Соседи доброжелательные.

Цена49800$торг минимальный только при осмотре
Звоните 0555 08 88 66
Покажу в течение 1-2 часов
","""42.8425""","""74.5725""",https://www.house.kg/details/906393560365652c697f3-40640115,
